3027,York County Transportation Authority,-0.5104213520926918,northeast,42133,10,0.043859649,0.79,PA,Pennsylvania,FTA Region3,13,0.125,True,0.034649123,5.282147679494023,5.411595060524678,4.840747013247672
7016,Columbia Transit,-1.1672330888843192,midwest,29019,17,0.074561404,0.67,MO,Missouri,FTA Region7,13,0.12,True,0.049956141,5.286985779272811,5.35249675132393,4.771594875015276
5146,Madison County Transit District,-0.28142453001900913,midwest,17119,4,0.01754386,0.69,IL,Illinois,FTA Region5,12,0.12,True,0.012105263,5.2795900581603865,5.490568299821154,4.433117560124454
9208,Butte County Association of Governments,-0.9309822501175926,west,6007,4,0.01754386,0.7,CA,California,FTA Region9,12,0.067,True,0.012280702,5.2752393522206935,5.373893514943171,4.531872214435156
9219,Northern Arizona Intergovernmental Public Transportation Authority,-1.1337242342110605,west,4005,5,0.021929825,0.74,AZ,Arizona,FTA Region9,12,0.067,True,0.016228071,5.28096541477926,5.37136885956056,4.541353001402289
7001,StarTran,-0.7488648528229516,midwest,31109,6,0.026315789,0.73,NE,Nebraska,FTA Region7,12,0.12,True,0.019210526,5.293943226435736,5.4812819059381965,4.8888770573447315
8005,Mountain Metropolitan Transit,-0.5084530089822196,west,8041,6,0.026315789,0.86,CO,Colorado,FTA Region8,12,0.067,True,0.022631579,5.2883587848211056,5.3408702155719725,4.988650919375521
4004,Metropolitan Transit Authority,0.39758196499977705,south,47037,7,0.030701754,0.8,TN,Tennessee,FTA Region4,12,0.107,True,0.024561403,5.291673874141218,5.475803444489665,4.391259830954166
9031,Riverside Transit Agency,0.3034828565828618,west,6065,7,0.030701754,0.7,CA,California,FTA Region9,12,0.067,True,0.021491228,5.276294468058311,5.326426080006129,4.730855916919366
9079,SunLine Transit Agency,-0.25064481630321234,west,6065,7,0.030701754,0.7,CA,California,FTA Region9,12,0.067,True,0.021491228,5.284611442028631,5.340304879348293,5.039452281856928
5015,The Greater Cleveland Regional Transit Authority,1.3127733404588262,midwest,39035,8,0.035087719,0.64,OH,Ohio,FTA Region5,12,0.12,True,0.02245614,5.291712931435472,5.430927149364263,4.651318650232648
3072,Transit Services of Frederick County,-1.2192506302963149,south,24021,10,0.043859649,0.68,MD,Maryland,FTA Region3,12,0.107,True,0.029824561,5.280180992272262,5.362149719019918,4.690490091098113
3025,County of Lackawanna Transit System,-0.7755297020217251,northeast,42069,11,0.048245614000000006,0.79,PA,Pennsylvania,FTA Region3,12,0.125,True,0.038114035,5.288142081278785,5.410805971282163,4.594183190903367
4003,Memphis Area Transit Authority,0.3227819467366397,south,47157,13,0.057017544,0.8,TN,Tennessee,FTA Region4,12,0.107,True,0.045614035,5.2851309921893375,5.361671648975191,4.4647108241382725
4140,Collier Area Transit,-0.8915626414279751,south,12021,17,0.074561404,0.7,FL,Florida,FTA Region4,12,0.107,True,0.052192983,5.2947801310250515,5.341048544435724,5.275411480536352
3073,Virginia Railway Express,0.447114535711898,south,51510,0,0.0,0.73,VA,Virginia,FTA Region3,12,0.107,True,0.0,5.302009249945602,5.694648957806411,4.858903359519168
6019,City of Albuquerque Transit Department,0.17054305917210785,west,35001,3,0.013157895,0.67,NM,New Mexico,FTA Region6,11,0.067,True,0.00881579,5.275732651139012,5.428286166714451,5.109256196416352
3013,Erie Metropolitan Transit Authority,-0.43993958947362094,northeast,42049,4,0.01754386,0.79,PA,Pennsylvania,FTA Region3,11,0.125,True,0.013859649,5.283992013247496,5.554149306590104,5.127518352119902
