"","meanRIskThreshold","scanningRange","numWindows","badImpact","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","officeRole","minNeighbor","param_set_id","copingNum","adaptNum","insufBoost","disasterWindows","windowMissed","windowsOpen","noSolution","utilizedWindows","NeededWidows","notNeeded","usedDisasterWindows","run_id","run_duration"
"349",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,135,19,72,17,233,343,22,16,16,3,3,2,14.5851776599884
"350",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,130,20,81,10,275,382,10,16,16,4,1,14,16.7039544582367
"351",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,138,4,0,0,0,0,0,0,0,4,0,7,14.5749742984772
"352",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,138,6,0,0,0,0,0,0,0,6,0,6,15.7093696594238
"353",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,126,5,0,0,0,0,0,0,0,5,0,19,20.3594601154327
"354",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,132,16,0,0,0,0,0,0,0,16,0,5,20.6262924671173
"355",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,131,16,0,0,0,0,0,0,0,16,0,20,14.2845983505249
"356",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,130,8,0,0,0,0,0,0,0,8,0,4,15.0595693588257
"357",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,136,4,0,0,0,0,0,0,0,4,0,1,13.9590647220612
"358",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,131,2,0,0,0,0,0,0,0,2,0,8,15.2444808483124
"359",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,136,11,0,0,0,0,0,0,0,11,0,18,13.4536929130554
"360",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,135,10,0,0,0,0,0,0,0,10,0,2,13.7100081443787
"361",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,128,4,0,0,0,0,0,0,0,4,0,9,14.7586369514465
"362",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,134,8,0,0,0,0,0,0,0,8,0,3,15.1822810173035
"363",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,138,2,0,0,0,0,0,0,0,2,0,13,16.4613561630249
"364",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,127,10,0,0,0,0,0,0,0,10,0,10,15.6783249378204
"365",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,135,3,0,0,0,0,0,0,0,3,0,17,16.7030024528503
"366",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,139,2,0,0,0,0,0,0,0,2,0,14,17.349552154541
"367",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,143,4,0,0,0,0,0,0,0,4,0,21,17.0539960861206
"368",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,135,10,0,0,0,0,0,0,0,10,0,24,17.8378806114197
"369",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,138,7,0,0,0,0,0,0,0,7,0,12,17.779426574707
"370",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,119,6,0,0,0,0,0,0,0,6,0,22,19.1157524585724
"371",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,135,10,0,0,0,0,0,0,0,10,0,16,20.0386526584625
"372",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,128,5,0,0,0,0,0,0,0,5,0,15,19.1153843402863
"373",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,130,1,0,0,0,0,0,0,0,1,0,25,21.5979187488556
"374",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,137,2,0,0,0,0,0,0,0,2,0,11,16.663881778717
"375",0.4,4,0.889127633417957,0.08,0.25,0.4,6.5,2.5,1000,0,2,15,136,5,0,0,0,0,0,0,0,5,0,23,8.46461820602417
"376",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,134,18,50,20,275,357,22,10,10,8,1,5,34.672532081604
"377",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,146,42,52,12,244,322,4,22,22,20,0,3,23.9009380340576
"378",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,139,17,62,11,262,364,28,12,12,5,2,4,16.8076860904694
"379",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,120,27,67,8,266,370,18,19,19,8,0,17,14.5115482807159
"380",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,127,20,53,14,270,356,17,16,16,4,1,11,17.2727987766266
"381",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,138,28,66,15,269,367,10,22,22,6,1,18,26.9019322395325
"382",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,135,19,72,17,233,343,22,16,16,3,3,2,18.4455559253693
"383",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,127,26,66,13,234,331,16,15,15,11,1,12,15.1938860416412
"384",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,130,21,65,6,240,327,8,14,14,7,1,6,14.1469917297363
"385",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,139,10,70,11,276,376,20,10,10,0,1,16,13.393837928772
"386",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,142,23,91,17,267,389,11,20,20,3,1,13,14.0894372463226
"387",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,129,24,74,7,243,362,31,14,14,10,2,7,14.4169960021973
"388",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,130,27,58,7,270,354,8,18,18,9,0,1,13.5889172554016
"389",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,137,18,74,24,271,390,32,13,13,5,1,24,13.9350335597992
"390",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,134,21,83,11,241,356,19,13,13,8,0,8,14.4501221179962
"391",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,133,35,48,10,239,319,11,21,21,14,4,15,14.1586723327637
"392",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,136,19,88,13,252,375,20,15,15,4,0,25,16.0753397941589
"393",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,141,13,95,13,246,381,30,10,10,3,0,19,17.3067123889923
"394",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,125,30,97,10,261,390,14,18,18,12,1,22,14.1256775856018
"395",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,122,19,62,17,268,364,20,14,14,5,1,10,13.0763268470764
"396",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,129,23,66,5,215,312,16,15,15,8,1,20,12.9175052642822
"397",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,130,20,81,10,275,382,10,16,16,4,1,14,14.5314207077026
"398",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,146,30,73,14,273,384,23,15,15,15,0,21,13.5954830646515
"399",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,141,36,59,14,223,320,16,22,22,14,1,23,16.1936011314392
"400",0.4,4,4.01021994464099,0.08,0.25,0.4,6.5,2.5,1000,0,2,16,124,29,64,14,228,316,4,20,20,9,1,9,15.2383675575256
"401",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,130,16,131,21,450,638,43,14,14,2,0,1,14.3785333633423
"402",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,125,28,117,26,423,585,21,24,24,4,2,12,15.8984994888306
"403",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,134,47,94,18,429,572,15,34,34,13,3,14,17.1349110603333
"404",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,139,16,126,17,418,603,46,13,13,3,0,13,18.3067150115967
"405",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,139,34,131,19,478,637,7,21,21,13,0,8,15.9891397953033
"406",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,126,23,138,14,475,665,30,22,22,1,1,7,17.522693157196
"407",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,121,26,134,13,440,626,33,19,19,7,1,9,16.2391376495361
"408",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,136,22,108,28,434,611,54,15,15,7,0,11,19.7041685581207
"409",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,136,33,145,23,442,624,12,25,25,8,4,3,13.7861001491547
"410",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,142,18,140,19,468,657,36,13,13,5,0,2,12.6228268146515
"411",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,127,26,118,23,475,629,17,19,19,7,2,25,13.9615108966827
"412",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,126,24,167,17,405,595,5,18,18,6,0,22,13.6218845844269
"413",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,124,25,146,19,392,582,25,19,19,6,1,24,15.5687527656555
"414",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,140,35,97,19,450,589,17,25,25,10,1,10,13.6783900260925
"415",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,129,35,136,14,385,554,8,25,25,10,3,20,15.5609796047211
"416",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,138,32,135,23,436,615,23,21,21,11,4,4,15.7948746681213
"417",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,136,28,132,19,399,570,19,20,20,8,0,6,15.4698278903961
"418",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,132,27,119,21,492,660,30,19,19,8,2,21,17.2989990711212
"419",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,123,28,119,12,439,595,15,22,22,6,1,15,15.9068078994751
"420",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,128,35,137,18,409,590,19,25,25,10,1,18,15.8625192642212
"421",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,137,15,134,18,457,624,22,11,11,4,0,17,18.1996285915375
"422",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,127,24,130,17,457,640,34,19,19,5,1,16,17.658294916153
"423",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,137,33,104,20,399,555,26,26,26,7,3,23,17.4561491012573
"424",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,133,25,104,22,460,612,34,14,14,11,0,19,20.179527759552
"425",0.4,4,7.86930141213816,0.08,0.25,0.4,6.5,2.5,1000,0,2,17,136,30,107,18,497,651,24,23,23,7,0,5,19.5217006206512
"426",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,125,19,21,3,56,85,2,6,6,13,0,12,19.2795639038086
"427",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,131,3,22,4,63,94,6,3,3,0,0,11,19.2209639549255
"428",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,138,18,16,5,66,98,4,12,12,6,3,10,13.2425770759583
"429",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,126,9,21,3,72,102,5,4,4,5,0,25,33.486807346344
"430",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,137,12,20,2,73,100,2,5,5,7,0,24,26.3488385677338
"431",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,129,18,17,0,67,91,2,5,5,13,0,6,17.7852790355682
"432",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,134,2,13,4,77,96,5,1,1,1,0,5,18.949547290802
"433",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,143,22,23,2,60,95,4,8,8,14,0,7,15.1984574794769
"434",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,124,14,19,1,61,92,6,6,6,8,0,9,28.1896071434021
"435",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,133,4,18,9,67,98,9,4,4,0,1,1,17.0342090129852
"436",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,141,22,21,4,58,96,9,8,8,14,0,13,16.4020080566406
"437",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,138,13,19,4,58,83,2,4,4,9,1,23,13.0397453308105
"438",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,138,15,23,2,75,108,2,8,8,7,0,20,12.2710824012756
"439",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,119,22,22,2,60,97,5,10,10,12,0,22,13.5787155628204
"440",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,138,14,18,1,58,89,6,7,7,7,0,8,13.4089577198029
"441",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,135,9,23,5,67,101,6,5,5,4,2,18,14.0392117500305
"442",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,141,21,21,4,60,92,3,8,8,13,1,2,15.3799941539764
"443",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,129,10,19,1,69,99,7,4,4,6,0,4,14.6810188293457
"444",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,136,17,24,2,53,85,4,4,4,13,0,19,17.1084396839142
"445",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,134,10,17,1,62,91,8,4,4,6,0,21,15.2030787467957
"446",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,128,9,21,5,60,90,6,3,3,6,0,16,15.685076713562
"447",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,139,12,20,3,66,98,6,6,6,6,1,15,13.4254746437073
"448",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,137,9,23,2,67,103,10,3,3,6,0,14,13.2477931976318
"449",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,137,7,16,1,69,97,8,4,4,3,0,3,13.8138909339905
"450",0.4,4,1.33498411742039,0.08,0.25,0.4,6.5,2.5,1000,0,2,18,123,10,10,1,70,93,4,9,9,1,0,17,13.4964544773102
"451",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,134,29,162,26,573,793,34,24,24,5,1,8,14.0945324897766
"452",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,135,31,174,27,581,801,21,25,25,6,1,7,14.5654804706573
"453",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,139,22,158,26,641,853,36,18,18,4,1,9,14.4386143684387
"454",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,123,25,168,32,613,813,12,20,20,5,1,6,15.2307844161987
"455",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,140,37,146,27,564,773,37,26,26,11,2,21,14.5779275894165
"456",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,131,24,199,31,612,881,48,22,22,2,0,20,16.8981647491455
"457",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,125,35,161,32,480,686,17,28,28,7,2,2,15.9615149497986
"458",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,117,42,166,26,541,751,14,30,30,12,5,1,15.5423059463501
"459",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,136,11,168,30,610,859,70,11,11,0,1,3,16.5517425537109
"460",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,137,28,144,21,464,663,34,21,21,7,1,5,18.5422158241272
"461",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,137,39,164,18,530,736,16,26,26,13,0,10,14.882227897644
"462",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,119,26,185,16,532,747,10,20,20,6,0,22,14.1221196651459
"463",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,129,18,152,26,576,786,44,14,14,4,0,19,13.4896895885468
"464",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,135,42,125,17,555,724,13,31,31,11,3,16,13.7563750743866
"465",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,133,31,188,20,527,759,16,28,28,3,1,18,14.9131541252136
"466",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,138,27,166,22,547,774,43,18,18,9,0,4,14.1781933307648
"467",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,135,32,158,13,552,787,52,25,25,7,2,14,16.6637511253357
"468",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,135,22,155,27,564,809,71,19,19,3,0,11,14.4388494491577
"469",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,138,31,154,28,553,780,47,26,26,5,3,13,16.1856482028961
"470",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,149,40,132,25,531,722,29,30,30,10,3,15,15.3383975028992
"471",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,136,33,108,18,580,743,29,26,26,7,0,17,14.8638088703156
"472",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,126,34,110,12,542,701,22,27,27,7,0,25,15.7870488166809
"473",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,120,33,159,28,527,743,31,26,26,7,0,24,17.4988477230072
"474",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,140,20,162,25,532,769,56,19,19,1,2,23,17.0313282012939
"475",0.4,4,9.43606117228046,0.08,0.25,0.4,6.5,2.5,1000,0,2,19,124,29,182,32,562,789,18,27,27,2,1,12,16.7395181655884
"476",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,123,25,168,32,613,813,12,20,20,5,1,6,18.9879281520844
"477",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,137,28,144,21,464,663,34,21,21,7,1,5,20.2046864032745
"478",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,133,31,188,20,527,759,16,28,28,3,1,18,17.7277255058289
"479",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,135,31,174,27,581,801,21,25,25,6,1,7,18.566201210022
"480",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,138,27,166,22,547,774,43,18,18,9,0,4,20.5143909454346
"481",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,129,18,152,26,576,786,44,14,14,4,0,19,13.9071352481842
"482",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,136,11,168,30,610,859,70,11,11,0,1,3,6.88398051261902
"483",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,138,31,154,28,553,780,47,26,26,5,3,13,34.9781956672668
"484",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,124,29,182,32,562,789,18,27,27,2,1,12,26.720475435257
"485",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,117,42,166,26,541,751,14,30,30,12,5,1,17.6412391662598
"486",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,135,22,155,27,564,809,71,19,19,3,0,11,13.9591970443726
"487",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,134,29,162,26,573,793,34,24,24,5,1,8,13.7804009914398
"488",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,131,24,199,31,612,881,48,22,22,2,0,20,25.8236458301544
"489",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,136,33,108,18,580,743,29,26,26,7,0,17,21.0954382419586
"490",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,135,32,158,13,552,787,52,25,25,7,2,14,14.6363251209259
"491",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,135,42,125,17,555,724,13,31,31,11,3,16,12.8923740386963
"492",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,125,35,161,32,480,686,17,28,28,7,2,2,14.3502690792084
"493",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,126,34,110,12,542,701,22,27,27,7,0,25,13.2062797546387
"494",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,139,22,158,26,641,853,36,18,18,4,1,9,14.0112769603729
"495",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,120,33,159,28,527,743,31,26,26,7,0,24,15.5656633377075
"496",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,140,37,146,27,564,773,37,26,26,11,2,21,14.0735416412354
"497",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,149,40,132,25,531,722,29,30,30,10,3,15,14.5317432880402
"498",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,140,20,162,25,532,769,56,19,19,1,2,23,14.6601715087891
"499",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,119,26,185,16,532,747,10,20,20,6,0,22,12.9369323253632
"500",0.4,4,9.59506974834949,0.08,0.25,0.4,6.5,2.5,1000,0,2,20,137,39,164,18,530,736,16,26,26,13,0,10,16.8618319034576
"501",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,131,21,113,14,325,478,21,19,19,2,0,16,12.6335120201111
"502",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,130,29,85,16,329,456,22,20,20,9,1,4,12.4258043766022
"503",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,120,28,100,11,301,440,15,24,24,4,1,3,14.3654253482819
"504",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,130,22,105,19,346,498,28,19,19,3,1,11,14.7456705570221
"505",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,130,28,81,14,303,428,20,24,24,4,1,5,12.9471645355225
"506",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,139,35,75,12,327,434,7,25,25,10,3,2,13.3021082878113
"507",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,133,21,88,16,344,480,29,19,19,2,0,17,13.9568119049072
"508",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,149,47,65,12,294,398,10,29,29,18,1,1,16.1316571235657
"509",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,123,19,111,21,322,475,24,18,18,1,1,24,14.4624884128571
"510",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,130,30,79,14,314,426,11,22,22,8,1,10,15.6931190490723
"511",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,128,34,95,14,316,442,7,24,24,10,1,12,15.5721943378448
"512",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,140,22,59,19,361,464,25,19,19,3,1,9,16.9677522182465
"513",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,132,35,62,19,308,404,5,29,29,6,2,6,19.6512076854706
"514",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,121,43,100,15,287,430,11,32,32,11,2,18,16.7392272949219
"515",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,131,38,88,13,360,500,22,30,30,8,3,15,16.5735065937042
"516",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,126,24,74,14,333,445,22,16,16,8,0,25,16.2198662757874
"517",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,133,39,65,18,296,400,15,24,24,15,2,14,13.1833596229553
"518",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,134,21,85,12,351,467,14,17,17,4,2,13,13.8711965084076
"519",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,140,36,70,12,302,411,17,22,22,14,0,23,12.7409482002258
"520",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,136,24,97,19,324,465,22,22,22,2,2,7,12.9537606239319
"521",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,134,13,96,14,338,478,33,11,11,2,1,22,14.2064960002899
"522",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,135,24,104,19,316,456,17,19,19,5,1,19,14.2159762382507
"523",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,148,31,69,15,345,440,8,18,18,13,2,8,13.4649844169617
"524",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,137,23,91,8,328,456,18,19,19,4,1,21,15.5099282264709
"525",0.4,4,6,0.08,0.25,0.4,6.5,3.25220594316488,1000,0,2,21,136,21,76,15,295,423,36,16,16,5,0,20,16.1869225502014
"526",0.4,4,6,0.08,0.25,0.4,6.5,3.94481343217194,1000,0,2,22,132,42,56,12,300,396,11,29,29,13,4,14,15.171539068222
