"","meanRIskThreshold","scanningRange","numWindows","badImpact","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","officeRole","minNeighbor","param_set_id","copingNum","adaptNum","insufBoost","disasterWindows","windowMissed","windowsOpen","noSolution","utilizedWindows","NeededWidows","notNeeded","usedDisasterWindows","run_id","run_duration"
"172",0.4,4,7.2417843262665,0.08,0.25,0.4,6.5,2.5,1000,0,2,7,128,35,137,18,409,590,19,25,25,10,1,18,13.7461051940918
"173",0.4,4,7.2417843262665,0.08,0.25,0.4,6.5,2.5,1000,0,2,7,137,15,134,18,457,624,22,11,11,4,0,17,13.9519770145416
"174",0.4,4,7.2417843262665,0.08,0.25,0.4,6.5,2.5,1000,0,2,7,127,26,118,23,475,629,17,19,19,7,2,25,14.2016100883484
"175",0.4,4,7.2417843262665,0.08,0.25,0.4,6.5,2.5,1000,0,2,7,133,25,104,22,460,612,34,14,14,11,0,19,13.8866546154022
"176",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,131,15,78,14,400,558,66,14,14,1,1,8,16.4102983474731
"177",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,133,15,92,16,348,490,37,13,13,2,0,7,14.7791132926941
"178",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,129,21,81,17,392,530,40,17,17,4,1,4,16.2138383388519
"179",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,138,19,110,20,385,537,27,15,15,4,0,3,12.4210169315338
"180",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,128,18,127,23,385,555,28,15,15,3,2,2,13.0009336471558
"181",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,137,27,125,19,424,588,17,22,22,5,0,24,13.6896710395813
"182",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,145,25,110,15,361,528,33,24,24,1,2,9,14.962441444397
"183",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,135,25,101,15,364,499,11,23,23,2,2,20,14.2685599327087
"184",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,133,26,111,14,379,543,33,20,20,6,0,5,14.7712812423706
"185",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,134,33,125,14,364,511,1,21,21,12,0,18,14.82874584198
"186",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,141,17,124,19,370,538,29,15,15,2,0,16,17.2302346229553
"187",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,140,14,113,13,366,543,53,11,11,3,0,6,15.317981004715
"188",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,131,17,126,13,399,572,34,13,13,4,1,25,15.4736807346344
"189",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,139,20,106,15,397,550,30,17,17,3,1,10,16.5538396835327
"190",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,123,40,115,20,363,506,3,25,25,15,3,21,18.5759773254395
"191",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,134,45,89,23,345,482,14,34,34,11,6,1,17.7270472049713
"192",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,142,28,118,18,400,570,28,24,24,4,1,19,18.0137588977814
"193",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,128,19,144,25,409,591,21,17,17,2,0,17,19.3696057796478
"194",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,129,33,97,18,367,494,7,23,23,10,1,15,17.3025145530701
"195",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,132,28,103,19,374,511,12,22,22,6,1,22,12.2902507781982
"196",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,138,25,129,17,393,561,18,21,21,4,0,11,13.3808979988098
"197",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,121,27,90,21,320,449,18,21,21,6,2,13,13.2022695541382
"198",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,137,30,88,21,373,500,21,18,18,12,1,23,13.7642993927002
"199",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,131,18,104,15,396,537,23,14,14,4,1,12,15.3521513938904
"200",0.4,4,6.02965585119091,0.08,0.25,0.4,6.5,2.5,1000,0,2,8,144,19,94,11,391,544,46,13,13,6,0,14,15.3145551681519
"201",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,133,19,51,9,203,283,18,11,11,8,0,4,16.8713898658752
"202",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,131,14,51,10,189,267,18,9,9,5,1,24,15.7857477664948
"203",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,133,13,70,9,199,289,9,11,11,2,1,22,15.3621246814728
"204",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,132,21,44,9,199,277,20,14,14,7,2,10,15.3488054275513
"205",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,139,21,57,10,198,274,11,8,8,13,1,25,17.1751363277435
"206",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,135,19,50,15,204,276,9,13,13,6,1,1,17.5010161399841
"207",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,141,16,46,13,189,264,16,13,13,3,2,3,17.783620595932
"208",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,120,26,50,5,200,266,5,11,11,15,0,5,18.206670999527
"209",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,130,37,42,11,187,256,2,25,25,12,2,7,18.0364274978638
"210",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,126,14,51,10,187,267,18,11,11,3,1,9,18.6337685585022
"211",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,134,19,43,5,205,277,17,12,12,7,0,11,18.8817346096039
"212",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,130,11,54,9,212,293,18,9,9,2,1,13,19.1051971912384
"213",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,129,21,54,5,222,299,7,16,16,5,2,2,14.1974108219147
"214",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,126,13,72,8,182,271,10,7,7,6,1,12,8.23770093917847
"215",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,129,15,45,5,193,259,10,11,11,4,1,6,35.0610165596008
"216",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,139,33,50,8,183,253,2,18,18,15,2,8,27.1657688617706
"217",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,127,10,68,7,198,285,12,7,7,3,0,16,15.5651812553406
"218",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,152,20,63,4,178,266,8,17,17,3,2,20,17.8246834278107
"219",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,135,15,42,13,203,273,16,12,12,3,1,23,13.2350323200226
"220",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,125,24,61,8,186,267,7,13,13,11,0,21,26.6051263809204
"221",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,136,22,54,7,209,294,15,16,16,6,1,18,17.4086027145386
"222",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,119,18,45,4,193,265,12,15,15,3,0,19,15.5448489189148
"223",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,145,15,59,9,192,282,18,13,13,2,3,17,15.0052201747894
"224",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,138,25,56,6,180,259,12,11,11,14,1,15,12.5644021034241
"225",0.4,4,3.38307785592042,0.08,0.25,0.4,6.5,2.5,1000,0,2,9,136,32,48,15,197,269,8,16,16,16,1,14,13.2012829780579
"226",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,141,21,21,4,60,92,3,8,8,13,1,2,13.0879034996033
"227",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,137,7,16,1,69,97,8,4,4,3,0,3,16.0980644226074
"228",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,134,2,13,4,77,96,5,1,1,1,0,5,14.4916214942932
"229",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,131,3,22,4,63,94,6,3,3,0,0,11,15.3554689884186
"230",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,138,14,18,1,58,89,6,7,7,7,0,8,15.9704883098602
"231",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,138,15,23,2,75,108,2,8,8,7,0,20,15.4738533496857
"232",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,129,10,19,1,69,99,7,4,4,6,0,4,13.8007130622864
"233",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,133,4,18,9,67,98,9,4,4,0,1,1,13.9757404327393
"234",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,134,10,17,1,62,91,8,4,4,6,0,21,13.7507915496826
"235",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,138,18,16,5,66,98,4,12,12,6,3,10,14.0464587211609
"236",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,143,22,23,2,60,95,4,8,8,14,0,7,15.0363810062408
"237",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,124,14,19,1,61,92,6,6,6,8,0,9,14.7937386035919
"238",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,129,18,17,0,67,91,2,5,5,13,0,6,13.5309891700745
"239",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,138,13,19,4,58,83,2,4,4,9,1,23,14.9429180622101
"240",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,137,12,20,2,73,100,2,5,5,7,0,24,15.6361753940582
"241",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,119,22,22,2,60,97,5,10,10,12,0,22,16.2480163574219
"242",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,137,9,23,2,67,103,10,3,3,6,0,14,16.2426316738129
"243",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,126,9,21,3,72,102,5,4,4,5,0,25,17.1059482097626
"244",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,141,22,21,4,58,96,9,8,8,14,0,13,18.0679085254669
"245",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,125,19,21,3,56,85,2,6,6,13,0,12,17.501797914505
"246",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,123,10,10,1,70,93,4,9,9,1,0,17,13.9114782810211
"247",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,135,9,23,5,67,101,6,5,5,4,2,18,14.3259007930756
"248",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,128,9,21,5,60,90,6,3,3,6,0,16,14.7251667976379
"249",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,139,12,20,3,66,98,6,6,6,6,1,15,14.3073461055756
"250",0.4,4,1.72457262279931,0.08,0.25,0.4,6.5,2.5,1000,0,2,10,136,17,24,2,53,85,4,4,4,13,0,19,14.752249956131
"251",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,133,19,51,9,203,283,18,11,11,8,0,4,17.9101941585541
"252",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,129,15,45,5,193,259,10,11,11,4,1,6,15.3128459453583
"253",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,141,16,46,13,189,264,16,13,13,3,2,3,15.6301426887512
"254",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,130,37,42,11,187,256,2,25,25,12,2,7,14.8976011276245
"255",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,125,24,61,8,186,267,7,13,13,11,0,21,15.3340020179749
"256",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,135,19,50,15,204,276,9,13,13,6,1,1,15.7262852191925
"257",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,152,20,63,4,178,266,8,17,17,3,2,20,15.6299304962158
"258",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,120,26,50,5,200,266,5,11,11,15,0,5,16.9746015071869
"259",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,129,21,54,5,222,299,7,16,16,5,2,2,18.0189299583435
"260",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,133,13,70,9,199,289,9,11,11,2,1,22,17.6616616249084
"261",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,136,32,48,15,197,269,8,16,16,16,1,14,19.8198280334473
"262",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,139,33,50,8,183,253,2,18,18,15,2,8,18.6610383987427
"263",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,135,15,42,13,203,273,16,12,12,3,1,23,22.331565618515
"264",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,139,21,57,10,198,274,11,8,8,13,1,25,20.1268055438995
"265",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,126,14,51,10,187,267,18,11,11,3,1,9,14.1761257648468
"266",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,127,10,68,7,198,285,12,7,7,3,0,16,14.4678800106049
"267",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,130,11,54,9,212,293,18,9,9,2,1,13,9.90318727493286
"268",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,138,25,56,6,180,259,12,11,11,14,1,15,36.1703462600708
"269",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,145,15,59,9,192,282,18,13,13,2,3,17,25.3710091114044
"270",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,131,14,51,10,189,267,18,9,9,5,1,24,20.299884557724
"271",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,134,19,43,5,205,277,17,12,12,7,0,11,13.4276371002197
"272",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,132,21,44,9,199,277,20,14,14,7,2,10,16.8569540977478
"273",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,126,13,72,8,182,271,10,7,7,6,1,12,26.949018239975
"274",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,119,18,45,4,193,265,12,15,15,3,0,19,18.6707684993744
"275",0.4,4,3.79378715436906,0.08,0.25,0.4,6.5,2.5,1000,0,2,11,136,22,54,7,209,294,15,16,16,6,1,18,14.0249631404877
"276",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,118,23,153,17,551,759,34,21,21,2,0,12,14.8294064998627
"277",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,136,23,190,31,515,746,21,20,20,3,1,5,13.1671731472015
"278",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,130,34,181,22,482,711,20,28,28,6,2,7,13.861927986145
"279",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,135,25,124,21,429,606,33,20,20,5,0,6,13.235634803772
"280",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,123,20,140,13,523,699,25,11,11,9,0,11,13.5405881404877
"281",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,143,42,142,21,514,692,11,25,25,17,0,13,14.7206122875214
"282",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,135,20,145,23,505,707,41,16,16,4,0,2,15.1448411941528
"283",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,136,20,108,25,547,721,50,16,16,4,1,1,14.8888700008392
"284",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,135,31,98,18,487,661,54,22,22,9,1,24,17.1135168075562
"285",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,137,28,131,23,520,679,6,22,22,6,1,8,15.8349463939667
"286",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,130,34,138,14,490,672,17,27,27,7,3,10,12.0295071601868
"287",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,143,39,140,19,542,730,21,27,27,12,0,20,13.7361555099487
"288",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,135,30,141,12,488,701,48,24,24,6,0,14,14.528936624527
"289",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,127,27,145,20,503,682,17,17,17,10,2,3,14.0628018379211
"290",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,132,36,134,21,473,649,18,24,24,12,2,18,14.0009162425995
"291",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,121,32,104,25,569,715,19,23,23,9,0,25,14.011488199234
"292",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,130,19,143,21,575,784,50,16,16,3,1,9,14.8865733146667
"293",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,130,28,148,16,485,678,29,16,16,12,1,23,17.2320365905762
"294",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,129,31,158,21,479,673,12,24,24,7,0,21,15.3986508846283
"295",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,125,31,143,27,512,690,11,24,24,7,3,15,15.5466067790985
"296",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,134,41,102,26,495,658,33,28,28,13,1,4,16.3741219043732
"297",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,133,20,171,26,576,775,13,15,15,5,2,19,17.3428385257721
"298",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,146,21,137,24,535,757,67,18,18,3,0,16,17.0118482112885
"299",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,131,19,169,31,445,654,21,19,19,0,0,22,16.6225891113281
"300",0.4,4,8.233246343676,0.08,0.25,0.4,6.5,2.5,1000,0,2,12,140,27,164,24,520,720,17,19,19,8,2,17,16.6366581916809
"301",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,131,26,83,15,322,434,10,19,19,7,0,10,16.2640690803528
"302",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,129,25,92,19,314,435,10,19,19,6,1,6,12.7766189575195
"303",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,125,19,91,7,329,454,21,13,13,6,0,3,13.6829326152802
"304",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,133,20,97,14,306,443,21,19,19,1,1,5,14.4088757038116
"305",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,129,29,98,11,323,455,15,19,19,10,1,12,14.1194033622742
"306",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,138,15,74,17,353,474,34,13,13,2,0,9,13.5143592357635
"307",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,132,20,119,10,331,500,33,17,17,3,1,11,14.6391327381134
"308",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,133,20,93,14,350,476,18,15,15,5,0,13,15.6198575496674
"309",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,138,21,105,15,340,470,8,17,17,4,0,7,14.2403664588928
"310",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,129,23,100,23,325,465,23,17,17,6,3,4,15.6052496433258
"311",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,137,18,87,10,342,459,16,14,14,4,0,19,17.7157289981842
"312",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,149,33,71,18,328,429,10,20,20,13,3,8,16.5708494186401
"313",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,122,33,114,27,298,447,14,21,21,12,2,18,16.2119495868683
"314",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,134,20,81,17,309,425,20,15,15,5,3,20,17.3976855278015
"315",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,150,36,79,18,302,417,17,19,19,17,1,1,18.197377204895
"316",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,132,11,113,12,345,493,25,10,10,1,0,16,17.9079697132111
"317",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,135,19,90,12,346,464,13,15,15,4,1,21,16.7868926525116
"318",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,134,32,99,19,306,440,13,22,22,10,0,2,18.8572194576263
"319",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,132,15,111,18,339,487,24,13,13,2,1,17,20.0785570144653
"320",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,140,32,89,15,298,417,12,18,18,14,3,23,16.4642488956451
"321",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,122,18,140,11,295,476,24,17,17,1,0,24,8.80662751197815
"322",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,133,12,94,13,345,479,30,10,10,2,0,22,34.6343355178833
"323",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,128,35,114,16,353,500,11,22,22,13,1,15,27.2093789577484
"324",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,129,32,78,14,296,409,17,18,18,14,0,14,17.2296645641327
"325",0.4,4,5.4035782640567,0.08,0.25,0.4,6.5,2.5,1000,0,2,13,124,21,82,13,330,447,22,13,13,8,0,25,15.6160445213318
"326",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,134,21,83,11,241,356,19,13,13,8,0,8,14.2179639339447
"327",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,122,19,62,17,268,364,20,14,14,5,1,10,25.4016301631927
"328",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,129,24,74,7,243,362,31,14,14,10,2,7,17.05215883255
"329",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,127,20,53,14,270,356,17,16,16,4,1,11,14.9926388263702
"330",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,146,30,73,14,273,384,23,15,15,15,0,21,13.4472086429596
"331",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,141,36,59,14,223,320,16,22,22,14,1,23,13.0646562576294
"332",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,124,29,64,14,228,316,4,20,20,9,1,9,12.5012714862823
"333",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,125,30,97,10,261,390,14,18,18,12,1,22,13.037073135376
"334",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,130,21,65,6,240,327,8,14,14,7,1,6,14.4991121292114
"335",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,134,18,50,20,275,357,22,10,10,8,1,5,16.2675738334656
"336",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,129,23,66,5,215,312,16,15,15,8,1,20,16.1734023094177
"337",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,139,17,62,11,262,364,28,12,12,5,2,4,13.7800433635712
"338",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,130,27,58,7,270,354,8,18,18,9,0,1,16.1938438415527
"339",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,136,19,88,13,252,375,20,15,15,4,0,25,15.5670521259308
"340",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,138,28,66,15,269,367,10,22,22,6,1,18,12.3169369697571
"341",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,127,26,66,13,234,331,16,15,15,11,1,12,12.5609929561615
"342",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,120,27,67,8,266,370,18,19,19,8,0,17,13.7259390354156
"343",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,146,42,52,12,244,322,4,22,22,20,0,3,13.4753956794739
"344",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,142,23,91,17,267,389,11,20,20,3,1,13,14.1244051456451
"345",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,137,18,74,24,271,390,32,13,13,5,1,24,13.6478786468506
"346",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,133,35,48,10,239,319,11,21,21,14,4,15,13.97580742836
"347",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,141,13,95,13,246,381,30,10,10,3,0,19,14.9890623092651
"348",0.4,4,4.50995358871296,0.08,0.25,0.4,6.5,2.5,1000,0,2,14,139,10,70,11,276,376,20,10,10,0,1,16,15.0904307365417
