"","meanRIskThreshold","scanningRange","numWindows","badImpact","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","param_set_id","copingNum","adaptNum","insufBoost","windowMissed","windowoOpen","noSolution","riskPerceptionThreshold","run_id","run_duration"
"43",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.32740199719225,1,1.43543220758438
"44",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.35959403412838,1,1.43543220758438
"45",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.393371312838786,1,1.43543220758438
"46",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.243422516908138,1,1.43543220758438
"47",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.401574923619671,1,1.43543220758438
"48",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.335426896660022,1,1.43543220758438
"49",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.470367049179835,1,1.43543220758438
"50",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.372448925414137,1,1.43543220758438
"51",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.395430006738017,1,1.43543220758438
"52",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.516258850686121,1,1.43543220758438
"53",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.41187165805498,1,1.43543220758438
"54",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.289965359208809,1,1.43543220758438
"55",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.259955798687788,1,1.43543220758438
"56",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.208066473016541,1,1.43543220758438
"57",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.306653451929372,1,1.43543220758438
"58",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.526790959027525,1,1.43543220758438
"59",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.399033804350894,1,1.43543220758438
"60",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.294980551868029,1,1.43543220758438
"61",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.241965308270402,1,1.43543220758438
"62",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.308141419749165,1,1.43543220758438
"63",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.323933785988664,1,1.43543220758438
"64",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.196783272723194,1,1.43543220758438
"65",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.549476916498351,1,1.43543220758438
"66",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.407447709368492,1,1.43543220758438
"67",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.541181061767573,1,1.43543220758438
"68",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.440819368999801,1,1.43543220758438
"69",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.29245401873766,1,1.43543220758438
"70",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.543913556785277,1,1.43543220758438
"71",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.511395276440481,1,1.43543220758438
"72",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.402613197518841,1,1.43543220758438
"73",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.221608360949095,1,1.43543220758438
"74",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.456597318978357,1,1.43543220758438
"75",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.456196130393122,1,1.43543220758438
"76",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.368241064121477,1,1.43543220758438
"77",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.400577839553143,1,1.43543220758438
"78",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.496393692804712,1,1.43543220758438
"79",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.465701265157041,1,1.43543220758438
"80",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.390823579351835,1,1.43543220758438
"81",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.453092123299058,1,1.43543220758438
"82",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.299858771287399,1,1.43543220758438
"83",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.522494699875708,1,1.43543220758438
"84",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.262914645946714,1,1.43543220758438
"85",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.380689660940658,1,1.43543220758438
"86",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.490792211504177,1,1.43543220758438
"87",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.487368353070316,1,1.43543220758438
"88",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.373017724781936,1,1.43543220758438
"89",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.380487344939291,1,1.43543220758438
"90",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.388584296057492,1,1.43543220758438
"91",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.476224044248964,1,1.43543220758438
"92",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.381084845872029,1,1.43543220758438
"93",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.540891904537747,1,1.43543220758438
"94",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.476622617803604,1,1.43543220758438
"95",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.444088615714264,1,1.43543220758438
"96",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.379212019804774,1,1.43543220758438
"97",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.461265851409141,1,1.43543220758438
"98",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.536271164043109,1,1.43543220758438
"99",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.392908892973854,1,1.43543220758438
"100",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.435711481403329,1,1.43543220758438
"101",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.440675972964899,1,1.43543220758438
"102",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.432076205372172,1,1.43543220758438
"103",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.27821539510963,1,1.43543220758438
"104",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.366395828124579,1,1.43543220758438
"105",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.372354499260529,1,1.43543220758438
"106",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.331184068546193,1,1.43543220758438
"107",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.435313323963556,1,1.43543220758438
"108",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.336996641900679,1,1.43543220758438
"109",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.373101129796783,1,1.43543220758438
"110",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.399938699526063,1,1.43543220758438
"111",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.466959267213699,1,1.43543220758438
"112",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.310021251235648,1,1.43543220758438
"113",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.377738760586383,1,1.43543220758438
"114",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.328157903808011,1,1.43543220758438
"115",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.51583817355006,1,1.43543220758438
"116",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.237611067655279,1,1.43543220758438
"117",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.447517736284081,1,1.43543220758438
"118",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.44836646953106,1,1.43543220758438
"119",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.488288956803155,1,1.43543220758438
"120",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.506712874914267,1,1.43543220758438
"121",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.264472849782424,1,1.43543220758438
"122",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.286824277923363,1,1.43543220758438
"123",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.343717095594277,1,1.43543220758438
"124",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.441312133743532,1,1.43543220758438
"125",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.4593278323974,1,1.43543220758438
"126",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.373586106170542,1,1.43543220758438
"127",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.505537645293931,1,1.43543220758438
"128",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.591861954253552,1,1.43543220758438
"129",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.415990173191089,1,1.43543220758438
"130",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.437457616127216,1,1.43543220758438
"131",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.444281881082829,1,1.43543220758438
"132",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.501054824576433,1,1.43543220758438
"133",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.52349882459978,1,1.43543220758438
"134",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.164313508713281,1,1.43543220758438
"135",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.360982677019256,1,1.43543220758438
"136",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.497942499097278,1,1.43543220758438
"137",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.5003996390943,1,1.43543220758438
"138",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.37157928988761,1,1.43543220758438
"139",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.345256970942166,1,1.43543220758438
"140",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.598909505187132,1,1.43543220758438
"141",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.383285195788522,1,1.43543220758438
"142",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.32205178466427,1,1.43543220758438
"143",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.19116529737075,1,1.43543220758438
"144",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.312214843200547,1,1.43543220758438
"145",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.41631149026634,1,1.43543220758438
"146",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.300326024886571,1,1.43543220758438
"147",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.672946210322728,1,1.43543220758438
"148",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.289525333471887,1,1.43543220758438
"149",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.295903705564965,1,1.43543220758438
"150",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.467202858228572,1,1.43543220758438
"151",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.365571092095869,1,1.43543220758438
"152",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.354649686319851,1,1.43543220758438
"153",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.473889567435618,1,1.43543220758438
"154",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.487020379404901,1,1.43543220758438
"155",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.689967727079202,1,1.43543220758438
"156",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.4562166582371,1,1.43543220758438
"157",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.26772375724022,1,1.43543220758438
"158",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.290249020920643,1,1.43543220758438
"159",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.551384072144,1,1.43543220758438
"160",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.504015274830542,1,1.43543220758438
"161",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.542732940704018,1,1.43543220758438
"162",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.355950066344204,1,1.43543220758438
"163",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.492562860850749,1,1.43543220758438
"164",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.332244065492243,1,1.43543220758438
"165",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.489632164507066,1,1.43543220758438
"166",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.554562668942843,1,1.43543220758438
"167",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.332415745971873,1,1.43543220758438
"168",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.221229808829941,1,1.43543220758438
"169",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.411236388776975,1,1.43543220758438
"170",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.496205823866836,1,1.43543220758438
"171",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.45465691191202,1,1.43543220758438
"172",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.23507299688582,1,1.43543220758438
"173",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.542895251685483,1,1.43543220758438
"174",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.29782580298422,1,1.43543220758438
"175",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.301863236756696,1,1.43543220758438
"176",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.330693404632326,1,1.43543220758438
"177",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.405222458723623,1,1.43543220758438
"178",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.331672926582387,1,1.43543220758438
"179",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.456128129512615,1,1.43543220758438
"180",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.379432241651454,1,1.43543220758438
"181",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.283737858307158,1,1.43543220758438
"182",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.405769210779181,1,1.43543220758438
"183",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.510873795345271,1,1.43543220758438
"184",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.415028027794051,1,1.43543220758438
"185",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.365499060849949,1,1.43543220758438
"186",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.198164504269295,1,1.43543220758438
"187",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.45931235537517,1,1.43543220758438
"188",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.57406750279788,1,1.43543220758438
"189",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.369930584008891,1,1.43543220758438
"190",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.453228823855042,1,1.43543220758438
"191",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.362174394482016,1,1.43543220758438
"192",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.296381143300027,1,1.43543220758438
"193",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.429930161154434,1,1.43543220758438
"194",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.425377479694652,1,1.43543220758438
"195",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.263299277420806,1,1.43543220758438
"196",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.440822823621795,1,1.43543220758438
"197",0.4,3.4137208861066,4,0.08,0.25,0.4,6.5,3,840,1,131,27,46,182,250,85,0.393918253546211,1,1.43543220758438
