"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"decayAndWindow"
"06/08/2020 20:48:18:491 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","memory","disasterUti","EWProbDecay","startingFund","openOpt?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgOpt?","limitedFund?","randomBoost?","orgOptGen","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"46","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","65","16947.178921235936","12606","2745","1684","42","5","939","43","786","6","32","32","33","0","1970","26"
"48","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","46","17525.7929658039","12606","2774","1813","136","6","688","111","814","7","20","20","26","0","1970","13"
"50","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","50","17360.68034855594","12606","2794","1723","246","8","706","75","831","4","36","36","14","0","1970","32"
"52","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17172.04306739196","12606","2741","1755","187","12","667","83","778","4","37","37","15","0","1970","33"
"54","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","59","17229.125506695917","12606","2762","1708","145","9","790","74","801","3","36","36","23","0","1970","33"
"53","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","59","17629.895426843894","12606","2825","1732","162","5","776","110","866","6","40","40","19","0","1970","35"
"56","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","58","17461.30536005993","12606","2769","1760","98","8","811","57","808","9","35","35","23","0","1970","26"
"55","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","36","17080.850067263913","12606","2742","1849","239","30","473","128","779","2","23","23","13","0","1970","21"
"57","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","58","17485.583666739894","12606","2791","1628","189","2","824","119","826","7","29","29","29","0","1970","22"
"59","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","53","16966.545294499916","12606","2733","1702","199","4","687","109","771","7","32","32","21","0","1970","25"
"62","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","43","17171.951578795888","12606","2765","1904","180","4","550","107","800","6","20","20","23","0","1970","14"
"58","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","58","17335.013178743866","12606","2794","1623","194","6","840","105","835","10","26","26","32","0","1970","16"
"61","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17808.014574575915","12606","2825","1893","108","6","740","53","863","8","25","25","23","0","1970","17"
"64","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","57","17542.851217571908","12606","2782","1758","165","11","735","75","825","3","38","38","19","0","1970","35"
"60","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","52","17137.23538300392","12606","2760","1701","191","5","732","105","793","8","26","26","26","0","1970","18"
"69","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","64","17224.17075241993","12606","2762","1765","75","11","827","43","801","7","41","41","23","0","1970","34"
"65","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","50","17313.85944384793","12606","2761","1624","271","5","733","99","797","5","29","29","21","0","1970","24"
"70","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","39","17454.653519119904","12606","2795","1952","163","4","584","68","836","2","24","24","15","0","1970","22"
"72","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","54","17555.913297035895","12606","2815","1763","188","4","723","107","857","4","30","30","24","0","1970","26"
"66","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","53","16963.237957267913","12606","2764","1774","156","15","711","78","799","6","30","30","23","0","1970","24"
"63","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17124.78057831586","12606","2776","1807","112","11","749","75","817","8","22","22","26","0","1970","14"
"68","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","65","17243.361297403917","12606","2771","1692","67","9","929","34","809","3","40","40","25","0","1970","37"
"73","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","69","17236.858247363914","12606","2778","1533","111","5","1011","83","819","12","35","35","34","0","1970","23"
"67","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","55","17280.728102827907","12606","2782","1820","159","27","646","97","822","7","33","33","22","0","1970","26"
"77","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","17094.983637335907","12606","2737","1884","108","4","640","72","781","10","29","29","21","0","1970","19"
"71","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","44","17211.127630199946","12606","2771","1673","314","3","627","127","806","8","27","27","17","0","1970","19"
"74","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","56","17206.34007793588","12606","2749","1732","129","11","786","54","784","14","37","37","19","0","1970","23"
"75","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","17200.711739435865","12606","2735","1866","108","9","668","60","780","8","24","24","26","0","1970","16"
"76","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","61","17294.59501036394","12606","2768","1611","112","6","941","65","805","13","33","33","28","0","1970","20"
"78","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17027.708493679904","12606","2736","1661","210","8","722","97","778","5","38","38","14","0","1970","33"
"80","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","68","17014.795020935915","12606","2735","1576","121","8","927","60","773","6","43","43","25","0","1970","37"
"79","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","58","17501.062289959922","12606","2795","1547","275","12","817","110","830","7","34","34","24","0","1970","27"
"81","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","56","17466.11265355594","12606","2793","1770","116","4","808","61","828","7","34","34","22","0","1970","27"
"82","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","54","17104.140470471957","12606","2744","1689","125","12","801","79","784","6","38","38","16","0","1970","32"
"83","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","49","16797.57942881993","12606","2731","1850","148","11","619","69","763","7","34","34","15","0","1970","27"
"84","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","45","17177.395296555926","12606","2748","1840","153","11","637","80","788","8","27","27","18","0","1970","19"
"85","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","58","16983.639423199947","12606","2724","1780","95","30","732","56","763","4","31","31","27","0","1970","27"
"89","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","53","17526.322014123925","12606","2796","1829","106","3","763","73","832","6","22","22","31","0","1970","16"
"90","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","51","16937.042489763997","12606","2733","1920","73","4","664","50","774","9","22","22","29","0","1970","13"
"87","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","55","16913.86518571592","12606","2750","1650","206","0","772","96","789","7","26","26","29","0","1970","19"
"95","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","69","17214.04192967191","12606","2751","1498","163","2","965","86","790","5","37","37","32","0","1970","32"
"88","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","57","17340.474186995943","12606","2758","1668","164","3","808","80","798","8","35","35","22","0","1970","27"
"91","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","47","17133.530249247928","12606","2750","1911","101","12","628","79","792","5","19","19","28","0","1970","14"
"93","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","60","17151.12326101589","12606","2765","1556","212","5","868","81","804","4","43","43","17","0","1970","39"
"86","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","60","17330.322031163883","12606","2769","1515","200","5","905","121","809","8","23","23","37","0","1970","15"
"97","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","40","17151.154990247887","12606","2738","1721","232","10","639","111","770","4","25","25","15","0","1970","21"
"100","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","52","17128.64031434391","12606","2758","1671","204","6","745","110","797","6","22","22","30","0","1970","16"
"96","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","61","17023.15598547993","12606","2749","1626","185","20","759","119","788","11","40","40","21","0","1970","29"
"102","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17389.607830895897","12606","2783","1908","143","3","623","72","819","8","34","34","14","0","1970","26"
"94","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17286.983536027932","12606","2774","1651","228","44","700","118","815","6","33","33","19","0","1970","27"
"92","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","49","17227.155170499915","12606","2784","1739","243","15","656","99","820","2","32","32","17","0","1970","30"
"98","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","57","17587.218621099913","12606","2820","1866","98","9","753","64","860","8","30","30","27","0","1970","22"
"99","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","54","17240.044737875996","12606","2747","1684","223","5","700","101","785","11","34","34","20","0","1970","23"
"101","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","53","17129.04089119592","12606","2768","1665","202","8","745","123","803","3","25","25","28","0","1970","22"
"106","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","67","17247.415007243933","12606","2759","1548","156","6","935","67","797","3","47","47","20","0","1970","44"
"107","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","53","17053.026039547924","12606","2740","1725","155","6","759","61","782","2","34","34","19","0","1970","32"
"105","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","17338.514582347947","12606","2795","1759","161","2","751","93","834","9","29","29","21","0","1970","20"
"103","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","45","17516.218659363934","12606","2779","1948","100","30","607","73","811","6","21","21","24","0","1970","15"
"104","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17394.19788024792","12606","2798","1771","186","52","646","117","832","8","26","26","22","0","1970","18"
"108","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","58","17252.86836934392","12606","2775","1655","193","5","803","85","813","5","34","34","24","0","1970","29"
"109","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","50","16924.99190961192","12606","2719","1723","213","16","639","95","757","5","33","33","17","0","1970","28"
"110","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","54","17344.745923611892","12606","2794","1864","145","15","649","81","831","10","40","40","14","0","1970","30"
"111","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17161.713455559933","12606","2763","1833","93","8","727","70","797","3","32","32","20","0","1970","29"
"112","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","48","16953.423279855924","12606","2716","1768","151","6","693","72","753","6","26","26","22","0","1970","20"
"113","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","54","17203.989648019906","12606","2760","1657","246","5","711","114","795","7","27","27","27","0","1970","20"
"114","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","55","17156.90386943988","12606","2758","1718","143","4","789","74","796","12","30","30","25","0","1970","18"
"116","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","49","17294.90847386788","12606","2775","1772","196","13","652","107","815","13","35","35","14","0","1970","22"
"121","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","55","17507.138106827915","12606","2781","1682","180","11","812","57","821","5","39","39","16","0","1970","34"
"119","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","45","17319.955224791865","12606","2776","1900","97","25","677","56","813","6","21","21","24","0","1970","15"
"120","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","58","17203.628365059936","12606","2746","1600","203","4","798","99","781","4","42","42","16","0","1970","38"
"115","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","55","16824.739134687836","12606","2690","1658","193","2","727","79","735","9","31","31","24","0","1970","22"
"117","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","43","17592.17855513994","12606","2815","1890","113","11","715","69","858","7","17","17","26","0","1970","10"
"118","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","58","17428.430953411913","12606","2793","1758","81","3","855","66","831","11","30","30","28","0","1970","19"
