"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"officeRole"
"02/20/2020 21:53:14:664 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","othersInf?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"547","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","33","5084.9735753760015","64","291","769","913","1","27","27","6","5"
"548","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","50","5124.84063864399","61","261","835","990","4","41","41","9","10"
"551","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","4390.465775815997","60","245","732","874","7","36","36","11","12"
"549","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","38","4877.607824048002","89","254","761","926","1","25","25","13","8"
"552","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5346.994045931994","57","236","843","967","5","35","35","6","7"
"550","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5520.858572916007","69","267","857","1000","1","28","28","7","5"
"554","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5167.42315599201","79","277","781","945","3","33","33","10","7"
"553","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5959.368024732006","82","296","885","1073","7","42","42","0","12"
"555","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","4923.767868280002","83","254","748","927","2","37","37","9","7"
"556","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","5165.64400474801","65","265","817","954","3","30","30","7","8"
"557","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","5542.472472648005","86","226","852","1016","2","33","33","12","6"
"558","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","5568.514957035995","87","272","843","1017","0","39","39","7","7"
"559","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","5021.458154404012","58","237","800","934","3","37","37","10","6"
"562","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","24","6844.055017724001","86","309","940","1173","84","24","24","0","0"
"560","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","5449.135012300003","59","284","836","981","4","34","34","13","6"
"561","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","4775.028961511996","66","210","766","907","2","32","32","10","5"
"563","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","24","6587.168893592001","46","310","954","1131","80","20","20","4","4"
"565","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","47","4760.045742936","53","253","800","936","15","33","33","14","7"
"564","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","49","5477.49056725601","48","261","842","975","10","40","40","9","8"
"566","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","36","5324.183186431998","80","280","778","935","8","27","27","9","6"
"567","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","42","5039.886577423994","60","275","793","935","4","33","33","9","8"
"568","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","42","4827.405367752007","100","258","747","937","2","28","28","14","7"
"569","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","55","4510.233883472001","59","237","703","844","0","44","44","11","14"
"570","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","5833.94655123601","86","268","900","1091","4","40","40","8","5"
"571","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","30","6470.868371076001","65","286","938","1080","3","26","26","4","8"
"575","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","36","5071.8730019520035","89","276","806","964","3","29","29","7","5"
"573","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","4819.915969","59","265","763","914","6","34","34","11","8"
"574","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5330.953294824","53","270","860","994","8","31","31","10","8"
"572","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","31","5799.962921720002","86","277","882","1070","7","30","30","1","8"
"576","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5441.713989660007","57","239","885","1015","4","36","36","7","4"
"577","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","4811.069136136","68","224","797","938","1","31","31","12","6"
"578","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","5960.627405840003","58","274","931","1070","1","27","27","10","4"
"580","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5094.277398160002","60","259","812","950","1","33","33","8","5"
"582","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","5083.143074788004","49","262","824","958","1","33","33","13","7"
"579","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","30","6380.340080211998","76","275","928","1085","10","30","30","0","7"
"584","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","25","6126.121495352001","57","272","852","1043","72","23","23","2","3"
"583","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","4942.942800576013","61","244","778","920","0","39","39","10","10"
"581","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","5428.964030111995","65","240","840","980","1","34","34","15","9"
"586","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","29","5888.15499826001","67","275","869","1039","28","29","29","0","4"
"585","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","25","6451.694953355999","59","320","897","1096","68","23","23","2","4"
"587","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","5548.339039408012","48","270","908","1051","11","38","38","10","6"
"588","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5453.258278112013","83","274","838","1003","6","32","32","9","6"
"589","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","42","5723.740866872004","90","283","835","1025","10","35","35","7","9"
"590","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","43","5086.123221628006","97","263","796","978","1","29","29","14","7"
"591","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","47","4930.527948408005","79","238","775","936","0","35","35","12","8"
"592","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","45","5091.138631792004","62","263","837","979","0","26","26","19","3"
"593","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","4684.190649716001","58","256","795","938","2","39","39","9","14"
"595","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","36","5596.576224320009","96","256","822","997","9","31","31","5","8"
"596","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","39","5520.076748775997","95","274","881","1052","5","25","25","14","2"
"594","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","5224.400168648017","61","242","826","956","1","31","31","8","6"
"597","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","5374.958680472007","55","262","829","966","5","33","33","11","4"
"598","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","5462.624304912003","95","238","838","1020","1","37","37","7","6"
"600","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","48","5281.938102388002","46","226","786","912","0","39","39","9","6"
"599","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","25","5827.084439612001","68","307","867","1014","6","22","22","3","5"
"601","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","6059.129538244012","83","270","905","1067","8","35","35","2","9"
"603","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","5551.833188188003","55","255","818","961","0","42","42","5","7"
"602","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","5239.805754364001","69","255","778","934","2","35","35","9","3"
"606","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","29","5722.916139932004","48","248","807","971","54","26","26","3","0"
"604","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","31","5403.733786435998","71","261","826","966","0","26","26","5","3"
"607","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5487.351835544","57","274","839","1007","32","30","30","5","5"
"605","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","56","4280.499234892005","76","230","690","852","0","41","41","15","8"
"609","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","49","4406.474581464003","64","225","683","825","3","35","35","14","5"
"608","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","4979.903491920006","66","264","826","970","7","28","28","11","3"
"610","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","44","5329.202640567997","103","295","828","1021","4","36","36","8","9"
"613","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","50","4651.501081284008","49","254","737","865","1","36","36","14","8"
"612","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","37","5208.429772359997","65","267","805","960","7","31","31","6","8"
"611","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","37","5622.154157644002","84","257","851","1011","1","29","29","8","5"
"614","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","4914.273532835999","62","262","791","942","2","38","38","10","9"
"615","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5267.645426840008","51","249","848","950","0","25","25","16","9"
"617","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","50","5025.2230442759965","56","226","814","932","0","35","35","15","9"
"616","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","47","4967.0177130160155","54","233","777","919","2","38","38","9","6"
"618","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","4733.901714468","42","225","789","903","1","32","32","14","7"
"620","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5269.5888065800045","67","289","853","995","0","21","21","21","8"
"619","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","34","6039.246507235999","73","294","910","1077","10","32","32","2","6"
"621","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5354.257098695999","89","240","844","1010","8","32","32","11","6"
"622","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","5332.880671715989","65","242","841","994","1","36","36","13","7"
"623","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","50","5106.384275652008","76","262","786","961","0","41","41","9","8"
"624","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","52","4995.764855884","68","224","776","927","3","35","35","17","7"
"625","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","33","5161.631621704003","70","288","859","1010","2","28","28","5","10"
"629","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","42","5375.250209920006","83","286","839","1031","26","30","30","12","3"
"628","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","27","6269.626322248012","53","328","884","1081","85","24","24","3","4"
"626","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5345.947728892011","72","262","895","1044","8","29","29","14","7"
"627","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","5202.134307663997","53","245","815","951","1","36","36","9","6"
"630","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","33","6020.706877188014","76","274","892","1078","26","26","26","7","7"
"631","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","44","5041.071377808013","68","241","811","953","7","32","32","12","8"
"632","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","49","5101.125045848009","84","261","808","990","13","32","32","17","6"
"633","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","37","5157.788591904005","45","281","823","938","4","27","27","10","4"
"634","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","37","5400.309621228007","58","238","838","977","10","29","29","8","7"
"635","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","4934.65472850801","61","269","774","921","2","33","33","8","9"
"636","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","5820.885094744012","88","283","872","1053","3","34","34","5","5"
"640","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","48","4805.491556412","65","237","778","937","7","35","35","13","7"
"637","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","34","5218.164706575999","105","307","833","1031","3","27","27","7","12"
"639","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","33","5957.260750899991","70","306","894","1059","23","27","27","6","10"
"641","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5313.611481576","64","281","869","1014","5","29","29","13","5"
"642","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","4877.434562292004","77","265","787","944","1","36","36","11","9"
"638","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","40","5643.967753212008","54","257","934","1051","1","27","27","13","7"
"644","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","39","5557.053826155997","86","273","864","1026","1","34","34","5","6"
"643","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","5220.933915424005","65","240","815","963","3","41","41","8","11"
"645","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5609.8911177320015","77","288","876","1045","1","37","37","6","12"
"646","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","5086.430832504008","73","241","839","986","0","34","34","10","5"
"648","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5362.6722208880055","51","237","859","980","5","32","32","9","4"
"647","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","38","5389.857438656001","73","258","895","1033","0","28","28","10","3"
"650","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","27","6253.473934220014","84","288","870","1085","60","23","23","4","3"
"649","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","5426.503255716004","64","260","870","1027","0","37","37","10","8"
"651","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","37","5916.219069923995","57","286","903","1062","43","25","25","12","5"
"652","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","31","5845.3047802559995","65","283","892","1043","12","27","27","4","7"
"653","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","47","5157.914592212015","72","264","805","964","7","39","39","8","6"
"654","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","47","4790.870408652009","42","250","803","910","5","30","30","17","4"
"655","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","43","5146.466661343999","76","267","791","962","5","34","34","9","8"
"657","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","45","5225.156230780005","50","282","841","965","0","32","32","13","9"
"656","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","5304.701161792005","86","276","833","1016","4","35","35","4","7"
"661","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5560.1172667760065","52","283","824","968","9","39","39","4","6"
"659","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","4836.1162560360035","55","245","771","900","6","29","29","10","10"
"658","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5976.958106964003","100","290","893","1095","2","35","35","6","4"
"662","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","62","4880.314445116011","72","229","782","943","4","42","42","20","11"
"660","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","40","5536.46377175201","55","259","851","973","0","32","32","8","9"
"663","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","31","5781.137261715991","96","255","888","1053","5","28","28","3","6"
"664","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5108.747409124008","77","245","794","957","2","33","33","8","2"
"665","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","51","5346.313638596009","80","255","824","985","0","42","42","9","13"
"667","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5201.257448735997","80","246","821","969","1","32","32","11","11"
"668","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","35","5727.9057309400005","59","234","877","1009","2","27","27","8","7"
"666","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","40","5210.204220172005","68","257","857","994","1","30","30","10","9"
"669","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","4666.598993144012","47","262","803","927","1","33","33","13","6"
"670","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5327.7696761520065","50","276","873","1006","1","29","29","12","8"
"674","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","46","5028.577202224006","42","248","827","954","6","35","35","11","8"
"673","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","5324.771068536","53","243","778","940","39","32","32","7","3"
"672","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","26","5760.109570044011","49","277","840","1018","67","22","22","4","5"
"671","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","39","5555.902296095999","83","300","818","981","0","29","29","10","5"
"675","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","4700.838340720004","65","235","747","893","8","31","31","17","9"
"676","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5362.972074892008","82","244","837","1007","6","31","31","4","6"
"677","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","36","5622.8684285200015","75","279","874","1034","7","33","33","3","4"
"678","0.3","4","0.08","10","0.25","0.4","4","4","1000","6","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","58","5026.735440560006","63","249","834","982","1","42","42","16","6"
"679","0.3","4","0.08","10","0.25","0.4","4","4","1000","7","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","52","5181.712339900008","62","262","821","957","1","38","38","14","12"
"680","0.3","4","0.08","10","0.25","0.4","4","4","1000","8","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","40","5650.836101972012","58","281","863","1009","2","34","34","6","9"
"681","0.3","4","0.08","10","0.25","0.4","4","4","1000","9","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","5084.627935276011","64","269","784","933","1","33","33","15","5"
"684","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","48","5101.296179227999","61","260","831","971","1","32","32","16","2"
"683","0.3","4","0.08","10","0.25","0.4","4","4","1000","0","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","41","5617.6512868759955","53","245","859","998","19","34","34","7","8"
"685","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","36","5600.429252272003","67","277","830","981","4","33","33","3","3"
"682","0.3","4","0.08","10","0.25","0.4","4","4","1000","10","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","36","5103.558451096012","59","225","792","921","8","24","24","12","6"
"686","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5040.538088360007","66","246","778","921","2","32","32","10","6"
"687","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","26","5835.431371832005","84","282","871","1047","9","25","25","1","2"
"688","0.3","4","0.08","10","0.25","0.4","4","4","1000","5","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","4656.707683896003","65","246","715","872","3","31","31","14","4"
