"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"decayMemory"
"05/16/2020 13:29:41:827 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","b1","disasterUti","EWProbDecay","randomChance","startingFund","openWindows?","changeAspiration?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgWindows?","limitedFund?","randomBoost?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows","totalOrgWindows"
"25","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","102","7462.964079656012","173","348","427","1489","4","73","73","29","7","1143"
"18","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","119","7462.843767668003","237","325","241","1392","1","88","88","31","9","1070"
"3","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","151","7461.359304140007","203","348","56","1238","5","104","104","47","10","891"
"17","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","121","6882.180992331994","228","354","168","1188","8","85","85","36","12","838"
"10","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","137","7110.733904935999","231","374","82","1201","4","103","103","34","11","832"
"11","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","143","7462.9647475440015","254","334","103","1494","2","104","104","39","3","1162"
"12","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","124","7462.853479872013","460","339","203","1911","7","98","98","26","12","1577"
"26","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","105","7462.9519864120075","205","363","643","1951","3","71","71","34","8","1589"
"19","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","120","7462.719950340003","284","333","382","1902","1","83","83","37","5","1573"
"5","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","151","7462.968159479998","297","383","64","1922","4","122","122","29","10","1546"
"29","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","67","4050.6939414440017","39","355","349","675","1","31","31","36","12","321"
"30","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","79","5485.917142700009","46","362","401","911","0","52","52","27","9","550"
"20","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","125","7462.957215500009","313","361","499","2295","3","95","95","30","8","1936"
"6","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","149","7462.981121916017","384","374","134","2302","7","111","111","38","5","1932"
"36","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","49","4200.755223644003","19","375","453","700","1","22","22","27","9","326"
"27","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","100","7462.971416944008","265","341","788","2241","1","78","78","22","2","1904"
"31","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","74","7200.2917607720065","99","343","550","1198","1","48","48","26","8","858"
"13","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","144","7462.855928691998","303","324","243","2206","3","124","124","20","8","1889"
"37","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","63","5201.18980414001","17","319","514","856","1","35","35","28","9","538"
"32","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","73","7462.439971096011","111","340","705","1420","3","51","51","22","10","1081"
"38","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","56","7341.679781460001","29","356","752","1233","2","33","33","23","7","879"
"43","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","137","4196.434053672001","80","360","32","691","3","84","84","53","21","332"
"14","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","139","7462.94589371601","448","361","265","2337","2","104","104","35","9","1981"
"7","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","141","7462.996424584004","453","366","110","2194","4","111","111","30","6","1831"
"21","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","116","7462.97181472801","377","339","519","2252","5","83","83","33","5","1914"
"28","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","99","7462.953009188006","295","346","772","2296","8","82","82","17","3","1957"
"39","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","47","7462.383781692003","42","336","1046","1465","0","26","26","21","4","1130"
"44","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","147","5896.720348928009","153","377","20","947","4","99","99","48","14","570"
"33","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","74","7462.997703784006","139","364","994","1936","3","50","50","24","5","1576"
"45","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","141","7348.220260324014","228","351","59","1204","6","101","101","40","19","857"
"50","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","140","3929.1454960680003","69","336","60","666","1","80","80","60","24","331"
"46","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","143","7462.798134991999","227","340","93","1453","4","107","107","36","5","1115"
"40","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","52","7462.9626191840125","50","322","1217","1801","1","36","36","16","4","1481"
"51","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","132","5091.173447084005","125","343","91","860","3","90","90","42","8","519"
"57","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","114","3932.010193596001","78","321","103","651","4","58","58","56","13","330"
"52","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","156","7462.102388184005","125","363","101","1226","3","106","106","50","8","865"
"34","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","80","7462.967272164008","108","367","1125","2229","2","59","59","21","2","1865"
"47","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","151","7462.965424532005","348","399","96","1984","4","104","104","47","5","1589"
"58","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","116","5125.766123864","128","347","146","869","4","79","79","37","15","522"
"53","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","135","7462.385378752005","278","357","107","1446","4","109","109","26","8","1092"
"59","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","112","7461.69626980002","219","342","228","1252","9","77","77","35","13","911"
"41","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","45","7462.9908902160005","76","344","1559","2195","1","34","34","11","1","1852"
"64","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","95","4395.166851168003","84","344","184","698","1","48","48","47","12","356"
"65","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","96","5077.560380160004","90","340","271","877","4","56","56","40","12","537"
"35","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","75","7462.9483654680125","167","358","1158","2311","2","59","59","16","4","1958"
"60","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","107","7462.870283748008","279","364","307","1518","3","82","82","25","8","1157"
"54","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","133","7462.846128600003","394","355","164","1930","8","106","106","27","4","1578"
"66","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","106","7462.349551464002","132","353","337","1254","0","78","78","28","11","902"
"48","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","152","7462.965938004004","386","327","91","2196","4","123","123","29","7","1873"
"42","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","53","7462.9868918160155","79","346","1565","2260","3","32","32","21","5","1916"
"71","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","70","4111.1718448240035","54","331","309","688","4","34","34","36","9","357"
"67","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","101","7462.812520820002","186","363","410","1482","0","69","69","32","5","1126"
"72","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","77","5187.083951963998","51","330","398","855","0","40","40","37","10","525"
"61","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","117","7462.945231304002","307","344","416","1922","3","89","89","28","10","1582"
"55","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","142","7462.98934873201","405","355","189","2147","4","111","111","31","11","1794"
"73","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","78","7239.287684368004","54","337","583","1160","4","48","48","30","6","826"
"78","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","51","4164.044452436002","9","363","418","672","0","20","20","31","7","309"
"49","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","153","7462.981352600011","377","340","86","2311","3","125","125","28","5","1974"
"68","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","93","7462.905783756011","263","354","671","1977","6","77","77","16","5","1629"
"74","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","83","7462.787111652009","93","338","659","1455","1","56","56","27","8","1120"
"79","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","52","5409.966806808001","26","368","566","900","3","23","23","29","4","533"
"62","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","116","7462.995650303998","348","352","474","2199","2","83","83","33","5","1850"
"56","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","141","7462.951696924007","409","368","244","2348","8","110","110","31","6","1981"
"80","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","54","7462.732033616007","41","347","786","1228","0","28","28","26","5","884"
"85","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","139","4124.635121688005","75","360","21","663","11","95","95","44","25","304"
"81","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","58","7462.824214860012","48","329","963","1499","0","34","34","24","6","1171"
"86","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","144","5374.723276600002","124","370","30","889","5","100","100","44","17","519"
"75","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","81","7462.961264740013","77","345","1004","1957","2","49","49","32","1","1616"
"69","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","96","7462.938492512012","300","342","791","2238","2","68","68","28","9","1900"
"63","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","124","7462.728584520008","314","358","495","2209","4","103","103","21","7","1856"
"92","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","149","4230.005755023998","63","368","31","687","1","81","81","68","22","319"
"87","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","146","7443.553183024015","267","347","22","1252","4","112","112","34","7","909"
"88","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","152","7462.807073332004","226","341","40","1458","4","111","111","41","10","1119"
"82","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","56","7462.961715540012","35","346","1263","1917","2","37","37","19","3","1574"
"93","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","147","5563.444891059992","112","381","46","928","10","94","94","53","17","550"
"76","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","81","7462.910312668005","96","347","1195","2253","3","55","55","26","6","1911"
"94","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","150","7060.514632255998","164","338","90","1205","7","101","101","49","18","870"
"99","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","123","3873.6329333880008","83","310","78","626","2","67","67","56","16","317"
"70","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","97","7462.747873240009","235","333","925","2354","5","73","73","24","7","2027"
"95","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","147","7462.592978384001","199","305","124","1441","2","108","108","39","6","1137"
"100","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","111","5139.953232412011","139","360","140","873","5","68","68","43","13","514"
"89","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","154","7462.747079799999","316","335","86","1916","1","126","126","28","9","1587"
"83","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","50","7462.977624980004","51","337","1530","2142","0","33","33","17","3","1809"
"77","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","77","7462.996100728006","139","312","1184","2274","3","49","49","28","5","1966"
"101","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","113","7323.432858552002","222","319","211","1165","2","83","83","30","8","847"
"106","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","92","4124.869578404003","71","339","171","666","1","49","49","43","13","327"
"102","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","112","7462.981562476015","270","346","309","1511","4","88","88","24","10","1165"
"107","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","91","4981.0137569080025","97","306","225","822","3","58","58","33","11","517"
"96","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","161","7462.82614556402","213","322","134","1883","4","105","105","56","6","1564"
"90","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","147","7462.953422256001","351","359","143","2213","3","118","118","29","5","1859"
"108","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","109","7165.692756496013","113","325","294","1198","1","78","78","31","14","875"
"84","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","68","7462.947517487992","30","347","1390","2249","1","42","42","26","7","1907"
"109","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","93","7462.993832284005","199","319","432","1398","7","69","69","24","5","1081"
"113","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","71","4326.679345144003","49","390","328","731","8","32","32","39","10","343"
"114","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","72","5445.782184251997","58","352","424","897","2","29","29","43","8","545"
"103","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","116","7462.7831730800135","324","364","370","1958","4","86","86","30","7","1597"
"97","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","144","7462.950939920005","351","340","195","2158","10","110","110","34","9","1821"
"115","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","78","7255.580383087999","70","351","583","1212","2","47","47","31","12","864"
"120","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","1","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","54","4392.897535324006","15","349","410","713","3","21","21","33","9","364"
"91","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","143","7462.994267492007","478","343","95","2202","4","110","110","33","5","1863"
"110","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","12","0.3","0.3","0.018","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","102","7462.312620452013","244","364","589","1958","5","62","62","40","4","1601"
"116","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","6","0.3","0.3","0.024","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","90","7462.626828496011","110","324","600","1420","3","56","56","34","4","1096"
"121","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","2","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","46","5021.724069580006","32","299","552","828","3","27","27","19","6","529"
"104","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","24","0.3","0.3","0.012","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","127","7462.8604544879945","260","363","489","2221","7","100","100","27","8","1862"
"122","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","4","0.3","0.3","0.03","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","47","7333.004854704004","42","341","825","1212","3","31","31","16","7","872"
"98","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.006","5.0E-4","7463","true","false","true","true","true","false","true","true","false","1000","133","7462.954432344003","454","379","257","2290","6","97","97","36","4","1914"
