"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"increaseChance"
"02/16/2020 00:49:30:897 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","randomBoost?","random-orgWindows?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"882","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","29","973.5702587996398","94","291","733","918","5","19","19","10","4"
"884","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","31","890.5820348486699","84","279","686","856","0","22","22","9","5"
"886","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","26","865.6058807830805","83","279","722","899","19","22","22","4","7"
"859","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","49","3673.1415319764246","726","260","5351","6200","16","44","44","5","3"
"858","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","46","3106.3388960172574","650","224","4911","5640","10","33","33","13","0"
"857","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","46","3335.885020183675","585","253","4374","5052","7","35","35","11","4"
"885","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","35","848.4035022563401","52","263","715","855","6","27","27","8","4"
"860","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","40","3950.735827110217","742","280","6423","7267","25","30","30","10","2"
"887","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","15","1013.96679522516","101","305","740","940","17","15","15","0","8"
"888","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","40","872.3508219637196","79","319","701","885","4","28","28","12","9"
"890","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","22","913.6983916645194","95","275","721","907","13","19","19","3","6"
"889","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","27","1198.9226343245414","109","324","745","961","8","23","23","4","9"
"901","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","17","931.8055523039999","86","343","794","961","10","16","16","1","3"
"871","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","50","2409.50164232466","366","251","2425","3015","121","43","43","7","0"
"902","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","16","649.5226888388395","67","331","788","978","70","14","14","2","0"
"872","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","29","1764.5992234709433","227","305","2052","2374","22","27","27","2","1"
"875","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","43","2447.437275990906","442","267","3428","3957","5","36","36","7","3"
"903","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","31","922.5536853015894","77","288","669","837","20","19","19","12","4"
"905","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","24","1303.920636368851","124","308","782","1003","11","16","16","8","3"
"874","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","37","2243.6550157382117","386","249","3041","3512","3","30","30","7","2"
"876","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","18","4399.099896956131","709","330","4522","5388","73","17","17","1","0"
"904","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","28","940.5020557585796","63","322","714","880","13","18","18","10","8"
"879","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","38","4501.607350280319","873","236","5542","6503","5","32","32","6","1"
"906","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","38","739.3376756592904","70","275","714","860","0","29","29","9","6"
"873","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","37","2253.52377029043","363","271","2310","2764","8","29","29","8","2"
"877","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","30","4365.425174739222","748","259","4844","5690","13","28","28","2","1"
"878","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","42","2883.749914753558","627","260","5055","5765","2","31","31","11","0"
"880","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","45","5514.7986055236715","939","247","5896","6925","5","38","38","7","0"
"907","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","29","918.7015219722906","88","296","779","936","5","20","20","9","8"
"908","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","35","949.8308263887599","72","302","721","887","6","23","23","12","6"
"910","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","25","939.4331714609399","77","297","693","853","9","15","15","10","3"
"909","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","20","988.6781179280704","82","310","788","956","20","19","19","1","2"
"922","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","22","719.3207199787196","81","294","775","954","28","16","16","6","5"
"892","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","10","2508.033113319517","351","347","2170","2655","58","8","8","2","0"
"893","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","46","1213.3386322785914","223","256","2486","2785","6","35","35","11","3"
"921","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","20","949.7522214912603","90","308","762","939","8","19","19","1","6"
"923","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","35","819.3434331589199","79","267","698","854","2","26","26","9","5"
"895","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","25","3520.616163489189","586","273","3809","4485","11","24","24","1","1"
"894","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","42","2511.1391868414016","419","271","2915","3432","27","31","31","11","2"
"925","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","30","814.5887210135096","92","310","704","880","18","18","18","12","5"
"891","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","30","2909.082971227589","502","263","2732","3424","99","30","30","0","3"
"898","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","36","3593.4484462406867","646","262","5317","6049","10","33","33","3","0"
"924","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","24","779.3158136596195","54","294","778","900","1","18","18","6","2"
"926","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","33","1078.9076221496998","109","289","708","896","4","20","20","13","7"
"900","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","57","3204.388497364651","695","210","5606","6411","10","48","48","9","1"
"897","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","45","2868.827197493348","529","250","4490","5120","3","40","40","5","4"
"896","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","34","3396.6094366360835","581","261","4113","4773","4","28","28","6","1"
"927","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","29","728.4205550962799","86","285","734","898","3","21","21","8","6"
"928","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","30","916.7561462105097","86","291","726","896","4","23","23","7","4"
"899","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","34","5088.399311630167","1014","281","5659","6772","5","31","31","3","0"
"929","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","24","946.1931589323892","105","302","755","936","4","18","18","6","4"
"930","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","37","815.8395418400702","73","269","677","832","2","24","24","13","6"
"941","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","29","794.3737471973996","61","260","746","897","17","20","20","9","5"
"913","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","34","2265.484745018159","358","288","2541","3002","9","29","29","5","1"
"912","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","39","2308.464623068025","352","234","1722","2168","5","35","35","4","1"
"943","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","36","851.4847996100088","82","246","717","870","1","27","27","9","3"
"914","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","49","1815.0386823062101","364","252","2910","3356","4","35","35","14","2"
"944","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","19","699.0371920982699","68","314","828","962","13","14","14","5","4"
"917","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","43","2627.708576370394","564","273","4582","5229","6","35","35","8","1"
"945","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","38","632.2616636342399","67","261","745","878","3","22","22","16","6"
"911","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","37","2484.039646615045","435","270","3031","3662","113","28","28","9","0"
"942","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","30","861.0128315496904","71","296","713","869","6","18","18","12","3"
"919","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","39","4347.905854660746","850","275","5624","6576","8","38","38","1","3"
"915","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","37","3093.084704753553","544","258","3582","4193","4","24","24","13","1"
"916","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","29","3142.4688742331746","585","284","4388","5055","5","26","26","3","0"
"946","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","20","929.1955469978701","87","322","738","908","5","16","16","4","6"
"918","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","34","3644.7276144006864","751","244","5421","6253","8","28","28","6","3"
"920","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","37","4007.8070895380447","768","271","6439","7301","9","32","32","5","0"
"947","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","18","1044.2095299879309","93","289","722","901","7","15","15","3","3"
"948","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","34","1003.9221007128001","80","298","663","836","1","22","22","12","7"
"949","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","23","707.1737182701299","60","295","801","938","7","17","17","6","3"
"950","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","22","958.1283155389502","91","308","743","916","4","15","15","7","5"
"931","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","33","3011.4300851983794","464","270","2624","3269","104","28","28","5","2"
"961","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","20","855.62596981989","95","300","798","965","12","15","15","5","3"
"962","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","13","1076.6777542772402","109","319","840","1038","24","11","11","2","2"
"964","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","34","805.3145437285797","99","269","761","925","2","18","18","16","6"
"963","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","23","858.0898364569204","81","290","747","901","7","18","18","5","3"
"936","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","63","2168.058452189943","436","200","3517","4038","2","46","46","17","2"
"938","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","29","5190.962006563648","880","281","5327","6357","59","25","25","4","3"
"965","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","25","835.6204428675298","82","317","739","908","8","17","17","8","2"
"937","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","45","3690.59614270308","604","278","4518","5215","2","37","37","8","0"
"934","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","40","2817.954536105883","426","229","2827","3376","52","30","30","10","1"
"935","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","31","3004.955657526694","542","272","3644","4275","10","25","25","6","2"
"932","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","41","1742.3562116834112","267","269","1924","2288","10","34","34","7","3"
"933","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","29","2545.7975026415115","397","271","2397","2871","0","23","23","6","0"
"966","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","19","1027.53429667128","91","327","774","956","13","13","13","6","3"
"940","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","43","5077.120220702019","962","246","6177","7223","6","35","35","8","2"
"939","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","51","3754.090922266812","741","240","5366","6196","0","38","38","13","2"
"968","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","30","764.9998521943498","83","295","770","919","2","24","24","6","8"
"967","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","38","911.9219858239497","85","304","717","904","9","28","28","10","6"
"969","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","41","810.4032487111496","82","268","698","872","1","28","28","13","9"
"970","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","38","899.5666158511196","69","272","653","823","12","27","27","11","9"
"951","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","34","3057.310640599741","483","294","2566","3258","121","31","31","3","0"
"952","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","44","1355.3888892070497","196","222","1885","2170","12","36","36","8","5"
"953","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","47","1495.64128838832","235","251","2417","2731","3","37","37","10","2"
"982","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","17","826.397700461641","103","287","745","914","11","15","15","2","5"
"984","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","38","702.1102349933101","56","248","686","811","2","23","23","15","1"
"981","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","25","1000.36263843378","107","305","754","948","11","21","21","4","6"
"955","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","61","1330.9503704523","249","201","3237","3569","5","38","38","23","0"
"983","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","27","875.72395769094","61","313","720","863","2","20","20","7","6"
"954","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","26","3022.7493157637427","431","306","3287","3819","18","20","20","6","0"
"985","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","10","951.6802023831602","81","329","803","970","11","9","9","1","5"
"986","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","32","863.6802098545802","56","303","688","851","11","27","27","5","2"
"956","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","44","2935.978843551663","542","261","3814","4461","5","38","38","6","0"
"957","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","44","3546.53665281287","658","258","4282","5019","2","35","35","9","0"
"959","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","40","4819.876456933011","838","274","5652","6574","3","34","34","6","2"
"958","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","36","4070.601540254073","715","293","5320","6117","5","29","29","7","0"
"960","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","57","4099.502622092757","677","231","5578","6336","4","38","38","19","1"
"987","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","24","826.0167219426004","82","315","735","909","19","18","18","6","4"
"988","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","28","821.9794837958098","75","292","723","883","3","22","22","6","4"
"990","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","10","1025.03038764996","90","323","779","945","7","8","8","2","2"
"989","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","18","945.0833557853699","95","327","783","980","36","13","13","5","3"
"1001","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","24","663.7576161445202","70","288","762","906","7","16","16","8","6"
"1002","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","16","1095.5343930345907","93","307","776","949","8","14","14","2","2"
"973","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","43","1918.660127937303","296","268","2327","2729","13","37","37","6","1"
"972","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","41","1517.6701114106415","238","253","1801","2122","11","30","30","11","5"
"976","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","35","3135.069710002084","611","260","4117","4824","12","27","27","8","0"
"1004","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","12","907.3147707305993","85","316","855","1037","19","12","12","0","2"
"1006","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","25","786.9322666547102","84","289","722","871","2","16","16","9","5"
"1005","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","29","770.3474433345904","82","280","677","834","3","24","24","5","6"
"971","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","38","2422.831370520691","419","284","2769","3374","97","33","33","5","2"
"1003","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","32","1092.87683200071","74","294","713","889","9","26","26","6","4"
"974","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","42","1969.8368086081855","354","259","2838","3276","5","35","35","7","5"
"978","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","43","4692.987517899069","788","249","4979","5868","13","36","36","7","0"
"975","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","37","3265.8809569472637","577","281","3540","4211","8","28","28","9","1"
"977","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","27","4648.003589910871","850","294","4880","5818","17","24","24","3","1"
"979","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","35","4990.145687146622","882","278","5695","6736","69","29","29","6","1"
"1007","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","22","964.0002366678602","71","327","756","928","27","20","20","2","2"
"980","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","51","5423.784643473491","862","246","5704","6666","3","44","44","7","1"
"1008","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","17","909.9004421471395","88","309","837","1016","21","16","16","1","4"
"1009","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","31","1031.2049605635902","83","325","747","933","10","24","24","7","4"
"1010","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","16","854.2337357934905","65","332","820","978","17","15","15","1","4"
"992","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","false","1001","43","1087.5845291913897","174","218","1929","2179","9","32","32","11","5"
"1021","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","true","1001","34","975.6500302800899","79","292","706","868","6","20","20","14","5"
