"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"baseline"
"02/16/2020 18:08:08:071 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","randomBoost?","limitedFund?","random-riskThresh?","random-orgWindows?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"394","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","3065.461578958002","75","286","931","1067","8","15","15","7","2"
"395","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","3650.6557548860023","101","324","1144","1334","16","18","18","2","7"
"397","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","2787.075348813999","105","323","801","1001","8","20","20","0","4"
"398","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","23","2861.659959737997","56","328","853","979","4","20","20","3","9"
"399","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","2865.1342673260006","114","309","889","1075","1","16","16","6","3"
"396","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3729.519000871996","88","289","1183","1340","8","24","24","1","6"
"400","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","2951.735202646003","83","330","919","1093","18","21","21","4","2"
"401","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","16","3866.9040038660005","160","354","1123","1381","15","16","16","0","2"
"402","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","21","3821.825057758005","106","319","1162","1349","6","19","19","2","4"
"404","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","21","2688.859164962","55","304","806","924","11","17","17","4","8"
"405","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","42","2438.847044084004","84","217","755","917","6","32","32","10","6"
"406","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","29","2749.2898542000034","55","268","858","988","1","24","24","5","5"
"403","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2323.833931164001","56","286","684","827","6","22","22","6","5"
"407","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","3688.3484963439955","145","329","1061","1311","23","20","20","2","5"
"410","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2353.164551102001","65","284","743","875","3","22","22","6","6"
"411","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","38","2428.66228314","85","284","780","938","1","27","27","11","8"
"408","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","26","3339.2667353680013","110","299","1028","1223","10","18","18","8","4"
"409","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","2439.0422156100053","75","298","743","897","15","15","15","5","1"
"414","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","19","3779.313192298","85","282","1200","1343","9","18","18","1","3"
"415","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","35","2170.2926170200003","80","246","678","825","6","21","21","14","4"
"413","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","29","3523.6129100880084","129","260","1081","1282","7","24","24","5","5"
"412","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2820.5474961059995","74","294","945","1087","4","23","23","5","2"
"416","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","16","2606.1222102620013","84","307","798","951","6","14","14","2","6"
"418","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","2991.4354407260034","55","273","905","1035","9","21","21","3","1"
"417","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","26","2949.5718879579986","113","318","885","1082","7","22","22","4","8"
"419","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","30","2873.316415238","80","282","905","1066","5","22","22","8","3"
"420","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","38","3090.3810690300056","73","254","994","1153","3","28","28","10","4"
"421","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","17","2815.6935299440015","102","323","790","978","15","16","16","1","5"
"423","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","31","2946.400526156001","91","313","873","1054","2","26","26","5","6"
"422","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","2366.1741775780033","61","293","738","865","11","14","14","8","3"
"426","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","3212.3864040060057","71","280","1028","1170","8","20","20","8","3"
"427","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2451.5807189600064","54","302","709","873","18","21","21","7","6"
"424","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3067.9439761679996","96","313","927","1108","17","18","18","7","3"
"425","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","33","3489.072688110002","98","277","1043","1229","17","21","21","12","5"
"429","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","45","2506.136356957998","58","263","842","980","3","36","36","9","8"
"428","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","23","2527.5842221380026","72","306","793","933","12","18","18","5","8"
"431","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3331.3373603500013","132","358","1030","1257","6","23","23","2","8"
"430","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","30","2932.3885869039955","80","294","945","1097","6","23","23","7","6"
"433","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","35","2461.528130558005","90","272","728","897","6","29","29","6","10"
"432","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","21","3706.531358618007","74","293","1163","1300","5","18","18","3","3"
"435","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","34","2460.9748707440026","61","261","781","929","10","26","26","8","3"
"434","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","14","2842.862884906004","98","334","797","985","26","13","13","1","4"
"436","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","26","2826.941064614001","69","275","856","996","3","22","22","4","3"
"437","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","46","3002.154011772003","104","252","893","1090","7","33","33","13","6"
"438","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","37","3067.113643374001","54","266","1037","1157","6","27","27","10","0"
"440","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","2604.1072563460034","47","299","809","938","20","16","16","8","7"
"443","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","30","3347.8375486799996","99","280","1046","1207","3","23","23","7","7"
"439","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","17","2747.397920277997","106","293","785","981","19","15","15","2","4"
"442","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","42","2886.5336661080046","78","283","883","1050","11","30","30","12","7"
"441","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3096.276638113989","106","299","920","1101","11","24","24","1","9"
"444","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","3775.3123729320123","91","319","1147","1312","11","12","12","8","1"
"445","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","36","2305.0970330300024","76","253","704","868","16","21","21","15","3"
"446","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","16","2818.39215478","51","319","818","952","14","14","14","2","1"
"447","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","2921.460226908004","139","302","850","1077","6","22","22","5","7"
"449","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","44","3288.1916865520006","89","241","980","1147","2","29","29","15","4"
"448","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","32","2706.417623842","51","245","807","932","12","24","24","8","7"
"450","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3665.348444458001","77","317","1099","1253","12","22","22","3","3"
"454","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3147.3395702600046","82","283","944","1100","15","19","19","6","3"
"451","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","2650.2726494600047","96","313","777","968","19","17","17","3","3"
"452","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","33","2245.429635328001","42","266","724","822","5","22","22","11","3"
"453","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","3159.499346644003","81","291","950","1114","21","23","23","4","8"
"455","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","40","3097.7719263800045","102","264","1009","1192","6","33","33","7","7"
"457","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2219.627760468002","49","266","679","802","11","22","22","6","5"
"456","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","3482.1449149960044","84","288","1132","1279","2","19","19","5","3"
"458","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","10","2843.989027748003","101","323","785","970","28","10","10","0","3"
"460","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","2968.6287008239988","67","296","881","1030","28","18","18","2","3"
"462","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","21","3714.8806886659995","73","311","1120","1261","1","16","16","5","2"
"464","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","23","2546.779772885999","42","313","805","925","16","15","15","8","4"
"461","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","3779.8301689920004","97","296","1064","1258","8","23","23","4","3"
"463","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","32","2284.1748650600043","48","241","698","830","13","23","23","9","6"
"459","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","3146.0988757579994","94","292","880","1084","35","20","20","2","6"
"466","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","32","2800.1036721900014","64","260","905","1036","2","27","27","5","6"
"465","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","39","2511.820436412001","72","246","787","940","1","27","27","12","4"
"467","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","3466.5584524640003","99","304","1065","1233","3","16","16","6","1"
"468","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","21","3680.6589917280057","66","274","1148","1284","19","14","14","7","4"
"469","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","2425.0240130620027","82","304","731","901","10","21","21","6","5"
"471","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","45","2470.8648764400023","65","224","823","962","6","29","29","16","6"
"470","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","2477.074415748001","63","300","785","911","3","20","20","5","5"
"472","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","36","2857.0025945339958","94","286","841","1010","8","25","25","11","3"
"473","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","34","3011.2120086940063","108","279","946","1142","1","28","28","6","4"
"474","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","37","3273.524147510003","66","278","1021","1166","14","29","29","8","7"
"475","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","2513.4969405299967","102","292","722","908","9","18","18","4","5"
"476","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","21","2593.6946234500074","80","308","776","940","2","12","12","9","3"
"477","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","32","2732.2900049240025","73","268","811","965","13","23","23","9","4"
"478","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","31","2841.8439324900082","85","269","884","1044","8","22","22","9","5"
"479","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","18","3404.248793624001","124","322","1017","1223","8","14","14","4","3"
"481","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","23","2688.2165361640027","104","298","744","939","8","21","21","2","1"
"480","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","33","3440.457747024004","41","270","1117","1209","0","22","22","11","4"
"483","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","37","2590.5937474500015","88","259","814","967","1","22","22","15","1"
"482","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","22","2726.5524324680055","64","299","829","958","13","17","17","5","3"
"485","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","30","3477.3564931519995","125","304","1000","1222","9","23","23","7","4"
"484","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2910.096871216001","70","278","920","1072","9","24","24","4","7"
"486","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","17","3561.2068944279927","102","279","1114","1286","13","15","15","2","2"
"488","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","20","2490.490505468005","76","283","761","896","1","16","16","4","3"
"487","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","29","2513.5590606079986","91","295","718","912","12","26","26","3","6"
"489","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","3159.517293471999","99","312","903","1102","5","24","24","4","2"
"490","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","2735.7115166180024","62","286","921","1057","10","15","15","9","0"
"491","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","46","2936.9286857140028","95","256","942","1111","2","37","37","9","5"
"493","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","29","2387.890873920002","83","278","749","898","8","19","19","10","5"
"494","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","2525.445898404002","48","276","781","890","2","19","19","8","5"
"492","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","15","3802.728587149997","121","302","1174","1357","8","12","12","3","1"
"495","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","30","2940.7320404840048","113","275","921","1099","2","25","25","5","6"
"496","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","33","2989.385489488002","76","288","947","1078","2","22","22","11","6"
"498","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","37","3153.8085735940003","69","293","1006","1148","3","26","26","11","5"
"497","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","26","3628.1427012560052","106","299","1136","1346","26","23","23","3","5"
"499","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","31","2547.0351565420005","70","292","783","932","2","24","24","7","5"
"500","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","2468.4064117620014","42","270","776","889","3","23","23","5","6"
"502","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","31","3112.9091837280057","50","290","971","1090","13","23","23","8","5"
"501","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","2962.246965588003","95","292","881","1063","16","19","19","6","5"
"503","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","29","3481.0851786180083","112","292","1024","1209","2","23","23","6","5"
"504","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","33","3468.8781673479966","67","306","1117","1256","10","28","28","5","6"
"505","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","2594.1726748259985","90","295","761","930","7","18","18","9","7"
"508","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","2851.9102128100035","53","262","894","1013","5","19","19","6","3"
"507","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","3068.984593751999","112","290","899","1090","6","23","23","5","4"
"510","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","29","3184.931923726002","71","284","1042","1180","6","21","21","8","4"
"506","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","26","2753.2391327700057","69","329","841","964","6","16","16","10","7"
"512","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","2541.729330556","44","279","831","923","5","13","13","11","3"
"509","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","28","3283.7336840660046","139","280","987","1230","21","27","27","1","4"
"511","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","18","2747.005057628005","81","307","794","970","26","15","15","3","4"
"513","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","3266.700152445998","102","284","957","1158","20","23","23","1","5"
"514","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","32","3127.637001702003","83","276","959","1111","6","23","23","9","4"
"515","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","18","4084.924794164003","165","340","1130","1390","15","17","17","1","6"
"516","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","3802.5653113120056","80","291","1149","1302","5","20","20","4","4"
"517","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","39","2227.605543926001","60","293","687","810","2","26","26","13","6"
"518","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","31","2614.8522682700004","52","298","800","927","3","23","23","8","6"
"523","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","36","2405.386812784004","89","273","682","856","1","30","30","6","8"
"519","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","17","2771.0393393440063","87","315","860","1029","14","17","17","0","6"
"522","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","26","3341.655519704","70","293","1037","1181","9","22","22","4","6"
"524","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","33","2461.3436773640024","68","263","770","897","3","25","25","8","5"
"520","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","15","3232.707698546004","86","306","925","1099","22","12","12","3","6"
"521","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","25","3359.2525445299984","97","276","1005","1201","33","19","19","6","6"
"525","0.3","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","30","2882.521624308004","111","256","876","1050","1","23","23","7","3"
"526","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","24","2912.1569680120024","89","274","914","1057","2","17","17","7","5"
"528","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","32","3590.2329170040016","71","306","1081","1232","2","22","22","10","6"
"527","0.3","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","39","3045.1530779359996","109","278","924","1123","5","27","27","12","5"
"530","0.4","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","false","false","true","true","1000","27","2437.2062063800026","20","249","796","863","3","16","16","11","5"
