"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"numOpts"
"06/07/2020 23:21:52:934 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","minNeighbor","memory","disasterUti","EWProbDecay","openOpt?","triggerNetwork?","randomRiskThresh?","officeRole?","randomOrgOpt?","randomBoost?","limitedFund?","enoughCap?","orgOptGen","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalInsufBoost","totalNoSolution","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalAlreadyAdapted","totalOrgOpts","totalUtilizedOrgOpt","totalNonEligibleDisasterOpt"
"1067","0.62","4","12","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","12955.180818387968","38217","2124","89","2","1120","4","18","18","29","0","585","1016","14","105"
"1064","0.62","4","9","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","52","12489.234853827948","38217","1922","53","5","1131","10","30","30","22","0","601","797","20","82"
"1071","0.62","4","16","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","16719.385905563937","38217","2578","122","4","1118","6","21","21","22","0","549","1466","15","70"
"1069","0.62","4","14","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","14074.68955877593","38217","2239","137","7","1108","5","23","23","21","0","533","1138","18","142"
"1070","0.62","4","15","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","15656.114522415915","38217","2506","112","38","1062","6","27","27","15","0","542","1448","21","100"
"1072","0.62","4","17","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","17372.454303011873","38217","2806","88","5","1084","6","24","24","23","0","677","1737","18","79"
"1073","0.62","4","18","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","16794.84862357993","38217","2650","140","3","1105","5","28","28","18","0","680","1561","23","82"
"1077","0.62","4","22","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","19665.01412527597","38217","3089","132","7","1081","3","26","26","17","0","689","2014","23","49"
"1075","0.62","4","20","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","18971.46153432791","38217","3003","126","12","1121","5","27","27","16","0","698","1891","22","85"
"1074","0.62","4","19","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","18228.460275663903","38217","2888","143","7","1093","9","26","26","16","0","677","1806","17","112"
"1078","0.62","4","23","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","20086.19719777196","38217","3246","127","9","1040","6","27","27","12","0","725","2216","21","57"
"1079","0.62","4","24","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","20780.821995743954","38217","3319","140","5","1065","2","27","27","22","0","783","2268","25","92"
"1076","0.62","4","21","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","18436.30056731586","38217","2964","136","7","1125","7","23","23","20","0","703","1851","16","91"
"1081","0.62","4","26","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","21325.038056431906","38217","3524","136","26","1143","8","35","35","12","0","712","2398","27","49"
"1080","0.62","4","25","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","20326.97992823989","38217","3241","150","3","1108","5","23","23","16","0","599","2140","18","120"
"1083","0.62","4","28","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","48","24410.849691879983","38217","4090","115","16","1133","3","22","22","26","0","1033","2980","19","35"
"1082","0.62","4","27","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","22411.988052231827","38217","3541","220","11","1104","1","21","21","19","0","686","2450","20","75"
"1084","0.62","4","29","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","40","22426.24427397186","38217","3699","171","6","1098","6","23","23","17","0","754","2614","17","77"
"1087","0.62","4","1","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","7031.826727440006","38217","1080","16","9","1080","12","12","12","33","0","303","0","0","104"
"1086","0.62","4","0","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","38","7500.77898364399","38217","1152","40","6","1152","9","9","9","29","0","271","0","0","141"
"1089","0.62","4","3","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","8533.780871043991","38217","1297","64","9","1096","10","17","17","25","0","315","203","7","114"
"1085","0.62","4","30","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","38","25621.81122152792","38217","4074","224","59","1143","4","26","26","12","0","882","2955","22","113"
"1088","0.62","4","2","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","7744.652967387996","38217","1189","31","21","1088","8","11","11","32","0","264","101","3","93"
"1090","0.62","4","4","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","29","9204.517818463994","38217","1421","74","3","1118","10","12","12","17","0","208","303","2","124"
"1091","0.62","4","5","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","37","9397.377807267978","38217","1429","38","34","1040","11","15","15","22","0","294","392","4","64"
"1092","0.62","4","6","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","10129.700223203987","38217","1536","55","16","1079","11","19","19","25","0","432","460","8","98"
"1097","0.62","4","11","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","12701.41666444393","38217","2000","72","7","1084","10","24","24","20","0","499","921","14","97"
"1094","0.62","4","8","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","41","11277.159181339981","38217","1792","73","3","1128","9","20","20","21","0","388","665","11","95"
"1093","0.62","4","7","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","11055.152522571974","38217","1705","93","4","1113","11","21","21","25","0","470","599","10","143"
"1098","0.62","4","12","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","54","13780.789587727983","38217","2132","76","1","1076","8","27","27","27","0","719","1061","19","70"
"1096","0.62","4","10","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","12575.965635063963","38217","1987","48","33","1138","8","22","22","20","0","432","853","14","74"
"1100","0.62","4","14","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","15586.362755647942","38217","2488","146","5","1130","5","23","23","23","0","700","1365","18","131"
"1095","0.62","4","9","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","12007.184374267976","38217","1911","95","5","1086","9","27","27","22","0","528","831","18","113"
"1099","0.62","4","13","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","52","14115.929388483957","38217","2245","80","5","1071","6","30","30","22","0","646","1177","24","62"
"1101","0.62","4","15","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","49","15865.25315531995","38217","2482","167","11","1150","9","25","25","24","0","550","1336","16","132"
"1102","0.62","4","16","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","41","16042.56711322795","38217","2591","56","6","1078","3","22","22","19","0","557","1517","19","76"
"1104","0.62","4","18","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","34","17471.952742287926","38217","2703","140","27","1106","4","21","21","13","0","531","1610","17","94"
"1105","0.62","4","19","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","17090.32573131994","38217","2770","156","16","1079","8","23","23","19","0","690","1696","15","81"
"1106","0.62","4","20","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","19776.025569927915","38217","3107","91","7","1118","3","21","21","24","0","772","2003","18","64"
"1108","0.62","4","22","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","19396.285828703905","38217","3124","139","6","1049","10","24","24","22","0","679","2093","14","96"
"1103","0.62","4","17","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","47","17051.59399231191","38217","2727","120","4","1052","7","27","27","20","0","647","1681","20","70"
"1110","0.62","4","24","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","43","20419.489390519953","38217","3231","212","17","1105","6","31","31","12","0","777","2136","25","112"
"1107","0.62","4","21","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","19303.18746531988","38217","3039","120","17","1039","8","27","27","18","0","818","2011","19","65"
"1111","0.62","4","25","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","46","21900.322569767988","38217","3582","166","8","1100","4","33","33","13","0","848","2496","29","76"
"1113","0.62","4","27","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","48","23322.106944703944","38217","3736","168","18","1106","3","23","23","25","0","967","2641","20","72"
"1115","0.62","4","29","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","50","23759.861971623945","38217","3779","170","5","1103","6","28","28","22","0","946","2689","22","130"
"1109","0.62","4","23","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","42","21595.253968183926","38217","3379","164","6","1122","3","22","22","20","0","765","2268","19","69"
"1112","0.62","4","26","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","22669.488984847896","38217","3636","251","7","1101","4","28","28","11","0","626","2549","24","104"
"1118","0.62","4","1","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","39","6727.414129568001","38217","1045","44","3","1045","11","11","11","28","0","268","0","0","129"
"1114","0.62","4","28","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","45","22299.115391079806","38217","3593","246","19","1084","4","30","30","15","0","830","2524","26","170"
"1119","0.62","4","2","0.3","4","4","1","48","0.3","0.03","true","true","true","true","true","true","false","false","""allRandom""","1000","44","7426.939651476005","38217","1170","35","3","1079","10","17","17","27","0","331","92","7","104"
