"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"AspirationOn"
"01/17/2020 16:30:59:252 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","officeRole","changeAspiration","b1","EWProbDecay","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"1034","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","15","0","0","0","0","0","0","0","15","0"
"1035","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","8","0","0","0","0","0","0","0","8","0"
"1036","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","6","0","0","0","0","0","0","0","6","0"
"1037","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1038","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","1","0","0","0","0","0","0","0","1","0"
"1039","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","9","0","0","0","0","0","0","0","9","0"
"1040","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1042","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","10","0","0","0","0","0","0","0","10","0"
"1041","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","1","0","0","0","0","0","0","0","1","0"
"1044","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","10","0","0","0","0","0","0","0","10","0"
"1043","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","7","0","0","0","0","0","0","0","7","0"
"1045","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","19","0","0","0","0","0","0","0","19","0"
"1047","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","3","0","0","0","0","0","0","0","3","0"
"1048","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","9","0","0","0","0","0","0","0","9","0"
"1046","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","10","0","0","0","0","0","0","0","10","0"
"1049","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","16","0","0","0","0","0","0","0","16","0"
"1051","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.02","1001","6","0","0","0","0","0","0","0","6","0"
"1050","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","12","0","0","0","0","0","0","0","12","0"
"1053","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.02","1001","7","0","0","0","0","0","0","0","7","0"
"1052","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.02","1001","2","0","0","0","0","0","0","0","2","0"
"1054","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1055","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.02","1001","2","0","0","0","0","0","0","0","2","0"
"1057","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.03","1001","1","0","0","0","0","0","0","0","1","0"
"1056","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1058","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.03","1001","10","0","0","0","0","0","0","0","10","0"
"1059","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.03","1001","1","0","0","0","0","0","0","0","1","0"
"1060","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.03","1001","17","0","0","0","0","0","0","0","17","0"
"1062","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0","1001","1","0","0","0","0","0","0","0","1","0"
"1061","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0","1001","10","0","0","0","0","0","0","0","10","0"
"1063","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0","1001","17","0","0","0","0","0","0","0","17","0"
"1064","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0","1001","19","0","0","0","0","0","0","0","19","0"
"1065","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0","1001","17","0","0","0","0","0","0","0","17","0"
"1066","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.01","1001","5","0","0","0","0","0","0","0","5","0"
"1067","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.01","1001","12","0","0","0","0","0","0","0","12","0"
"1068","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.01","1001","8","0","0","0","0","0","0","0","8","0"
"1069","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.01","1001","10","0","0","0","0","0","0","0","10","0"
"1070","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.01","1001","6","0","0","0","0","0","0","0","6","0"
"1071","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1072","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1073","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.02","1001","11","0","0","0","0","0","0","0","11","0"
"1075","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.02","1001","0","0","0","0","0","0","0","0","0","0"
"1074","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.02","1001","2","0","0","0","0","0","0","0","2","0"
"1076","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.03","1001","2","0","0","0","0","0","0","0","2","0"
"1077","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1078","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1079","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1080","0.6","4","0.08","20","0.25","0.4","6.5","4","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1081","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0","1001","10","0","0","0","0","0","0","0","10","0"
"1082","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0","1001","1","0","0","0","0","0","0","0","1","0"
"1083","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0","1001","7","0","0","0","0","0","0","0","7","0"
"1084","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0","1001","6","0","0","0","0","0","0","0","6","0"
"1085","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0","1001","9","0","0","0","0","0","0","0","9","0"
"1086","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.01","1001","4","0","0","0","0","0","0","0","4","0"
"1087","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.01","1001","8","0","0","0","0","0","0","0","8","0"
"1088","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.01","1001","12","0","0","0","0","0","0","0","12","0"
"1089","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.01","1001","2","0","0","0","0","0","0","0","2","0"
"1090","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.01","1001","1","0","0","0","0","0","0","0","1","0"
"1092","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1091","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.02","1001","8","0","0","0","0","0","0","0","8","0"
"1093","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1094","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.02","1001","16","0","0","0","0","0","0","0","16","0"
"1096","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.03","1001","6","0","0","0","0","0","0","0","6","0"
"1095","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1097","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1098","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.03","1001","4","0","0","0","0","0","0","0","4","0"
"1099","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1100","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1101","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0","1001","6","0","0","0","0","0","0","0","6","0"
"1102","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0","1001","18","0","0","0","0","0","0","0","18","0"
"1104","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0","1001","11","0","0","0","0","0","0","0","11","0"
"1106","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.01","1001","11","0","0","0","0","0","0","0","11","0"
"1105","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0","1001","11","0","0","0","0","0","0","0","11","0"
"1103","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0","1001","5","0","0","0","0","0","0","0","5","0"
"1108","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1107","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.01","1001","6","0","0","0","0","0","0","0","6","0"
"1110","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.01","1001","1","0","0","0","0","0","0","0","1","0"
"1109","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.01","1001","2","0","0","0","0","0","0","0","2","0"
"1111","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1112","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1114","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.02","1001","0","0","0","0","0","0","0","0","0","0"
"1113","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.02","1001","11","0","0","0","0","0","0","0","11","0"
"1115","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.02","1001","2","0","0","0","0","0","0","0","2","0"
"1117","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.03","1001","2","0","0","0","0","0","0","0","2","0"
"1118","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.03","1001","6","0","0","0","0","0","0","0","6","0"
"1116","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.03","1001","4","0","0","0","0","0","0","0","4","0"
"1119","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1120","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","0.5","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1121","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0","1001","6","0","0","0","0","0","0","0","6","0"
"1122","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0","1001","10","0","0","0","0","0","0","0","10","0"
"1123","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0","1001","4","0","0","0","0","0","0","0","4","0"
"1125","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0","1001","2","0","0","0","0","0","0","0","2","0"
"1124","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0","1001","10","0","0","0","0","0","0","0","10","0"
"1126","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.01","1001","3","0","0","0","0","0","0","0","3","0"
"1127","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.01","1001","2","0","0","0","0","0","0","0","2","0"
"1128","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.01","1001","15","0","0","0","0","0","0","0","15","0"
"1129","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1130","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.01","1001","6","0","0","0","0","0","0","0","6","0"
"1132","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.02","1001","6","0","0","0","0","0","0","0","6","0"
"1133","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.02","1001","0","0","0","0","0","0","0","0","0","0"
"1131","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.02","1001","2","0","0","0","0","0","0","0","2","0"
"1134","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.02","1001","5","0","0","0","0","0","0","0","5","0"
"1135","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1137","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.03","1001","2","0","0","0","0","0","0","0","2","0"
"1136","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.03","1001","6","0","0","0","0","0","0","0","6","0"
"1138","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1139","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.03","1001","2","0","0","0","0","0","0","0","2","0"
"1140","0.7","4","0.08","0","0.25","0.4","6.5","1","1000","1","1","1","1","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1141","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0","1001","5","0","0","0","0","0","0","0","5","0"
"1142","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0","1001","10","0","0","0","0","0","0","0","10","0"
"1143","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0","1001","10","0","0","0","0","0","0","0","10","0"
"1144","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0","1001","12","0","0","0","0","0","0","0","12","0"
"1145","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0","1001","0","0","0","0","0","0","0","0","0","0"
"1146","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.01","1001","5","0","0","0","0","0","0","0","5","0"
"1147","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.01","1001","5","0","0","0","0","0","0","0","5","0"
"1148","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.01","1001","14","0","0","0","0","0","0","0","14","0"
"1149","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.01","1001","2","0","0","0","0","0","0","0","2","0"
"1151","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.02","1001","6","0","0","0","0","0","0","0","6","0"
"1152","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.02","1001","12","0","0","0","0","0","0","0","12","0"
"1150","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.01","1001","7","0","0","0","0","0","0","0","7","0"
"1153","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1154","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.02","1001","0","0","0","0","0","0","0","0","0","0"
"1155","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.02","1001","6","0","0","0","0","0","0","0","6","0"
"1156","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1157","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.03","1001","11","0","0","0","0","0","0","0","11","0"
"1158","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1159","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.03","1001","4","0","0","0","0","0","0","0","4","0"
"1161","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0","1001","2","0","0","0","0","0","0","0","2","0"
"1162","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0","1001","0","0","0","0","0","0","0","0","0","0"
"1160","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1164","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0","1001","10","0","0","0","0","0","0","0","10","0"
"1163","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0","1001","2","0","0","0","0","0","0","0","2","0"
"1165","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0","1001","3","0","0","0","0","0","0","0","3","0"
"1166","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.01","1001","15","0","0","0","0","0","0","0","15","0"
"1167","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.01","1001","4","0","0","0","0","0","0","0","4","0"
"1168","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1170","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.01","1001","5","0","0","0","0","0","0","0","5","0"
"1169","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.01","1001","20","0","0","0","0","0","0","0","20","0"
"1171","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1172","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.02","1001","11","0","0","0","0","0","0","0","11","0"
"1173","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.02","1001","5","0","0","0","0","0","0","0","5","0"
"1174","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.02","1001","10","0","0","0","0","0","0","0","10","0"
"1175","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1176","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1177","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.03","1001","4","0","0","0","0","0","0","0","4","0"
"1178","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1179","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.03","1001","5","0","0","0","0","0","0","0","5","0"
"1180","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","0.5","0.03","1001","2","0","0","0","0","0","0","0","2","0"
"1182","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0","1001","6","0","0","0","0","0","0","0","6","0"
"1181","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0","1001","0","0","0","0","0","0","0","0","0","0"
"1184","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0","1001","4","0","0","0","0","0","0","0","4","0"
"1183","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0","1001","3","0","0","0","0","0","0","0","3","0"
"1186","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1187","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.01","1001","8","0","0","0","0","0","0","0","8","0"
"1185","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0","1001","1","0","0","0","0","0","0","0","1","0"
"1188","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.01","1001","4","0","0","0","0","0","0","0","4","0"
"1191","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1190","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1189","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.01","1001","1","0","0","0","0","0","0","0","1","0"
"1192","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.02","1001","0","0","0","0","0","0","0","0","0","0"
"1193","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.02","1001","6","0","0","0","0","0","0","0","6","0"
"1194","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.02","1001","1","0","0","0","0","0","0","0","1","0"
"1195","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.02","1001","4","0","0","0","0","0","0","0","4","0"
"1196","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1198","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1197","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1199","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1200","0.7","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","1","1","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1202","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0","1001","11","0","0","0","0","0","0","0","11","0"
"1201","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0","1001","11","0","0","0","0","0","0","0","11","0"
"1203","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0","1001","3","0","0","0","0","0","0","0","3","0"
"1206","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.01","1001","2","0","0","0","0","0","0","0","2","0"
"1205","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0","1001","10","0","0","0","0","0","0","0","10","0"
"1204","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0","1001","12","0","0","0","0","0","0","0","12","0"
"1207","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1208","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.01","1001","4","0","0","0","0","0","0","0","4","0"
"1210","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.01","1001","16","0","0","0","0","0","0","0","16","0"
"1209","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1212","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","13","0","0","0","0","0","0","0","13","0"
"1213","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","3","0","0","0","0","0","0","0","3","0"
"1211","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","1","0","0","0","0","0","0","0","1","0"
"1214","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","5","0","0","0","0","0","0","0","5","0"
"1215","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.02","1001","12","0","0","0","0","0","0","0","12","0"
"1217","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","1","0","0","0","0","0","0","0","1","0"
"1216","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","1","0","0","0","0","0","0","0","1","0"
"1219","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","0","0","0","0","0","0","0","0","0","0"
"1218","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","1","0","0","0","0","0","0","0","1","0"
"1220","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0","0.03","1001","3","0","0","0","0","0","0","0","3","0"
"1221","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","12","0","0","0","0","0","0","0","12","0"
"1222","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","4","0","0","0","0","0","0","0","4","0"
"1223","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","10","0","0","0","0","0","0","0","10","0"
"1224","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","7","0","0","0","0","0","0","0","7","0"
"1225","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0","1001","1","0","0","0","0","0","0","0","1","0"
"1226","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","8","0","0","0","0","0","0","0","8","0"
"1227","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","0","0","0","0","0","0","0","0","0","0"
"1228","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","9","0","0","0","0","0","0","0","9","0"
"1229","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","1","0","0","0","0","0","0","0","1","0"
"1230","0.7","4","0.08","0","0.25","0.4","6.5","4","1000","1","1","1","0.5","0.01","1001","5","0","0","0","0","0","0","0","5","0"
