"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"increaseChance"
"06/09/2020 18:44:59:983 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","disasterUti","EWProbDecay","randomChance","startingFund","openOpt?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgOpt?","limitedFund?","randomBoost?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"8","0.6","4","10","0.3","4","4","1000","1","0.035","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.984346924","0.015653076023143697","4663","2071","319","14","2145","74","842","2","40","40","15","0","3859","38"
"14","0.6","4","10","0.3","4","4","1000","1","0.065","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","57","10710.964986211984","0.035013788019556014","7746","3123","610","10","3894","62","835","0","47","47","10","0","6978","47"
"3","0.6","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.009684075985","0.9903159240086179","1875","954","39","5","809","34","813","7","34","34","21","0","1071","27"
"10","0.6","4","10","0.3","4","4","1000","1","0.045","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","60","10710.948530568001","0.051469432026406636","5635","2431","335","14","2754","58","838","1","43","43","17","0","4831","42"
"1","0.6","4","10","0.3","4","4","1000","1","0","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","37","5281.623755591996","5429.376244408053","794","372","23","4","307","80","772","8","8","8","29","0","22","0"
"28","0.6","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.943021999967","0.056978000012130714","3917","1650","263","12","1906","48","759","5","38","38","17","0","3184","33"
"2","0.6","4","10","0.3","4","4","1000","1","0.005","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","9470.107552907988","1240.8924470920201","1456","715","84","5","523","94","848","7","35","35","14","0","613","28"
"6","0.6","4","10","0.3","4","4","1000","1","0.025","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.99751658398","0.002483416012300843","3481","1848","123","9","1426","38","810","6","37","37","16","0","2684","32"
"25","0.6","4","10","0.3","4","4","1000","1","0.015","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","47","10710.389029188","0.6109708120357049","2396","1275","153","15","845","73","773","5","35","35","12","0","1637","30"
"20","0.6","4","10","0.3","4","4","1000","1","0.095","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.966917983977","0.033082015999046366","11018","4674","1153","15","5040","101","814","3","35","35","18","0","10275","33"
"27","0.6","4","10","0.3","4","4","1000","1","0.025","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.974925675977","0.02507432402784815","3537","1582","272","8","1570","67","773","3","38","38","17","0","2779","35"
"16","0.6","4","10","0.3","4","4","1000","1","0.075","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","45","10710.961255215969","0.03874478404230475","8891","4767","657","17","3371","47","802","1","32","32","13","0","8159","31"
"15","0.6","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.977561323965","0.022438676030542837","8269","3785","631","16","3726","74","851","0","37","37","16","0","7490","37"
"18","0.6","4","10","0.3","4","4","1000","1","0.085","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","43","10710.950324295985","0.04967570401384336","9835","4992","950","17","3752","97","815","0","27","27","16","0","9071","27"
"11","0.6","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","52","10710.938257627968","0.06174237205282873","6061","2925","481","17","2535","71","826","2","32","32","20","0","5277","30"
"21","0.6","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.958094323954","0.041905676011697146","11720","5201","787","20","5629","48","862","1","35","35","20","0","10938","34"
"19","0.6","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.991045027971","0.008954972005411843","10425","4893","587","18","4841","50","844","3","36","36","17","0","9659","33"
"29","0.6","4","10","0.3","4","4","1000","1","0.035","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","41","10710.98280760797","0.01719239201701761","4549","2247","626","9","1519","118","793","2","30","30","11","0","3777","29"
"30","0.6","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","64","10710.95912888797","0.040871112031158674","5082","1899","337","12","2707","84","811","2","43","43","21","0","4294","41"
"43","0.6","4","10","0.3","4","4","1000","1","0","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","48","5550.870633043998","5160.129366956033","844","481","19","4","273","57","811","10","10","10","38","0","33","0"
"31","0.6","4","10","0.3","4","4","1000","1","0.045","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","59","10710.97870709198","0.02129290802121586","5563","2318","312","14","2842","38","783","3","39","39","20","0","4819","36"
"35","0.6","4","10","0.3","4","4","1000","1","0.065","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.950916635933","0.04908336401742419","7765","4028","513","18","3127","45","768","1","34","34","15","0","7041","34"
"33","0.6","4","10","0.3","4","4","1000","1","0.055","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","45","10710.99616849597","0.0038315040041250192","6753","3420","590","15","2634","67","788","3","27","27","18","0","6007","24"
"44","0.6","4","10","0.3","4","4","1000","1","0.005","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","8728.476668679992","1982.5233313200456","1324","597","60","1","567","74","780","7","25","25","28","0","549","18"
"45","0.6","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","54","10710.960494803996","0.039505196052161295","2013","1024","91","6","807","59","847","5","26","26","28","0","1172","21"
"34","0.6","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","57","10710.982743391967","0.017256608014086794","7289","3192","418","6","3591","43","787","1","39","39","18","0","6546","38"
"32","0.6","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","48","10710.994346811978","0.005653188042404889","6215","3374","300","12","2452","50","822","1","27","27","21","0","5429","26"
"40","0.6","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","37","10710.964817379972","0.03518262002480643","10534","6083","903","13","3455","51","854","2","29","29","8","0","9759","27"
"36","0.6","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","36","10710.967553967981","0.032446032020179594","8366","4466","1058","16","2697","97","804","0","32","32","4","0","7619","32"
"41","0.6","4","10","0.3","4","4","1000","1","0.095","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","42","10710.953762943964","0.04623705601908945","10936","5634","1186","21","3985","81","835","1","29","29","13","0","10181","28"
"48","0.6","4","10","0.3","4","4","1000","1","0.025","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","51","10710.949302567979","0.05069743203535104","3562","1607","319","7","1488","104","823","2","37","37","14","0","2761","35"
"49","0.6","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.938813731971","0.06118626803364613","3981","2070","209","5","1622","39","818","5","36","36","13","0","3183","31"
"39","0.6","4","10","0.3","4","4","1000","1","0.085","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","42","10710.953275819962","0.04672418001784351","10050","5338","889","21","3707","68","792","2","27","27","15","0","9321","25"
"38","0.6","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","50","10710.966556451986","0.03344354800562588","9566","4548","680","17","4232","50","849","2","39","39","11","0","8787","37"
"47","0.6","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","50","10710.949242583954","0.0507574160314741","3124","1601","202","6","1233","47","840","1","35","35","15","0","2301","34"
"52","0.6","4","10","0.3","4","4","1000","1","0.045","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","63","10710.97636546399","0.023634536026002628","5673","2250","216","9","3110","45","815","3","43","43","20","0","4897","40"
"46","0.6","4","10","0.3","4","4","1000","1","0.015","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","48","10710.98330341196","0.01669658801141516","2529","1574","73","10","820","22","793","1","30","30","18","0","1745","29"
"37","0.6","4","10","0.3","4","4","1000","1","0.075","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.96702725997","0.032972740038644144","8916","4589","595","13","3624","64","786","0","31","31","18","0","8184","31"
"42","0.6","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","44","10710.989652211967","0.01034778799245828","11451","6014","805","15","4547","47","779","0","23","23","21","0","10739","23"
"51","0.6","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","44","10710.942675259985","0.057324740031104326","5075","2800","308","8","1876","49","773","0","34","34","10","0","4344","34"
"53","0.6","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","48","10710.950570511965","0.04942948804949143","6370","2919","754","7","2533","120","838","0","37","37","11","0","5578","37"
"55","0.6","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","50","10710.990729995972","0.009270003992907672","7397","3724","579","16","2954","92","906","0","32","32","18","0","6544","32"
"50","0.6","4","10","0.3","4","4","1000","1","0.035","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.974578203963","0.025421796045601575","4761","2343","306","14","1990","72","817","3","36","36","17","0","3971","33"
"54","0.6","4","10","0.3","4","4","1000","1","0.055","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","48","10710.953519407967","0.04648059201446708","6645","3501","423","23","2606","62","802","0","30","30","18","0","5893","30"
"56","0.6","4","10","0.3","4","4","1000","1","0.065","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","38","10710.943059359988","0.05694064000630483","7899","4386","769","11","2630","73","801","4","30","30","8","0","7149","26"
"57","0.6","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","43","10710.936645427968","0.06335457202686001","8271","4566","623","10","2980","65","816","4","27","27","16","0","7498","24"
"59","0.6","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","51","10710.975128739952","0.024871260013345164","9424","4376","692","14","4234","72","856","4","36","36","15","0","8648","32"
"58","0.6","4","10","0.3","4","4","1000","1","0.075","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","37","10710.96608320397","0.03391679602292097","8794","4904","743","176","2883","58","796","1","30","30","7","0","8066","29"
"64","0.6","4","10","0.3","4","4","1000","1","0","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","36","5931.410465736004","4779.589534264052","887","517","19","2","233","107","857","9","9","9","27","0","30","0"
"65","0.6","4","10","0.3","4","4","1000","1","0.005","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","54","9196.623864099976","1514.3761359000423","1410","685","25","5","631","44","826","7","20","20","34","0","587","13"
"68","0.6","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","54","10710.886523159956","0.11347684005811409","2975","1457","189","3","1227","63","815","6","36","36","18","0","2191","30"
"62","0.6","4","10","0.3","4","4","1000","1","0.095","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","39","10710.961143727976","0.038856272014710314","11199","6729","734","19","3630","60","836","0","27","27","12","0","10451","27"
"67","0.6","4","10","0.3","4","4","1000","1","0.015","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","51","10710.99955104396","4.4895603136563267E-4","2363","1177","115","11","950","79","792","3","31","31","20","0","1584","28"
"69","0.6","4","10","0.3","4","4","1000","1","0.025","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","60","10710.988939251982","0.01106074798815726","3373","1412","201","6","1652","58","728","4","44","44","16","0","2666","40"
"60","0.6","4","10","0.3","4","4","1000","1","0.085","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","47","10710.992783771964","0.007216228025431093","9966","4860","882","20","4098","75","829","0","31","31","16","0","9209","31"
"66","0.6","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","50","10710.032236275965","0.9677637240497861","1892","927","124","10","738","63","824","8","30","30","20","0","1081","22"
"70","0.6","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","56","10710.98688419199","0.01311580802697776","4049","1955","139","10","1873","39","783","1","33","33","23","0","3294","32"
"63","0.6","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","38","10710.975406255995","0.024593744009809626","11611","6550","1073","23","3865","78","796","0","22","22","16","0","10887","22"
"71","0.6","4","10","0.3","4","4","1000","1","0.035","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","57","10710.999054855998","9.451439999268452E-4","4573","2111","297","7","2043","75","845","1","40","40","17","0","3754","39"
"73","0.6","4","10","0.3","4","4","1000","1","0.045","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","44","10710.947246687982","0.05275331200345601","5694","2807","592","19","2164","77","809","1","35","35","9","0","4924","34"
"75","0.6","4","10","0.3","4","4","1000","1","0.055","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.98221555198","0.017784448039572798","6800","3217","582","8","2863","93","832","0","37","37","12","0","6005","37"
"74","0.6","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","50","10710.95301099597","0.04698900402084272","6212","3000","526","10","2557","82","848","2","37","37","13","0","5410","35"
"61","0.6","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","51","10710.972885679965","0.027114320023012617","10381","5027","600","28","4666","25","814","2","35","35","16","0","9633","33"
"72","0.6","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","58","10710.983674319974","0.016325680030326417","5240","2172","310","6","2654","58","811","4","40","40","18","0","4466","36"
"77","0.6","4","10","0.3","4","4","1000","1","0.065","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","54","10710.94246796397","0.0575320360368865","7746","3468","457","13","3715","51","816","2","42","42","12","0","6978","40"
"79","0.6","4","10","0.3","4","4","1000","1","0.075","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.970397471967","0.029602528031452913","8815","3849","698","25","4124","74","855","0","45","45","10","0","8025","45"
"78","0.6","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","60","10710.963806916005","0.036193084021403976","8220","3311","511","12","4276","64","820","2","46","46","14","0","7468","44"
"76","0.6","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","57","10710.98785967998","0.012140320010465722","7179","3234","422","13","3436","36","789","2","38","38","19","0","6440","36"
"81","0.6","4","10","0.3","4","4","1000","1","0.085","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.980703007983","0.01929699202352131","9815","4780","721","42","4194","44","780","0","34","34","15","0","9102","34"
"80","0.6","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.986268747976","0.013731252006413008","9344","4483","668","15","4090","51","757","0","37","37","12","0","8648","37"
"83","0.6","4","10","0.3","4","4","1000","1","0.095","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","46","10710.99223330797","0.007766692026894617","10981","5800","738","23","4341","50","793","1","29","29","17","0","10257","28"
"84","0.6","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","51","10710.997197747982","0.002802252014184603","11635","4861","1337","138","5146","111","824","0","42","42","9","0","10892","42"
"82","0.6","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","43","10710.985602351975","0.014397648018343645","10515","5200","1163","22","3994","103","816","4","33","33","10","0","9767","29"
"85","0.6","4","10","0.3","4","4","1000","1","0","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","52","5283.396683859998","5427.603316140033","826","436","9","7","306","59","798","9","9","9","43","0","28","0"
"86","0.6","4","10","0.3","4","4","1000","1","0.005","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","52","9133.069389623992","1577.9306103760084","1429","663","55","8","620","58","824","5","25","25","27","0","612","20"
"87","0.6","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","55","10710.458391951981","0.5416080480101173","1852","986","39","3","757","31","722","5","36","36","19","0","1133","31"
"89","0.6","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","56","10710.970735111978","0.02926488802497751","2995","1316","193","7","1368","73","800","2","38","38","18","0","2208","36"
"90","0.6","4","10","0.3","4","4","1000","1","0.025","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","43","10710.977413451967","0.022586548028583397","3549","1941","259","10","1246","61","793","5","32","32","11","0","2778","27"
"91","0.6","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","48","10710.989206631966","0.010793368021632332","4046","2080","233","11","1652","40","771","2","30","30","18","0","3295","28"
"92","0.6","4","10","0.3","4","4","1000","1","0.035","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","41","10710.950646715975","0.04935328399126249","4586","2451","452","10","1581","59","783","4","33","33","8","0","3828","29"
"88","0.6","4","10","0.3","4","4","1000","1","0.015","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","56","10710.97282767198","0.027172328016249914","2409","1218","95","7","1008","49","816","8","32","32","24","0","1607","24"
"93","0.6","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","64","10710.995772447974","0.004227552031657922","5108","2358","109","7","2572","21","786","3","41","41","23","0","4352","39"
"94","0.6","4","10","0.3","4","4","1000","1","0.045","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","42","10710.974328455963","0.025671544028547544","5724","3043","402","73","2103","76","871","0","27","27","15","0","4878","27"
"95","0.6","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","52","10710.984036659976","0.01596334001600308","6230","3127","228","11","2796","33","790","0","35","35","17","0","5494","35"
"98","0.6","4","10","0.3","4","4","1000","1","0.065","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","52","10710.949204855977","0.05079514401143603","7858","3809","413","16","3527","52","792","1","41","41","11","0","7112","40"
"99","0.6","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","38","10710.976048095981","0.023951904030553806","8399","4527","1092","13","2618","119","797","2","30","30","8","0","7657","28"
"96","0.6","4","10","0.3","4","4","1000","1","0.055","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","50","10710.976828343999","0.023171656022257014","6624","3479","264","7","2807","28","775","2","39","39","11","0","5904","37"
"97","0.6","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","62","10710.957048568005","0.04295143203168017","7425","2914","418","20","3962","72","854","1","39","39","23","0","6618","38"
"100","0.6","4","10","0.3","4","4","1000","1","0.075","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","43","10710.95531527998","0.0446847200247511","8954","4923","609","16","3323","52","803","1","31","31","12","0","8222","30"
"107","0.6","4","10","0.3","4","4","1000","1","0.005","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","51","8771.275642359995","1939.7243576400263","1312","684","41","15","484","62","763","9","26","26","25","0","552","17"
"102","0.6","4","10","0.3","4","4","1000","1","0.085","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","46","10710.985598999978","0.014401000035073164","10057","5255","734","11","3963","63","791","1","31","31","15","0","9351","30"
"103","0.6","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","54","10710.990032419966","0.009967580001306597","10624","5094","968","15","4466","52","812","1","29","29","25","0","9882","28"
"101","0.6","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","44","10710.946401659983","0.05359834002758923","9501","5118","590","8","3713","40","809","1","32","32","12","0","8745","31"
"106","0.6","4","10","0.3","4","4","1000","1","0","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","47","5725.182242260004","4985.817757740032","854","458","13","4","295","74","824","10","10","10","37","0","30","0"
"105","0.6","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.992196959998","0.007803040016563845","11733","5733","466","20","5443","35","813","4","36","36","17","0","11006","32"
"104","0.6","4","10","0.3","4","4","1000","1","0.095","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","53","10710.96809239196","0.031907608029598133","10971","4725","1048","19","5039","104","804","0","36","36","17","0","10248","36"
"109","0.6","4","10","0.3","4","4","1000","1","0.015","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.979925811971","0.02007418801091365","2555","1347","168","4","931","79","821","3","26","26","23","0","1751","23"
"108","0.6","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","49","10710.94249979595","0.05750020403983669","1937","928","141","7","738","93","889","5","30","30","19","0","1053","25"
"110","0.6","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","3.0E-4","10711","true","true","true","true","false","true","true","false","1000","54","10710.962819563976","0.03718043599864984","3042","1398","200","12","1315","81","844","5","36","36","18","0","2220","31"
