"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"officeRole"
"02/20/2020 21:05:12:963 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","othersInf?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"27","0.3","2","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","44","5128.883402404008","60","250","811","965","31","25","25","19","11"
"11","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","32","5142.384451859993","38","254","784","953","68","23","23","9","5"
"9","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5383.281879516","61","254","839","958","0","27","27","15","3"
"8","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","39","4577.376612360007","70","274","759","909","7","30","30","9","5"
"15","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","5008.861765544011","57","262","853","980","0","35","35","14","7"
"28","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","46","5735.054280572014","56","260","900","1062","24","30","30","16","2"
"6","0.3","1","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","24","6620.35707052001","60","302","928","1109","65","23","23","1","9"
"13","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","48","4851.443432796","62","259","790","934","14","31","31","17","7"
"29","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","44","5225.723908904002","37","263","834","949","10","34","34","10","3"
"33","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5843.8175485440115","78","292","911","1074","6","28","28","7","6"
"30","0.3","5","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5450.36747247601","69","263","798","955","13","31","31","4","10"
"35","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","39","5490.630100367996","74","305","866","1042","10","29","29","10","6"
"34","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5183.103775892005","75","261","822","992","6","32","32","9","3"
"32","0.3","2","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","59","4558.663862668013","57","197","765","907","13","37","37","22","6"
"37","0.3","2","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","45","4858.843670420003","46","263","819","937","11","23","23","22","2"
"31","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","14","7163.028038612013","26","327","969","1183","155","13","13","1","3"
"38","0.3","3","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","49","5030.170492476011","80","258","828","1007","14","38","38","11","12"
"41","0.3","1","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","5645.402941880011","32","265","896","1022","40","23","23","21","5"
"40","0.3","5","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","42","5191.0948873240095","86","260","783","955","1","32","32","10","2"
"36","0.3","1","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","23","6792.471037964008","44","314","1031","1200","70","21","21","2","3"
"39","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","34","5417.860645395992","76","271","838","1012","16","28","28","6","3"
"45","0.3","5","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","53","4854.789111908007","66","246","742","904","0","40","40","13","6"
"43","0.3","3","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","5350.55112644","89","247","824","1008","8","38","38","8","8"
"46","0.3","1","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","57","4900.944752020003","41","263","807","945","15","37","37","20","8"
"42","0.3","2","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","39","5782.231337744008","32","275","867","1005","36","28","28","11","5"
"44","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","5269.540736876013","76","242","824","983","2","30","30","7","4"
"47","0.3","2","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","52","4830.703826292003","35","262","816","940","3","38","38","14","8"
"49","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","5036.758144400002","61","240","800","943","2","28","28","21","6"
"50","0.3","5","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","38","5737.361049799996","91","278","825","1005","4","34","34","4","10"
"48","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","4879.088492684003","95","238","779","957","4","38","38","11","7"
"51","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","4675.163754308001","55","224","716","868","17","39","39","8","9"
"55","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","4944.459746484004","86","245","801","957","2","28","28","16","11"
"52","0.3","2","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","60","4782.50574272401","46","227","760","893","2","36","36","24","7"
"54","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","38","4789.813204852003","62","255","811","947","2","28","28","10","2"
"53","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","50","5364.678582595999","69","238","817","973","10","34","34","16","4"
"57","0.3","2","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","51","4485.587963584004","76","251","742","894","2","35","35","16","9"
"60","0.3","5","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","55","5418.420099800006","62","256","848","997","1","36","36","19","6"
"58","0.3","3","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","36","5901.302495640009","89","256","878","1053","5","33","33","3","7"
"56","0.3","1","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","55","4838.258485700004","31","267","828","945","11","37","37","18","11"
"62","0.3","2","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","31","5437.542062184018","31","285","893","1020","61","17","17","14","4"
"65","0.3","5","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","38","5268.722821052005","60","290","861","1012","14","31","31","7","8"
"59","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","5732.551878724017","64","300","841","1000","3","30","30","7","6"
"64","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5227.079231987999","79","267","836","1007","22","31","31","10","7"
"61","0.3","1","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","13","6879.37430133199","15","308","902","1183","245","12","12","1","0"
"67","0.3","2","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","4894.695727436001","34","262","841","956","26","30","30","18","9"
"68","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5528.988044631992","50","281","893","1031","24","18","18","17","2"
"63","0.3","3","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","20","6535.076203816011","40","282","963","1126","89","17","17","3","4"
"70","0.3","5","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","36","5569.8353083720085","89","295","816","997","12","30","30","6","9"
"69","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","45","5027.312483620008","63","254","818","976","8","33","33","12","7"
"72","0.3","2","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","44","5524.248507352002","38","257","872","991","11","34","34","10","8"
"74","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","46","4924.136889568006","63","263","767","912","2","33","33","13","11"
"73","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","37","5517.464773720014","62","292","838","999","25","31","31","6","5"
"71","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","59","4600.153239076","31","226","788","889","4","34","34","25","5"
"75","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5269.08297246801","64","243","831","968","2","32","32","9","7"
"66","0.3","1","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","15","6981.759339992017","28","335","922","1164","180","15","15","0","2"
"77","0.3","2","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","28","6413.631308800011","45","327","897","1096","86","26","26","2","7"
"79","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","48","4699.627107712004","50","250","794","909","1","30","30","18","8"
"78","0.3","3","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","46","4892.789280892004","101","248","805","985","11","30","30","16","4"
"80","0.3","5","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","42","5137.057512480002","60","259","834","973","9","30","30","12","7"
"81","0.3","1","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5603.10238167601","59","258","887","1028","12","33","33","9","8"
"76","0.3","1","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","33","6388.228614572008","30","263","921","1094","100","22","22","11","0"
"84","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","30","5869.513642560006","56","307","902","1047","13","29","29","1","6"
"82","0.3","2","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","46","4991.191468268013","74","239","775","938","2","34","34","12","4"
"83","0.3","3","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","29","6010.478585847994","94","291","849","1051","20","25","25","4","8"
"85","0.3","5","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","5835.154747084009","64","272","905","1047","7","34","34","3","4"
"88","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","37","5373.301861164013","62","252","841","975","3","28","28","9","4"
"86","0.3","1","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","29","6360.775730052007","54","287","896","1073","69","25","25","4","6"
"89","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","33","5390.260943212008","68","271","831","986","19","28","28","5","4"
"87","0.3","2","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","38","5068.308997052004","63","245","801","977","43","32","32","6","6"
"90","0.3","5","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","38","5928.687854788013","78","254","909","1074","4","33","33","5","4"
"91","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","5460.027964180007","34","284","804","971","65","31","31","14","5"
"92","0.3","2","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","56","4399.115283475995","35","232","735","842","4","35","35","21","3"
"94","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","36","5107.743880648026","77","257","822","970","1","21","21","15","4"
"98","0.3","3","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","34","6179.542179936011","74","273","925","1076","5","30","30","4","5"
"93","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","43","5201.195967051998","63","263","855","990","0","35","35","8","4"
"95","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","44","5573.4713627240135","79","258","859","1026","4","36","36","8","8"
"100","0.3","5","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","4990.201112788006","61","242","778","911","2","36","36","9","11"
"97","0.3","2","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","51","4807.98616624401","57","258","849","965","1","29","29","22","5"
"96","0.3","1","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","60","3996.2286085919986","31","184","710","807","5","37","37","23","4"
"99","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","38","5288.450793104009","60","273","836","975","4","27","27","11","1"
"103","0.3","3","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","38","5616.637927508007","38","262","895","1021","34","30","30","8","7"
"101","0.3","1","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","3","7240.634300016002","14","326","1007","1213","186","3","3","0","0"
"104","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","35","5258.251356508006","60","267","803","959","29","31","31","4","6"
"102","0.3","2","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","21","6297.543865136006","45","300","948","1141","120","15","15","6","2"
"105","0.3","5","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","29","5921.21681693201","65","282","915","1069","18","23","23","6","6"
"109","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","38","5416.381593032002","105","254","820","1028","28","29","29","9","5"
"106","0.3","1","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","4","7438.715072664012","7","351","959","1207","231","3","3","1","0"
"107","0.3","2","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","34","6138.080640924002","37","316","937","1112","64","25","25","9","7"
"110","0.3","5","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","36","5458.881800004001","86","271","856","1014","4","28","28","8","6"
"108","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","22","5905.8050870440065","42","296","909","1073","72","18","18","4","4"
"113","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","41","5634.775453428005","35","273","851","980","14","32","32","9","7"
"115","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","52","4757.679482768005","64","254","741","905","5","43","43","9","7"
"112","0.3","2","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","50","5211.0548622160095","61","277","795","962","19","34","34","16","1"
"114","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","36","5663.961163579999","87","277","819","1016","21","34","34","2","8"
"111","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","49","4674.822498180007","40","241","792","913","19","30","30","19","4"
"120","0.3","5","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","53","4901.7707657200035","58","223","762","907","1","40","40","13","9"
"117","0.3","2","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","46","4728.843732064004","52","239","786","910","3","33","33","13","9"
"116","0.3","1","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","27","6331.340825408014","53","287","903","1073","53","25","25","2","5"
"118","0.3","3","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","38","5604.961809948005","71","262","885","1032","7","27","27","11","4"
"119","0.3","4","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","false","true","true","false","true","false","999","45","4908.564015520005","71","232","821","975","5","32","32","13","7"
"121","0.3","1","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","9","7225.934700924006","23","344","986","1215","175","8","8","1","1"
"124","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","5334.215596988002","72","255","794","955","1","36","36","11","6"
"125","0.3","5","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","40","5440.426362924","67","260","872","1005","1","36","36","4","14"
"128","0.3","3","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","49","5027.804749571999","56","244","813","944","4","37","37","12","6"
"127","0.3","2","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","58","4120.72424684401","41","220","723","848","3","34","34","24","10"
"130","0.3","5","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5304.031016148012","97","277","830","1007","5","36","36","6","7"
"123","0.3","3","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","29","6505.68198879601","61","298","971","1134","44","23","23","6","5"
"122","0.3","2","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","24","6376.454439320001","61","314","934","1126","80","22","22","2","6"
"132","0.3","2","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5555.4313705919985","41","269","854","999","19","33","33","9","11"
"126","0.3","1","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","35","5901.422546152003","53","294","937","1073","9","30","30","5","5"
"129","0.3","4","0.08","10","0.25","0.4","4","4","1000","2","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","48","5860.140427075993","73","249","880","1040","2","42","42","6","12"
"131","0.3","1","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","15","6403.946427052011","36","320","974","1150","99","15","15","0","5"
"133","0.3","3","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","45","5436.235622764003","58","265","819","964","6","40","40","5","9"
"135","0.3","5","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","52","4826.991880720002","63","239","743","899","2","39","39","13","11"
"134","0.3","4","0.08","10","0.25","0.4","4","4","1000","3","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","42","5500.595166692002","73","256","833","994","6","36","36","6","11"
"137","0.3","2","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","51","4948.79851264","57","278","777","928","1","35","35","16","6"
"138","0.3","3","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","47","4995.88465626001","58","264","764","907","1","37","37","10","6"
"136","0.3","1","0.08","10","0.25","0.4","4","4","1000","4","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","999","29","5758.3580993400055","67","274","854","1019","40","26","26","3","7"
