"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"nonRandomWindow"
"02/20/2020 14:59:39:135 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","startingFund","increaseChance","reduceWindows","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"115","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","56","4883.6317196999935","437.36828029999606","19","230","794","894","5","44","44","12","6"
"112","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","59","5320.989048104003","0.010951895991262894","106","209","1582","1770","6","52","52","7","3"
"114","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","58","5320.946953332013","0.05304666799249791","146","231","1583","1829","5","52","52","6","1"
"117","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","52","4773.768538808007","547.2314611919927","46","238","744","886","15","46","46","6","7"
"119","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","58","4752.817364600003","568.1826353999979","55","202","701","846","3","47","47","11","9"
"121","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","52","4778.0917504720055","542.9082495279952","47","239","733","856","2","41","41","11","11"
"116","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","62","5320.822136243994","0.17786375600389626","119","206","1524","1745","6","60","60","2","3"
"123","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","55","4874.328908852","446.67109114799837","26","236","769","873","1","45","45","10","10"
"125","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","52","5320.179382776012","0.8206172239957388","49","243","846","977","7","46","46","6","6"
"127","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","44","5294.532012571998","26.467987427998782","45","249","804","930","6","42","42","2","9"
"120","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","56","5320.976246423997","0.023753575999253762","113","199","1611","1810","2","54","54","2","2"
"118","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","68","5320.9476347919945","0.0523652079994994","86","185","1474","1658","10","62","62","6","7"
"122","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","59","5320.948109148012","0.05189085199879395","76","213","1570","1713","3","45","45","14","2"
"131","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","51","4878.053738888004","442.9462611119965","37","223","781","895","3","41","41","10","9"
"129","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","48","5257.370097052016","63.62990294798822","48","261","812","958","17","41","41","7","9"
"133","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","54","4634.015922120009","686.9840778799963","44","248","682","831","9","46","46","8","11"
"128","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","69","5320.963086676013","0.03691332398865743","96","194","1407","1594","3","57","57","12","4"
"124","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","58","5320.976201256005","0.023798743992792915","151","198","1507","1752","6","55","55","3","4"
"126","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","51","5320.9488867640075","0.05111323599825113","109","226","1671","1864","5","44","44","7","5"
"135","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","41","5320.4981561839995","0.5018438159962182","56","261","878","1014","2","37","37","4","7"
"130","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","51","5320.987825983989","0.012174015997124421","152","247","1686","1923","7","47","47","4","3"
"137","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","57","5149.964240584002","171.0357594159925","65","249","773","932","0","49","49","8","8"
"132","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","49","5320.972848396008","0.027151603995846152","109","241","1710","1914","8","49","49","0","4"
"139","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","53","4729.722665300003","591.2773346999909","38","253","749","879","1","42","42","11","12"
"134","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","76","5320.948003836007","0.051996164001064216","109","184","1371","1574","6","65","65","11","6"
"141","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","45","5320.329240176002","0.6707598239965762","34","272","876","991","3","38","38","7","11"
"136","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","73","5320.792892892007","0.20710710798650167","78","214","1477","1652","5","62","62","11","5"
"143","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","55","4866.842974664003","454.1570253359983","13","229","778","873","4","42","42","13","4"
"145","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","57","5213.233221572005","107.7667784279973","53","268","822","989","4","50","50","7","7"
"147","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","50","5320.565254023996","0.4347459759958259","46","256","831","975","11","43","43","7","7"
"142","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","62","5320.99260095601","0.007399043989575027","64","223","1552","1700","2","47","47","15","3"
"140","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","54","5320.971740971992","0.028259027998800423","134","224","1564","1781","2","45","45","9","4"
"138","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","66","5320.977074920005","0.02292507999660387","60","188","1492","1634","3","55","55","11","4"
"149","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","55","5309.601248916002","11.398751083998857","54","248","752","916","14","50","50","5","12"
"144","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","63","5320.947433936011","0.05256606399049346","97","190","1489","1668","3","55","55","8","3"
"151","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","51","5290.127834532014","30.872165467995693","16","209","853","942","3","42","42","9","12"
"146","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","63","5320.988099160001","0.011900840004798852","81","203","1532","1689","2","49","49","14","3"
"153","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","58","4311.288550176","1009.7114498239918","36","198","714","832","5","39","39","19","5"
"157","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","59","4702.987182372009","618.0128176279914","32","233","735","862","1","47","47","12","7"
"155","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","56","4727.615192948005","593.3848070520005","38","210","732","857","4","45","45","11","11"
"148","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","61","5320.972168372003","0.027831627996971697","86","199","1585","1764","4","57","57","4","3"
"150","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","64","5320.916494740001","0.08350525999716485","116","204","1495","1702","2","56","56","8","5"
"159","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","59","4670.081005032009","650.9189949679945","25","236","717","830","4","47","47","12","10"
"154","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","72","5320.982850872008","0.01714912799563173","65","182","1447","1601","4","58","58","14","5"
"152","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","58","5320.982815056003","0.01718494399246495","117","206","1602","1794","0","52","52","6","6"
"156","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","67","5320.937427124002","0.06257287599351313","111","187","1519","1707","0","53","53","14","3"
"161","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","52","4986.112263916003","334.8877360839929","25","229","772","876","6","41","41","11","9"
"163","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","44","4813.075430588007","507.9245694119924","48","220","759","878","4","33","33","11","8"
"165","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","54","5189.724821488002","131.27517851199894","22","266","796","908","4","46","46","8","10"
"167","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","58","4976.030536008004","344.96946399199436","22","252","781","895","2","46","46","12","8"
"162","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","60","5320.987100504003","0.012899495999012522","95","221","1558","1734","1","45","45","15","4"
"160","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","69","5320.995028744001","0.00497125599542958","79","216","1559","1727","4","58","58","11","4"
"158","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","54","5320.984093824014","0.015906175997884908","114","240","1674","1876","3","49","49","5","2"
"164","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","61","5320.957275064002","0.04272493599977345","89","211","1585","1767","1","56","56","5","12"
"169","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","54","4155.322940852001","1165.6770591479983","29","220","713","823","3","43","43","11","6"
"166","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","59","5320.984537295996","0.015462703993204485","66","195","1677","1815","1","53","53","6","3"
"171","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","54","5282.458538792005","38.54146120799537","52","219","844","968","5","37","37","17","8"
"168","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","68","5320.965950580005","0.03404941999628708","59","200","1480","1623","5","57","57","11","7"
"175","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","47","5078.473876116004","242.5261238839927","32","255","835","933","3","34","34","13","8"
"177","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","47","5075.303368852","245.69663114800522","28","238","800","914","8","41","41","6","8"
"173","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","54","5320.653460263997","0.34653973599955545","49","236","776","915","6","47","47","7","8"
"170","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","64","5320.9871241520095","0.012875847994366474","104","207","1560","1753","4","59","59","5","4"
"176","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","69","5320.937814340005","0.06218565999736292","89","193","1465","1641","1","57","57","12","6"
"172","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","62","5320.965792540004","0.03420745999040298","135","212","1459","1696","6","50","50","12","6"
"174","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","61","5320.945075095999","0.054924903998053054","55","205","1599","1725","2","51","51","10","8"
"179","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","55","4544.706764259995","776.2932357399965","31","243","698","829","2","46","46","9","8"
"181","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","50","4887.262002800001","433.73799719999465","58","270","774","913","1","37","37","13","7"
"178","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","69","5320.959147844007","0.04085215599793113","74","211","1481","1652","5","55","55","14","3"
"183","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","62","4934.035386796013","386.9646132039899","13","222","831","922","2","50","50","12","8"
"185","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","52","5016.691223940009","304.308776060001","62","234","740","910","3","49","49","3","8"
"180","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","53","5320.948418931999","0.05158106799452078","102","204","1621","1806","1","49","49","4","4"
"189","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","57","4675.710461568007","645.2895384319946","54","229","697","849","3","45","45","12","8"
"187","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","50","5316.727597379997","4.272402619997322","32","232","807","915","4","45","45","5","12"
"191","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","58","4643.344253116006","677.6557468839956","27","231","762","866","2","47","47","11","10"
"182","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","53","5320.950045495999","0.0499545040063607","112","227","1642","1833","1","42","42","11","2"
"184","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","63","5320.960858444004","0.039141555997037614","110","213","1563","1757","0","52","52","11","5"
"186","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","58","5320.938598024001","0.06140197599380759","129","220","1568","1787","6","53","53","5","7"
"188","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","70","5320.999643863994","3.561359871842029E-4","82","178","1470","1636","2","58","58","12","3"
"190","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","59","5320.981979940004","0.018020059994856563","123","224","1567","1785","5","49","49","10","6"
"193","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","55","5237.900098516003","83.09990148399685","42","245","813","962","3","49","49","6","11"
"195","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","45","5169.118906776009","151.8810932240004","48","250","822","959","4","40","40","5","6"
"197","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","56","4791.2571406400075","529.7428593599949","37","250","759","889","1","50","50","6","15"
"192","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","60","5320.943970995997","0.05602900400001509","135","217","1526","1763","2","55","55","5","3"
"199","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","true","true","true","999","50","5023.236614232004","297.763385767996","31","241","815","927","5","40","40","10","8"
"194","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","71","5320.963000644004","0.03699935600687443","49","165","1446","1573","1","60","60","11","4"
"196","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","71","5320.867969651996","0.13203034799947133","97","195","1397","1589","1","63","63","8","5"
"198","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","68","5320.94235383201","0.0576461679971052","84","207","1405","1585","4","58","58","10","5"
"200","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5321","10","9","true","false","true","true","true","false","true","true","999","67","5320.977649552011","0.02235044800003072","89","212","1528","1702","0","56","56","11","4"
