"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"randomBoost"
"02/18/2020 11:25:09:974 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","startingFund","increaseChance","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"278","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","30","198","710","825","2","43","43","8","7"
"276","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","57","0","26","197","785","878","0","48","48","9","13"
"277","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","59","0","45","212","683","828","6","53","53","6","9"
"280","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","43","0","45","248","774","913","10","36","36","7","6"
"279","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","52","0","45","244","734","862","0","44","44","8","10"
"281","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","47","0","60","243","796","935","4","33","33","14","8"
"282","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","60","0","29","201","701","816","3","49","49","11","8"
"284","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","52","0","41","243","794","920","1","42","42","10","11"
"283","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","44","263","793","938","3","48","48","8","7"
"285","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","62","0","29","200","725","834","2","50","50","12","5"
"287","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","53","0","38","225","722","861","2","43","43","10","11"
"289","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","60","0","17","229","738","854","8","49","49","11","9"
"286","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","46","0","38","261","838","957","6","39","39","7","6"
"290","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","49","0","29","289","856","998","28","40","40","9","8"
"288","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","35","240","824","936","1","44","44","5","16"
"291","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","61","0","27","231","708","821","0","48","48","13","10"
"292","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","57","0","33","241","790","916","2","50","50","7","12"
"293","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","50","248","823","963","2","43","43","7","7"
"295","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","40","0","57","259","850","976","3","32","32","8","5"
"294","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","56","0","40","233","741","882","5","49","49","7","10"
"296","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","46","0","19","248","778","887","11","36","36","10","14"
"297","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","46","0","65","253","796","948","3","42","42","4","11"
"298","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","25","258","773","888","0","43","43","7","7"
"299","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","64","0","22","205","730","836","2","44","44","20","9"
"301","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","51","233","679","830","4","46","46","10","12"
"300","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","51","0","26","243","747","862","4","47","47","4","9"
"302","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","44","0","60","250","798","943","4","34","34","10","9"
"303","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","49","0","50","243","802","932","5","38","38","11","6"
"305","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","58","0","47","220","736","873","2","46","46","12","13"
"306","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","47","0","19","225","772","873","5","44","44","3","10"
"304","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","48","0","35","260","805","945","4","44","44","4","13"
"307","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","40","234","874","1007","1","46","46","5","9"
"308","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","55","0","40","242","764","890","3","47","47","8","10"
"310","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","57","0","35","221","735","843","2","44","44","13","8"
"309","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","40","257","832","968","4","47","47","9","3"
"312","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","56","0","41","206","661","796","3","43","43","13","9"
"311","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","61","0","39","222","726","862","5","55","55","6","12"
"316","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","46","0","38","210","801","929","17","39","39","7","9"
"313","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","55","0","39","250","776","912","4","48","48","7","7"
"314","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","47","237","709","838","1","42","42","12","10"
"315","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","61","0","55","228","766","903","3","48","48","13","10"
"318","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","16","236","811","892","3","39","39","10","12"
"317","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","51","0","50","247","783","921","3","47","47","4","6"
"319","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","25","244","730","844","4","47","47","4","14"
"324","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","48","227","766","884","1","35","35","14","8"
"322","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","57","0","26","234","796","907","2","42","42","15","8"
"320","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","55","0","43","237","794","919","2","43","43","12","9"
"323","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","46","263","894","1032","4","46","46","4","12"
"321","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","42","0","42","246","834","959","3","39","39","3","10"
"326","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","49","238","744","880","3","39","39","17","11"
"325","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","47","0","47","221","757","893","4","42","42","5","10"
"329","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","60","0","30","199","710","813","2","46","46","14","8"
"328","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","36","0","45","284","852","982","5","33","33","3","5"
"330","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","50","230","782","922","1","43","43","7","10"
"331","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","50","0","28","229","778","888","5","39","39","11","12"
"327","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","55","0","50","249","796","944","5","46","46","9","14"
"332","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","27","232","799","929","11","44","44","12","5"
"335","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","53","0","50","226","723","862","0","41","41","12","5"
"333","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","55","0","47","218","780","911","1","41","41","14","12"
"334","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","56","0","35","225","746","865","1","44","44","12","9"
"336","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","53","0","15","233","820","911","1","43","43","10","7"
"337","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","69","0","22","205","725","832","3","51","51","18","10"
"338","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","49","0","54","254","804","953","5","43","43","6","10"
"339","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","28","241","824","927","2","44","44","7","10"
"341","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","47","0","61","239","836","980","2","34","34","13","7"
"340","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","51","0","30","226","798","924","9","41","41","10","6"
"346","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","54","0","48","226","717","850","5","39","39","15","8"
"345","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","55","0","52","255","833","982","1","46","46","9","8"
"342","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","58","0","48","258","850","1001","4","51","51","7","12"
"344","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","48","0","61","244","735","884","5","38","38","10","10"
"347","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","52","0","48","250","811","938","3","42","42","10","9"
"343","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","34","216","719","837","4","43","43","11","10"
"349","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","63","0","21","231","776","868","0","46","46","17","7"
"350","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","61","0","28","246","708","826","3","53","53","8","11"
"348","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","51","0","45","211","767","890","3","48","48","3","11"
"352","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","54","0","42","215","787","891","0","36","36","18","6"
"351","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","48","0","47","239","761","902","9","40","40","8","8"
"355","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","65","0","37","236","782","897","1","46","46","19","9"
"353","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","59","0","37","230","720","855","1","50","50","9","8"
"358","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","48","0","38","259","815","944","3","46","46","2","5"
"357","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","57","0","36","233","782","909","2","48","48","9","9"
"354","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","36","226","784","916","5","45","45","5","11"
"356","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","59","0","50","230","684","824","1","51","51","8","10"
"360","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","65","0","51","227","743","885","1","56","56","9","20"
"359","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","83","239","805","972","2","39","39","10","12"
"361","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","57","0","21","191","705","803","3","39","39","18","7"
"363","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","65","0","37","213","735","853","4","53","53","12","10"
"364","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","64","0","36","230","767","885","2","49","49","15","9"
"362","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","50","0","41","254","808","942","6","48","48","2","8"
"365","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","70","0","13","229","756","866","4","54","54","16","12"
"367","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","52","0","35","227","770","885","4","38","38","14","2"
"366","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","46","0","21","284","832","940","3","43","43","3","11"
"368","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","62","0","55","234","720","883","4","57","57","5","9"
"371","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","66","0","36","221","724","847","1","55","55","11","9"
"369","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","47","0","36","250","838","955","3","43","43","4","12"
"370","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","79","248","760","944","3","49","49","1","11"
"373","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","22","271","782","903","15","44","44","7","11"
"376","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","54","0","42","238","773","895","3","40","40","14","7"
"372","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","48","0","36","271","863","974","10","35","35","13","9"
"377","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","53","0","15","213","742","835","3","42","42","11","12"
"375","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","49","0","44","241","757","875","2","33","33","16","7"
"378","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","59","0","47","260","836","987","3","48","48","11","10"
"374","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","57","0","34","213","762","866","3","42","42","15","6"
"379","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","58","0","51","253","713","871","8","49","49","9","6"
"380","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","44","0","49","250","732","878","3","40","40","4","9"
"381","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","44","260","825","967","2","49","49","5","11"
"385","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","63","0","42","213","684","819","1","53","53","10","9"
"382","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","53","0","44","255","821","942","1","39","39","14","6"
"383","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","56","0","28","210","776","876","1","45","45","11","11"
"384","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","51","0","41","239","817","935","1","41","41","10","5"
"386","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","54","0","39","232","769","892","1","44","44","10","7"
"387","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","48","224","771","897","1","50","50","6","8"
"388","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","51","0","44","233","914","1036","4","42","42","9","3"
"389","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","57","0","53","245","808","955","1","50","50","7","9"
"391","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","53","217","723","861","7","40","40","11","14"
"392","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","52","0","39","245","814","935","6","40","40","12","9"
"390","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","54","0","40","232","800","923","4","46","46","8","8"
"394","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","63","0","39","214","707","835","0","52","52","11","11"
"393","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","56","0","35","221","789","891","1","40","40","16","10"
"395","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","58","236","823","959","0","43","43","6","6"
"396","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","37","235","781","901","3","43","43","7","5"
"399","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","57","0","20","244","824","914","1","44","44","13","11"
"397","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","50","0","30","217","800","907","6","45","45","5","6"
"398","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","49","0","84","255","782","966","5","41","41","8","9"
"403","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","51","0","34","254","780","900","5","45","45","6","12"
"400","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","54","0","41","221","753","877","5","41","41","13","8"
"401","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","60","0","34","261","750","876","1","44","44","16","9"
"402","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","62","0","28","207","716","825","2","53","53","9","10"
"405","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","50","0","53","252","770","919","7","44","44","6","6"
"406","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","59","0","38","251","773","896","3","46","46","13","10"
"404","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","59","0","28","208","741","856","1","52","52","7","5"
"407","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","59","0","39","244","758","882","1","44","44","15","9"
"409","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","50","0","47","251","831","963","3","40","40","10","9"
"408","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","50","0","49","226","793","923","6","46","46","4","10"
"411","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","43","0","55","257","761","905","9","34","34","9","5"
"412","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","57","0","29","223","809","922","1","48","48","9","12"
"414","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","40","214","822","950","8","46","46","3","7"
"413","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","42","0","37","225","799","917","7","40","40","2","10"
"410","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","59","0","19","229","775","877","4","49","49","10","16"
"415","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","60","0","32","212","694","811","3","44","44","16","14"
"418","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","46","0","49","273","783","916","3","39","39","7","14"
"417","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","53","0","29","197","760","866","6","44","44","9","9"
"416","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","52","0","22","245","847","948","4","42","42","10","10"
"419","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","48","0","64","271","857","1002","2","44","44","4","11"
"421","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","24","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","true","1000","50","0","69","233","783","948","4","46","46","4","9"
"420","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","72","0.3","0.3","0.03","5500","2","true","false","true","true","true","true","true","false","1000","49","0","54","261","823","969","7","46","46","3","8"
