"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"capBoost"
"02/15/2020 23:12:47:121 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"1","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","1","1588","357","10216","12717","852","0","0","1","0"
"25","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","39","1294","274","8792","10167","3","25","25","14","0"
"22","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","4","1607","334","10728","12539","144","0","0","4","0"
"15","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","6","1368","343","10066","12256","772","0","0","6","0"
"30","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","15","1976","341","9874","11970","21","13","13","2","0"
"31","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","34","1475","251","9036","10598","3","25","25","9","0"
"33","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","44","991","224","8802","9891","18","41","41","3","1"
"32","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","29","1126","259","9596","10987","201","23","23","6","1"
"41","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","48","1211","232","8520","9837","8","44","44","4","1"
"34","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","55","1033","242","8271","9399","4","49","49","6","1"
"35","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","71","864","194","7390","8357","9","63","63","8","1"
"42","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","65","727","197","8042","8871","18","60","60","5","2"
"46","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","41","1511","253","8666","10297","38","33","33","8","1"
"49","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","66","1297","207","7071","8485","3","56","56","10","1"
"38","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","27","1345","290","9789","11227","17","25","25","2","0"
"29","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","2","1434","325","10526","12498","486","0","0","2","0"
"47","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","51","1342","192","8083","9516","6","42","42","9","1"
"40","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","66","750","189","7654","8482","3","54","54","12","2"
"43","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","3","1755","337","10480","12647","340","0","0","3","0"
"37","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","14","1486","321","10400","12016","54","10","10","4","0"
"36","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","1","1972","364","10419","12773","301","0","0","1","0"
"39","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","38","1473","258","8725","10311","32","27","27","11","1"
"45","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","19","1631","316","9668","11540","153","16","16","3","0"
"44","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","8","1580","318","10311","12253","295","7","7","1","0"
"48","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","39","1218","270","8966","10301","18","37","37","2","3"
"52","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","29","1528","288","9297","10930","13","27","27","2","1"
"50","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","10","1522","294","10163","11926","192","0","0","10","0"
"54","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","50","1293","246","8282","9685","4","44","44","6","2"
"53","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","38","1316","271","8985","10397","23","30","30","8","1"
"55","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","49","1322","251","8481","9902","2","46","46","3","0"
"51","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","11","1640","321","10234","12102","165","10","10","1","1"
"56","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","55","903","213","8203","9195","3","50","50","5","1"
"59","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","38","1321","239","8741","10139","3","29","29","9","2"
"57","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","10","1851","334","10147","12209","155","0","0","10","0"
"62","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","43","1361","251","8585","10048","14","40","40","3","0"
"68","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","65","827","210","7940","8863","4","56","56","9","0"
"63","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","55","825","258","8597","9530","15","52","52","3","4"
"60","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","27","1490","297","9666","11239","8","24","24","3","1"
"61","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","43","1378","254","8577","10052","11","37","37","6","0"
"58","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","21","1651","320","9850","11598","31","12","12","9","0"
"69","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","66","787","199","7778","8651","4","55","55","11","1"
"64","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","10","2078","304","9883","12047","6","0","0","10","0"
"70","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","49","1230","237","8374","9715","4","45","45","4","1"
"67","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","35","1248","265","9277","10632","33","30","30","5","1"
"65","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","26","1743","317","9204","11080","42","14","14","12","1"
"73","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","45","1272","250","8597","9956","6","29","29","16","1"
"66","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","23","1507","301","9717","11304","7","19","19","4","0"
"71","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","7","1979","375","10155","12494","266","0","0","7","0"
"79","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","31","1543","294","9185","10825","3","17","17","14","0"
"75","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","42","1101","254","8948","10137","8","39","39","3","3"
"72","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","11","1613","319","10385","12190","104","11","11","0","0"
"74","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","30","1532","285","9123","10756","12","27","27","3","0"
"77","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","61","938","194","7942","8966","6","56","56","5","0"
"76","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","56","935","218","8246","9288","19","52","52","4","3"
"80","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","32","1518","267","9324","10932","10","22","22","10","1"
"81","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","34","1491","257","9037","10625","5","29","29","5","0"
"84","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","63","691","207","8018","8811","8","58","58","5","2"
"78","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","6","1508","343","10356","12451","543","0","0","6","0"
"83","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","38","1143","266","9224","10453","17","38","38","0","0"
"82","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","35","1219","250","9310","10640","33","32","32","3","1"
"86","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","11","1671","334","10060","11934","115","5","5","6","0"
"90","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","39","1237","281","9120","10469","29","36","36","3","1"
"89","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","42","1101","230","8998","10208","9","39","39","3","0"
"88","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","36","1730","270","8757","10585","8","29","29","7","3"
"85","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","0","1706","324","10585","12773","418","0","0","0","0"
"91","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","68","663","204","7796","8548","5","56","56","12","1"
"95","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","52","1172","217","8139","9394","7","37","37","15","1"
"94","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","43","1375","267","8440","9894","1","29","29","14","1"
"87","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","28","1489","275","9407","11047","84","20","20","8","1"
"97","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","45","923","255","8934","9976","40","42","42","3","2"
"93","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","16","1568","318","10152","11850","63","10","10","6","0"
"98","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","47","956","235","8975","10034","27","43","43","4","0"
"92","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","4","1968","341","10316","12499","151","0","0","4","0"
"96","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","58","1147","222","8007","9255","0","47","47","11","1"
"105","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","66","862","213","7604","8575","15","60","60","6","0"
"101","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","16","1984","313","9753","11906","99","13","13","3","0"
"103","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","46","1073","234","8809","9977","9","42","42","4","1"
"102","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","48","1395","274","8268","9770","9","37","37","11","0"
"104","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","52","1070","235","8319","9527","42","47","47","5","1"
"99","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","0","1342","331","10471","12531","662","0","0","0","0"
"100","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","10","1792","311","10294","12275","113","8","8","2","0"
"111","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","59","1014","221","7990","9113","7","52","52","7","0"
"108","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","26","1573","295","9405","11118","67","18","18","8","0"
"106","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","9","1770","309","10191","12182","152","0","0","9","0"
"107","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","14","1860","332","9962","11971","77","11","11","3","0"
"110","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","53","1030","234","8174","9301","13","45","45","8","1"
"109","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","32","1466","265","9257","10807","1","27","27","5","1"
"112","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","59","933","182","7913","8950","7","52","52","7","1"
"113","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","4","1647","334","10588","12497","205","0","0","4","0"
"116","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","51","1179","229","8268","9535","4","40","40","11","2"
"119","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","63","817","188","7978","8886","6","56","56","7","0"
"117","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","43","1007","245","9055","10137","6","38","38","5","3"
"115","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","36","1355","295","9137","10586","14","24","24","12","1"
"114","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","17","1309","320","10136","11945","430","9","9","8","0"
"118","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","45","947","223","9198","10230","11","44","44","1","1"
"124","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","52","903","224","8355","9340","6","43","43","9","1"
"126","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","46","1253","234","8516","9867","4","45","45","1","2"
"125","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","60","925","214","8106","9128","9","49","49","11","1"
"122","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","23","1570","307","9687","11346","12","22","22","1","1"
"120","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","6","1571","334","10685","12434","127","0","0","6","0"
"129","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","27","1417","281","9380","10933","69","21","21","6","0"
"121","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","17","1588","316","9961","11699","71","12","12","5","0"
"123","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","37","1254","233","9058","10402","23","31","31","6","1"
"132","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","68","863","178","7639","8636","50","60","60","8","1"
"133","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","59","955","208","8061","9116","5","55","55","4","1"
"131","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","48","1307","230","8313","9721","12","45","45","3","1"
"128","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","10","1420","346","10187","12158","489","6","6","4","0"
"127","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","5","1691","329","10474","12436","209","0","0","5","0"
"138","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","46","940","214","8771","9796","18","39","39","7","0"
"130","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","37","1378","253","8888","10350","2","31","31","6","0"
"135","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","13","1732","325","9984","11915","121","10","10","3","0"
"137","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","35","1696","277","8734","10532","13","31","31","4","0"
"136","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","23","1405","254","9855","11401","80","16","16","7","1"
"134","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","0","1083","335","10727","12769","922","0","0","0","0"
"139","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","53","1031","237","8457","9605","11","49","49","4","1"
"140","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","67","1043","216","7568","8718","3","60","60","7","2"
"142","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","19","1939","299","9444","11487","16","7","7","12","0"
"141","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","5","1835","318","10346","12379","129","0","0","5","0"
"143","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","41","1339","285","8809","10233","5","29","29","12","0"
"145","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","56","1037","217","7912","9044","3","45","45","11","2"
"146","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","61","797","216","8032","8920","6","56","56","5","0"
"144","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","31","1433","289","9223","10751","5","29","29","2","0"
"152","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","58","1158","207","7936","9192","2","47","47","11","0"
"147","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","51","907","244","8492","9492","4","47","47","4","0"
"153","0.3","4","0.08","8","0.25","0.4","6.5","2.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","40","1625","268","8642","10405","30","40","40","0","2"
"149","0.3","4","0.08","8","0.25","0.4","6.5","0.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","21","1459","280","9863","11389","8","11","11","10","1"
"150","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","41","1242","275","9004","10328","1","25","25","16","0"
"154","0.3","4","0.08","8","0.25","0.4","6.5","3","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","68","928","193","7508","8537","3","60","60","8","3"
"151","0.3","4","0.08","8","0.25","0.4","6.5","1.5","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","32","1778","304","8979","10857","11","29","29","3","2"
"148","0.3","4","0.08","8","0.25","0.4","6.5","0","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","4","1836","340","10397","12675","374","0","0","4","0"
"157","0.3","4","0.08","8","0.25","0.4","6.5","1","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","1001","27","1306","294","9701","11110","24","21","21","6","0"
