"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"limitedFund"
"02/16/2020 14:11:01:084 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","startingFund","increaseChance","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","randomBoost?","limitedFund?","random-orgWindows?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"742","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","42","0","0.016262917998659976","861","254","6127","7074","10","34","34","8","0"
"770","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","32","0","0.0060336179980347016","78","274","728","881","5","18","18","14","6"
"741","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","26","0","0.009842679997114745","1120","327","5953","7192","20","21","21","5","2"
"769","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","13","0","0.006080165997842002","94","324","793","979","15","12","12","1","3"
"771","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","22","0","0.01892576599964979","91","281","750","919","12","16","16","6","6"
"743","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","42","0","0.007651003998728978","927","249","6669","7677","10","30","30","12","3"
"772","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","21","0","0.1346338099999389","68","289","737","886","21","16","16","5","4"
"744","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","37","0","0.0305034799999353","1071","286","7398","8572","14","33","33","4","2"
"773","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","30","0","0.0015121919974110387","76","292","749","898","6","18","18","12","3"
"774","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","19","0","0.02745918599995356","96","319","778","951","8","19","19","0","5"
"775","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","22","0","0.03250974999864931","102","271","701","879","3","16","16","6","2"
"777","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","23","0","0.08761283799834985","100","305","763","944","5","14","14","9","4"
"776","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","33","0","0.24213310199918414","84","271","648","824","1","24","24","9","3"
"778","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","20","0","0.08312541799895645","78","293","792","939","6","18","18","2","2"
"780","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","31","0","0.04339611399898402","76","251","656","808","11","17","17","14","6"
"779","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","19","0","0.03022662800085474","76","301","752","919","8","16","16","3","2"
"757","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","31","0","0.08536840199779916","165","262","1411","1646","6","27","27","4","6"
"758","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","30","0","0.004170301999050885","273","270","1966","2334","14","26","26","4","2"
"759","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","22","0","0.009604434000858308","296","302","2615","3000","34","17","17","5","1"
"760","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","40","0","0.030302775999897946","391","239","2975","3450","19","25","25","15","1"
"761","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","29","0","0.00958717399945952","474","280","3754","4309","7","24","24","5","0"
"763","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","40","0","0.026676751999705317","535","273","4671","5299","8","27","27","13","0"
"762","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","23","0","0.007852343999056544","621","299","4389","5085","7","19","19","4","2"
"793","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","30","0","0.2041627919967972","69","267","690","848","3","22","22","8","9"
"764","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","34","0","0.0030286519990552208","704","247","5297","6079","5","27","27","7","0"
"794","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","24","0","0.1003589719993121","80","292","738","905","19","17","17","7","4"
"795","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","36","0","0.05292651399848669","103","257","673","874","2","21","21","15","5"
"765","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","27","0","0.030087733999045296","1024","264","5832","6948","6","26","26","1","1"
"766","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","34","0","0.017349095998918873","954","291","6356","7404","5","26","26","8","1"
"796","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","6","0","0.10086462999962831","82","316","747","961","76","4","4","2","1"
"768","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","26","0","0.024853671998766647","888","290","8030","9046","48","25","25","1","0"
"767","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","23","0","0.02414534799937762","1081","300","7380","8592","50","23","23","0","0"
"797","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","23","0","0.025369718000848973","103","292","722","914","2","19","19","4","7"
"798","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","13","0","0.008006085999471058","118","325","778","1008","24","11","11","2","3"
"799","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","27","0","0.026576048001128783","91","305","754","940","4","23","23","4","6"
"800","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","16","0","0.2046849899993881","113","319","792","1002","18","13","13","3","2"
"801","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","18","0","0.16739842599915877","91","296","828","1004","18","13","13","5","3"
"802","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","24","0","0.09182298400024758","77","289","734","886","3","22","22","2","7"
"803","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","36","0","0.022882340000988766","75","253","676","828","2","24","24","12","4"
"804","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","20","0","0.02583537399881619","92","278","779","948","8","16","16","4","4"
"784","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","45","0","0.018055173997979512","327","264","2891","3295","3","32","32","13","2"
"783","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","35","0","0.0147831380007859","318","242","2450","2852","8","31","31","4","4"
"781","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","36","0","1.1919993510023374E-6","192","277","1333","1606","9","29","29","7","1"
"782","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","35","0","0.01436929199964676","255","284","1857","2210","5","29","29","6","4"
"786","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","34","0","0.007605560000785161","607","283","4019","4742","38","30","30","4","1"
"785","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","24","0","0.0016462419986496002","521","278","3874","4499","39","20","20","4","1"
"787","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","32","0","0.030729157998183876","703","266","4650","5447","5","28","28","4","2"
"788","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","46","0","0.01939087999928102","648","254","4744","5479","4","37","37","9","0"
"817","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","24","0","0.030937259998656153","93","322","743","945","15","21","21","3","4"
"819","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","25","0","0.029369234000921285","88","272","704","870","17","19","19","6","3"
"789","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","43","0","0.004057308000018356","744","274","5548","6409","10","34","34","9","2"
"818","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","27","0","0.00456227799932396","84","270","717","878","7","24","24","3","6"
"791","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","54","0","0.007353259998465145","621","239","6083","6796","3","45","45","9","1"
"820","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","16","0","0.009369457998330777","62","293","755","929","41","13","13","3","0"
"790","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","59","0","0.014776619999525398","624","191","5507","6214","4","49","49","10","0"
"792","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","36","0","0.015125026000292863","912","289","7500","8517","9","36","36","0","0"
"823","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","34","0","0.029917815997784647","76","266","638","812","2","23","23","11","3"
"822","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","27","0","0.2137639859987388","75","270","734","892","5","21","21","6","5"
"825","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","21","0","0.015698918000324413","86","289","768","938","5","18","18","3","6"
"824","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","15","0","0.06493885399952726","94","325","799","1000","39","14","14","1","3"
"821","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","13","0","0.10873709399935305","103","341","765","969","16","12","12","1","4"
"826","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","34","0","0.08914815799785991","73","255","700","848","6","24","24","10","7"
"827","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","19","0","0.10254594599858224","77","306","778","945","14","15","15","4","5"
"828","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","20","0","0.1296555399988395","79","292","750","914","11","18","18","2","4"
"805","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","41","0","0.016483952000613922","167","252","1297","1548","2","28","28","13","2"
"806","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","21","0","0.029832745997608434","289","275","2056","2414","7","20","20","1","1"
"807","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","39","0","0.001720336000268663","343","251","2358","2795","4","35","35","4","7"
"808","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","39","0","0.012613456000444279","435","252","2910","3433","4","31","31","8","1"
"809","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","45","0","0.021862817998950845","400","249","3400","3879","5","32","32","13","1"
"810","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","35","0","0.014903063997720123","502","248","4159","4758","22","31","31","4","0"
"811","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","40","0","0.023603305998265878","686","285","4465","5248","2","31","31","9","1"
"812","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","37","0","0.011422875999634208","730","258","5170","6025","38","31","31","6","1"
"813","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","41","0","0.002076631997147249","855","269","5398","6341","7","34","34","7","1"
"842","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","29","0","0.25821246200119274","100","311","718","912","1","23","23","6","4"
"841","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","29","0","0.098103579996216","61","312","648","812","8","21","21","8","4"
"843","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","27","0","0.024647469998360982","78","272","757","896","5","18","18","9","7"
"844","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","21","0","0.16136240399875268","77","319","751","909","2","17","17","4","5"
"814","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","43","0","0.003039609999723414","845","252","6017","6958","2","37","37","6","1"
"815","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","45","0","0.005099235999150409","698","224","6803","7593","5","36","36","9","1"
"816","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","34","0","0.02438709999738209","1036","324","7568","8691","6","27","27","7","2"
"845","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","26","0","0.10909843999899271","87","292","723","896","5","19","19","7","1"
"846","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","35","0","0.030209307998828594","76","291","656","826","2","25","25","10","7"
"847","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","23","0","0.040778263998041187","99","294","765","946","4","21","21","2","3"
"848","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","46","0","0.009816833998403496","60","246","670","816","2","34","34","12","11"
"849","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","18","0","0.08777220600019797","86","294","760","910","10","13","13","5","1"
"850","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","35","0","0.02091278999812607","59","277","723","872","0","21","21","14","5"
"851","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","27","0","0.22960657199818435","85","276","761","928","7","21","21","6","5"
"852","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","28","0","0.04102576999770102","95","283","669","857","2","21","21","7","8"
"829","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","38","0","0.022725917999403933","144","246","1309","1535","5","31","31","7","3"
"830","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","22","0","0.010132145998085873","316","304","1928","2387","48","20","20","2","1"
"831","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","45","0","0.00787739399981291","299","290","2428","2823","1","36","36","9","0"
"833","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","30","0","0.018460623999269732","579","267","3618","4277","5","22","22","8","2"
"832","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","25","0","0.01771867199982502","432","286","3197","3710","4","21","21","4","2"
"834","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","23","0","0.008194067999725885","779","290","4168","5057","21","21","21","2","0"
"835","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","47","0","0.025588733999406976","541","262","4317","4953","5","34","34","13","1"
"836","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","30","0","0.019935684000182974","711","247","5326","6108","6","24","24","6","0"
"866","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","11","0","9.431899992504711E-4","82","320","773","933","19","6","6","5","3"
"865","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","20","0","0.1450515179992662","84","313","793","956","9","15","15","5","3"
"867","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","26","0","0.027700082001633763","97","287","757","928","17","20","20","6","6"
"837","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","48","0","0.009343545999223934","733","242","5406","6235","16","37","37","11","4"
"868","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","22","0","0.01773527599926883","83","299","775","937","4","16","16","6","2"
"838","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","43","0","0.023832663998446524","692","242","6308","7082","9","35","35","8","1"
"839","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","33","0","0.0054277659994350635","1238","254","6852","8190","13","30","30","3","0"
"840","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","true","1000","39","0","0.030057853999016837","907","258","7493","8513","39","35","35","4","2"
"870","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","32","0","0.01132290399796343","65","257","705","830","1","17","17","15","5"
"869","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","21","0","0.06474974799989686","96","278","723","899","4","17","17","4","2"
"872","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","24","0","0.046774897997653","92","319","712","902","12","19","19","5","3"
"871","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","21","0","0.050870162000982155","117","300","608","809","4","15","15","6","9"
"874","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","31","0","0.18677312399960488","85","290","741","891","0","15","15","16","3"
"873","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","21","0","0.23598117599777035","89","281","688","854","3","14","14","7","4"
"875","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","28","0","0.10096324000021761","89","295","685","875","7","21","21","7","2"
"876","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","true","1000","32","0","0.04527671799776778","67","289","674","819","3","22","22","10","8"
"853","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","36","0","0.02641061799834432","154","292","1380","1611","0","23","23","13","2"
"854","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","24","0","1.666999999327956E-5","236","265","2107","2418","14","18","18","6","2"
"855","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","42","0","0.020894899999343464","349","270","2312","2758","9","32","32","10","1"
"856","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","26","0","0.013643035999449049","387","260","3175","3633","0","25","25","1","1"
"858","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","37","0","0.004696487999320098","453","272","4146","4695","12","29","29","8","4"
"857","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","35","0","0.011081747998198832","479","289","3625","4199","3","28","28","7","2"
"859","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","26","0","0.01598338399898669","672","288","4916","5667","3","25","25","1","0"
"889","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","15","0","0.0766919819972669","125","325","744","956","4","10","10","5","0"
"891","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","20","0","0.06912688599984307","76","302","744","889","8","15","15","5","5"
"861","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","39","0","0.024360609999645177","943","251","5441","6479","4","32","32","7","2"
"860","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","false","1000","25","0","0.008684869998681455","771","319","5648","6545","45","23","23","2","0"
"890","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","false","1000","40","0","0.14861463999815872","71","241","628","776","5","31","31","9","6"
