"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"oneWindow"
"03/28/2020 20:30:16:403 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","openWindows?","changeAspiration?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgWindows?","limitedFund?","randomBoost?","orgWindowGen","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows","totalOrgWindows"
"10","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.01","true","false","true","true","true","true","false","true","""oneWindow""","1000","97","3347.135955036","64","343","70","538","3","31","31","66","2","197"
"11","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.015","true","false","true","true","true","true","false","true","""oneWindow""","1000","78","3314.510092620003","58","349","124","546","4","25","25","53","0","197"
"9","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.005","true","false","true","true","true","true","false","true","""oneWindow""","1000","110","3172.4337052760006","77","328","44","525","3","41","41","69","2","197"
"21","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.03","true","false","true","true","true","true","false","true","""oneWindow""","1000","28","3427.1998949040026","15","345","388","542","1","2","2","26","0","197"
"18","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.015","true","false","true","true","true","true","false","true","""oneWindow""","1000","82","3306.9404226280035","48","356","137","552","5","26","26","56","3","197"
"16","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.005","true","false","true","true","true","true","false","true","""oneWindow""","1000","120","3184.167055520002","68","339","34","535","3","45","45","75","4","197"
"26","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.02","true","false","true","true","true","true","false","true","""oneWindow""","1000","85","3553.0056993920034","28","381","201","577","6","31","31","54","1","197"
"15","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0","true","false","true","true","true","true","false","true","""oneWindow""","1000","118","3537.2438624440024","77","395","29","592","3","45","45","73","2","197"
"25","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.015","true","false","true","true","true","true","false","true","""oneWindow""","1000","83","3253.755534472","57","341","125","538","6","19","19","64","1","197"
"6","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.025","true","false","true","true","true","true","false","true","""oneWindow""","1000","61","3471.495583452002","13","356","288","553","3","17","17","44","1","197"
"22","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0","true","false","true","true","true","true","false","true","""oneWindow""","1000","106","3268.8014451759996","89","360","16","556","3","51","51","55","2","197"
"7","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.03","true","false","true","true","true","true","false","true","""oneWindow""","1000","29","3380.918623752","8","341","372","538","6","4","4","25","0","197"
"8","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0","true","false","true","true","true","true","false","true","""oneWindow""","1000","116","3181.8662913159997","95","340","9","537","15","49","49","67","3","197"
"13","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.025","true","false","true","true","true","true","false","true","""oneWindow""","1000","51","3201.890145484","23","350","299","545","5","14","14","37","1","197"
"1","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0","true","false","true","true","true","true","false","true","""oneWindow""","1000","114","3109.625159756001","89","328","23","525","9","40","40","74","3","197"
"23","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.005","true","false","true","true","true","true","false","true","""oneWindow""","1000","117","3137.1267157759994","76","336","29","533","0","46","46","71","0","197"
"5","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.02","true","false","true","true","true","true","false","true","""oneWindow""","1000","69","3303.809251532","44","354","176","548","4","16","16","53","0","197"
"28","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.03","true","false","true","true","true","true","false","true","""oneWindow""","1000","39","3342.9937466840024","4","360","399","557","3","7","7","32","0","197"
"19","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.02","true","false","true","true","true","true","false","true","""oneWindow""","1000","66","3381.2417493480007","40","353","210","549","5","16","16","50","0","197"
"2","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.005","true","false","true","true","true","true","false","true","""oneWindow""","1000","96","3403.182467964005","92","355","38","552","5","39","39","57","3","197"
"17","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.01","true","false","true","true","true","true","false","true","""oneWindow""","1000","105","3280.8222197120053","67","335","63","531","5","30","30","75","2","197"
"27","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.025","true","false","true","true","true","true","false","true","""oneWindow""","1000","54","3185.8882853520035","20","336","276","532","3","6","6","48","0","197"
"14","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.03","true","false","true","true","true","true","false","true","""oneWindow""","1000","39","3233.371671768002","13","357","363","554","3","6","6","33","0","197"
"3","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.01","true","false","true","true","true","true","false","true","""oneWindow""","1000","99","3250.7806512479997","58","353","73","549","6","34","34","65","3","197"
"4","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.015","true","false","true","true","true","true","false","true","""oneWindow""","1000","100","3544.9992279520034","48","377","111","574","2","22","22","78","3","197"
"12","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.02","true","false","true","true","true","true","false","true","""oneWindow""","1000","64","3226.377910592001","47","327","168","524","6","15","15","49","1","197"
"20","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.025","true","false","true","true","true","true","false","true","""oneWindow""","1000","55","3319.4727249879998","15","350","294","545","3","13","13","42","1","197"
"24","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.01","true","false","true","true","true","true","false","true","""oneWindow""","1000","99","3130.149017984002","60","316","79","513","5","34","34","65","0","197"
"29","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0","true","false","true","true","true","true","false","true","""oneWindow""","1000","127","3084.7167591399993","72","324","20","520","0","55","55","72","1","197"
"30","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.005","true","false","true","true","true","true","false","true","""oneWindow""","1000","111","3163.076710192003","79","324","32","521","3","46","46","65","2","197"
"32","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.015","true","false","true","true","true","true","false","true","""oneWindow""","1000","90","3270.7452796040025","49","329","121","526","9","27","27","63","3","197"
"33","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.02","true","false","true","true","true","true","false","true","""oneWindow""","1000","71","3224.3862420640003","37","333","203","529","8","13","13","58","0","197"
"31","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.01","true","false","true","true","true","true","false","true","""oneWindow""","1000","88","3159.34567988","73","337","73","534","13","39","39","49","3","197"
"34","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.025","true","false","true","true","true","true","false","true","""oneWindow""","1000","54","3283.350911020005","26","342","271","539","1","6","6","48","0","197"
"35","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.03","true","false","true","true","true","true","false","true","""oneWindow""","1000","39","3506.647870596005","8","384","403","581","4","4","4","35","1","197"
"38","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.01","true","false","true","true","true","true","false","true","""oneWindow""","1000","103","3393.759639459999","52","358","74","555","3","39","39","64","1","197"
"37","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.005","true","false","true","true","true","true","false","true","""oneWindow""","1000","108","3236.9002565560013","78","322","35","519","3","54","54","54","3","197"
"42","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0.03","true","false","true","true","true","true","false","true","""oneWindow""","1000","32","3195.709754088005","13","332","356","528","6","8","8","24","0","197"
"36","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.03","0","true","false","true","true","true","true","false","true","""oneWindow""","1000","121","3159.5705137480004","74","326","25","522","5","47","47","74","2","197"
