"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"network"
"02/18/2020 17:58:27:771 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"138","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","12","2672.2705691059923","117","311","743","954","12","10","10","2","2"
"139","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","15","2522.9271420680006","82","318","720","891","6","11","11","4","1"
"140","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","32","2391.1798084240036","76","293","715","869","6","19","19","13","5"
"141","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","10","2833.701838888002","69","363","805","981","63","7","7","3","3"
"142","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","25","2604.9190871820033","67","311","778","937","19","18","18","7","4"
"144","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","16","2780.0381451640046","84","302","788","951","8","13","13","3","2"
"143","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","13","2826.303392592001","94","352","777","989","32","12","12","1","4"
"145","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","16","2676.1438188800053","115","312","763","960","17","10","10","6","2"
"146","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","26","2622.561244200005","103","298","774","955","7","18","18","8","7"
"148","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","24","2534.929478204004","98","303","713","918","4","18","18","6","5"
"147","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","26","2559.2305322159996","99","290","756","947","5","16","16","10","2"
"149","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","16","2923.868075716004","80","321","832","1007","40","15","15","1","4"
"151","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","24","2364.058477838004","76","285","700","854","11","14","14","10","7"
"150","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","22","2445.4410956100046","101","302","700","903","21","12","12","10","5"
"153","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","19","3038.241907888002","81","284","844","1013","29","17","17","2","2"
"152","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","19","2768.710883884003","110","353","795","1001","14","10","10","9","3"
"156","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","20","2233.8498969680018","89","268","683","830","1","16","16","4","6"
"154","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","17","2770.6930193020016","104","315","779","967","9","12","12","5","3"
"155","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","25","2551.3507364380002","94","278","749","918","1","15","15","10","6"
"158","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","41","2221.4183092939993","83","264","693","860","11","25","25","16","2"
"157","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","25","2530.0987120919995","88","322","754","937","28","12","12","13","5"
"160","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","29","2357.8364276580023","96","302","713","881","4","16","16","13","5"
"159","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","25","2336.427349900001","85","262","697","865","10","18","18","7","5"
"161","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","16","2504.3662329280005","64","286","757","914","37","9","9","7","2"
"164","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","31","2281.091389396003","81","291","711","866","1","19","19","12","5"
"163","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","18","2431.6193307420017","100","284","719","901","7","12","12","6","3"
"162","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","10","3225.5256018900027","117","363","831","1065","34","10","10","0","0"
"165","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","24","2332.8796204800005","87","289","680","874","40","14","14","10","4"
"166","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","18","2509.1796303700044","90","318","717","912","28","9","9","9","1"
"167","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","23","2446.275771666003","67","314","723","886","15","14","14","9","3"
"168","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","17","2823.4558993859987","115","366","807","1025","11","11","11","6","3"
"169","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","43","2220.286231952","98","268","643","832","10","27","27","16","7"
"170","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","22","2561.557862166005","117","297","705","913","12","14","14","8","2"
"171","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","26","2444.695759615999","82","306","712","883","6","15","15","11","4"
"172","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","24","2350.8725401700003","102","291","673","850","0","14","14","10","4"
"173","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","13","2830.578070648006","74","356","772","985","72","11","11","2","4"
"174","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","12","2959.353296328003","102","340","738","972","63","10","10","2","3"
"178","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","27","2417.1438081180027","94","279","715","882","1","16","16","11","2"
"177","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","21","2723.038996178001","105","304","744","938","6","18","18","3","4"
"175","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","11","2979.400719769999","109","352","832","1042","29","9","9","2","2"
"176","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","19","2878.9299659940025","65","330","826","995","38","15","15","4","3"
"179","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","21","2641.0293120800025","107","258","722","919","7","17","17","4","3"
"180","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","28","2614.603384390002","115","277","699","904","7","20","20","8","5"
"182","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","15","2910.1488983820045","105","336","770","988","41","12","12","3","3"
"186","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","27","2137.2453796740006","107","268","667","845","0","12","12","15","5"
"185","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","27","2603.1649377560007","68","305","729","894","27","19","19","8","5"
"183","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","21","2340.5006840840006","82","278","709","861","15","11","11","10","3"
"187","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","28","2119.332358533999","74","278","722","852","0","10","10","18","4"
"184","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","18","2288.1701523739994","102","276","660","854","8","13","13","5","3"
"181","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","10","3043.7256110780013","93","332","789","1022","99","8","8","2","4"
"188","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","25","2194.825174872002","82","245","659","803","2","16","16","9","3"
"189","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","20","2672.0104020720023","76","299","772","960","56","12","12","8","2"
"193","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","22","2344.136109464","116","290","682","864","4","9","9","13","2"
"190","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","12","2891.9067775700005","106","334","762","989","46","10","10","2","3"
"192","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","20","2703.0720281160043","126","326","789","1004","5","12","12","8","1"
"191","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","16","2575.6173242959994","74","321","751","919","18","8","8","8","1"
"194","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","20","2665.8877869820053","114","282","776","963","3","15","15","5","3"
"195","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","32","2206.575513456001","106","274","651","835","2","16","16","16","7"
"197","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","19","2659.6010125300045","96","300","758","956","38","14","14","5","4"
"196","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","31","2611.660890826002","94","299","729","904","1","21","21","10","8"
"201","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","31","2523.2294514100063","50","260","747","865","4","19","19","12","4"
"200","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","28","2255.4513377060016","87","286","693","849","0","16","16","12","5"
"198","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","19","2692.3028068480075","97","298","732","954","57","14","14","5","4"
"199","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","17","2845.833549498004","93","335","825","1020","20","13","13","4","3"
"202","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","23","2677.2617080640007","87","314","737","922","17","14","14","9","4"
"207","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","34","2270.3387505560036","88","282","662","848","10","19","19","15","3"
"203","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","27","2760.700661855997","93","327","767","949","5","21","21","6","5"
"204","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","28","2674.7741282019992","64","331","819","970","2","17","17","11","5"
"205","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","19","2455.8422632179986","70","289","707","893","60","11","11","8","4"
"206","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","13","2851.971852078002","68","325","819","993","47","11","11","2","0"
"209","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","9","2717.7151593039985","86","294","779","939","18","9","9","0","2"
"208","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","21","2695.93828227","97","318","782","970","16","13","13","8","3"
"217","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","19","2507.6186203180014","94","301","711","888","4","13","13","6","4"
"210","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","18","2571.3601115060046","104","293","726","910","12","10","10","8","5"
"211","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","19","2355.528639102005","76","270","699","849","2","11","11","8","4"
"212","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","25","2698.8228402739987","73","313","813","962","11","16","16","9","4"
"216","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","15","2643.8681554780014","100","315","767","956","17","13","13","2","3"
"213","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","22","2514.4212587760026","77","300","724","923","44","15","15","7","7"
"220","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","24","2622.484524031999","72","318","716","885","5","18","18","6","7"
"218","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","18","2657.229643514004","101","289","778","945","1","12","12","6","6"
"215","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","25","2636.499906957997","90","280","749","928","15","14","14","11","3"
"219","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","26","2362.180904140001","90","289","717","881","4","18","18","8","1"
"214","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","20","2653.0401815799987","84","307","705","914","54","13","13","7","4"
"222","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","11","2952.5905968360007","111","348","797","1020","35","11","11","0","1"
"221","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","18","2680.199930162003","100","333","776","974","21","12","12","6","2"
"223","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","8","2970.787669112006","116","360","795","1030","47","8","8","0","2"
"225","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","16","2697.6574594860012","95","350","737","972","37","12","12","4","4"
"224","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","35","2213.6001805059996","89","269","689","854","5","20","20","15","3"
"226","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","37","2096.7930820080032","94","258","614","794","2","23","23","14","4"
"228","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","30","2208.4236522340034","80","276","674","823","0","20","20","10","5"
"227","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","34","2261.205487184","85","297","698","862","3","20","20","14","6"
"229","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","8","3053.295174340006","98","342","842","1039","48","6","6","2","2"
"230","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","23","2327.151043722004","75","272","738","884","33","10","10","13","1"
"235","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","28","2289.0698036440017","92","286","719","883","0","17","17","11","3"
"234","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","27","2548.947020314","103","285","746","918","0","17","17","10","4"
"233","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","8","2976.744318824001","136","360","774","1024","16","7","7","1","3"
"231","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","18","2736.962598942002","85","366","756","982","62","13","13","5","3"
"232","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","20","2851.583672761998","118","318","800","1020","28","17","17","3","3"
"241","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","25","2331.313015804002","90","259","711","861","1","15","15","10","2"
"237","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","16","2696.094898320003","80","301","754","942","57","7","7","9","0"
"243","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","24","2399.7947831759993","96","321","735","917","2","18","18","6","3"
"240","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","19","2580.078985840003","89","300","722","907","13","16","16","3","6"
"239","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","15","2665.993365343997","84","302","786","959","16","14","14","1","2"
"236","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","21","2510.7107846120007","91","286","733","906","11","11","11","10","4"
"244","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","25","2549.255265036003","84","284","771","930","2","14","14","11","1"
"242","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","23","2375.6865672999984","108","273","713","912","2","11","11","12","4"
"238","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","20","2575.143435814003","81","287","743","911","29","15","15","5","3"
"245","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","16","2626.7961394120034","73","297","726","906","57","9","9","7","3"
"247","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","21","2529.837119746002","86","326","742","931","23","16","16","5","5"
"250","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","26","2311.962550496002","91","289","712","879","4","17","17","9","6"
"248","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","14","2811.838321883997","136","325","756","1010","39","10","10","4","1"
"246","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","14","2835.888314336","79","318","828","1016","52","7","7","7","2"
"249","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","18","2481.5471621560005","95","287","686","892","40","13","13","5","4"
"251","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","13","2589.6311344420023","79","310","747","899","13","9","9","4","6"
"252","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","44","2148.1148493339997","96","267","628","821","3","26","26","18","6"
"255","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","20","2535.9530127299986","102","313","760","934","9","14","14","6","6"
"254","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","17","2778.373238204005","84","308","833","1013","28","13","13","4","2"
"253","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","15","2832.1034737280015","76","307","761","966","63","10","10","5","2"
"257","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","23","2544.6922995080026","85","317","752","921","14","16","16","7","4"
"256","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","25","2558.6066897679984","80","317","762","940","10","17","17","8","7"
"258","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","25","2591.605763698003","104","304","737","921","3","16","16","9","3"
"259","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","17","2681.2986369960067","109","319","748","944","7","16","16","1","4"
"262","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","15","2852.491526404005","103","353","803","1010","17","9","9","6","2"
"261","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","16","2638.346958237999","104","293","750","939","28","13","13","3","5"
"260","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","19","2896.980692398002","90","321","792","966","8","15","15","4","4"
"263","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","27","2436.3307228159983","92","302","734","896","9","12","12","15","2"
"265","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","22","2733.447485178002","105","334","800","999","1","14","14","8","3"
"266","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","23","2263.108906802001","101","292","693","873","2","13","13","10","2"
"264","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","14","2806.5099184539968","100","303","805","979","6","10","10","4","3"
"267","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","15","3073.280335442004","131","319","785","1019","19","13","13","2","6"
"269","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","23","2690.476273892002","103","326","730","951","42","16","16","7","1"
"271","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","27","2496.4925231580023","110","305","714","916","15","18","18","9","5"
"268","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","25","2525.653103226004","92","298","743","913","0","18","18","7","1"
"273","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","17","2797.2400254040012","91","324","807","973","15","13","13","4","3"
"270","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","23","2646.661824429998","107","319","761","956","19","14","14","9","5"
"272","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","26","2410.2516391860017","66","315","707","859","9","21","21","5","6"
"274","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","13","2945.6599566580026","90","308","769","961","43","11","11","2","2"
"275","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","21","2455.3345212100025","84","313","750","917","22","6","6","15","3"
"276","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","21","2617.048671640002","121","302","724","934","1","18","18","3","5"
"279","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","21","2578.9766252019995","95","338","730","920","12","12","12","9","5"
"278","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","13","2906.9334526660004","90","322","791","1005","56","13","13","0","5"
"277","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","11","2914.6131566420054","62","327","825","1005","57","8","8","3","1"
"281","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","12","2826.3969138580032","85","328","779","947","9","11","11","1","4"
"280","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","17","2539.465061720002","134","293","734","950","5","13","13","4","1"
"282","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","21","2648.4764601660027","86","323","769","942","6","13","13","8","4"
"283","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","25","2376.190908452","114","270","658","857","6","18","18","7","4"
"284","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","true","1000","28","2535.1343440440023","76","298","743","913","9","19","19","9","3"
"285","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","false","1000","12","2905.9293830520014","78","354","796","1016","76","9","9","3","3"
"286","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","false","1000","24","2447.7381472340035","73","301","746","900","21","17","17","7","2"
"291","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","true","1000","24","2333.832141867999","84","292","705","869","2","16","16","8","5"
"289","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","1","48","0.3","0.3","0.03","true","false","true","true","1000","18","2717.408090290003","90","317","811","983","11","13","13","5","6"
"290","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","2","48","0.3","0.3","0.03","true","false","true","true","1000","26","2387.1828988719994","96","287","732","901","1","14","14","12","2"
"288","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","4","48","0.3","0.3","0.03","true","false","true","false","1000","25","2422.962545898002","76","291","698","848","4","15","15","10","6"
"287","0.3","4","0.08","8","0.25","0.4","6.5","2","1000","3","48","0.3","0.3","0.03","true","false","true","false","1000","15","2490.698430696005","102","313","702","907","37","8","8","7","3"
