"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"increaseChance2"
"06/10/2020 21:29:52:106 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","disasterUti","EWProbDecay","randomChance","startingFund","openOpt?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgOpt?","limitedFund?","randomBoost?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"182","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.957279491951","0.04272050802073046","2959","1382","272","11","1144","112","796","6","38","38","7","0","2175","32"
"178","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.981273723984","0.018726276017918764","9439","3925","1031","21","4330","100","784","2","32","32","19","0","8722","30"
"177","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10658.943187215995","0.05681278400881329","8415","4833","666","14","2782","96","826","3","24","24","16","0","7654","22"
"176","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10658.937105327992","0.06289467202329835","7380","3945","467","15","2849","72","831","0","32","32","11","0","6603","32"
"180","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.939428179985","0.06057182000766481","11727","6476","596","16","4547","60","803","2","32","32","16","0","10999","30"
"179","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.973301123995","0.026698876020076145","10382","5465","550","14","4269","53","823","1","31","31","18","0","9626","30"
"183","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10658.961462223968","0.03853777602382191","4112","2119","210","12","1690","52","824","2","29","29","14","0","3317","28"
"184","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.952211535956","0.04778846401826353","5215","2496","462","12","2136","81","838","2","28","28","19","0","4413","27"
"186","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","53","10658.980501111975","0.019498888026753924","7202","3321","464","12","3295","74","835","0","36","36","17","0","6426","36"
"185","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","54","10658.967302907977","0.03269709199524096","6137","3051","214","12","2798","38","863","3","24","24","30","0","5318","21"
"191","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.95237110798","0.047628892045262994","1967","853","130","4","841","117","836","7","22","22","23","0","1141","15"
"188","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.993145607994","0.006854392028992962","9558","4574","723","25","4108","94","873","5","34","34","13","0","8762","30"
"187","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.978587419973","0.02141258003147506","8291","4105","513","17","3560","64","801","4","32","32","16","0","7542","28"
"189","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.981910195993","0.018089804011607313","10461","6074","279","21","4039","24","838","0","24","24","20","0","9695","24"
"190","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","57","10658.94055939198","0.05944060803114315","11592","5079","389","18","6039","31","830","1","36","36","21","0","10846","35"
"192","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.94954249998","0.05045750003609095","3042","1294","287","10","1310","111","813","8","30","30","18","0","2243","22"
"193","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","10658.992529919988","0.007470080042139671","3994","2048","406","8","1412","95","802","2","25","25","12","0","3214","23"
"194","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.942843783976","0.05715621602665033","5108","2675","355","5","1973","68","833","3","32","32","9","0","4303","29"
"195","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.995870719962","0.0041292800326884205","6146","3273","370","19","2380","75","819","0","29","29","15","0","5372","29"
"196","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","57","10658.995002039974","0.004997960001035917","7307","3307","253","13","3650","47","828","2","37","37","20","0","6525","35"
"198","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.953063783989","0.04693621601799958","9404","5166","562","17","3587","51","793","0","21","21","20","0","8684","21"
"197","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","55","10658.979225907973","0.020774092027445512","8397","3976","610","12","3693","76","813","1","30","30","25","0","7632","29"
"201","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","55","10658.948545459954","0.051454540038684105","1887","764","68","13","963","57","765","5","22","22","33","0","1127","17"
"199","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.98228322","0.017716780025014423","10492","5196","608","14","4581","62","771","2","31","31","18","0","9789","29"
"200","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","10658.946880007976","0.05311999201350348","11553","6723","866","19","3826","90","820","1","29","29","8","0","10814","28"
"202","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.985472383985","0.014527616021963397","2947","1356","190","6","1286","71","746","5","38","38","10","0","2210","33"
"203","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10658.955334931978","0.044665068021482845","4176","2311","180","10","1595","50","829","1","30","30","13","0","3374","29"
"204","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.974594847969","0.02540515201359561","5129","2519","471","8","2005","94","810","5","32","32","14","0","4356","27"
"211","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","55","10658.942118775969","0.05788122401461848","1944","746","69","6","1041","59","809","7","23","23","32","0","1145","16"
"205","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.957544559951","0.04245544001463886","6174","2889","508","13","2637","97","790","2","30","30","16","0","5422","28"
"208","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10658.979157447966","0.020842552015495563","9461","5170","711","17","3452","79","830","0","32","32","8","0","8701","32"
"212","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","10658.984825307978","0.015174692036810988","2945","1236","287","9","1265","116","812","1","32","32","18","0","2150","31"
"207","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","53","10658.968454087977","0.03154591201510826","8265","3632","480","21","4044","49","752","3","39","39","14","0","7579","37"
"209","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.987540415963","0.01245958400980074","10523","5251","596","16","4580","51","834","1","29","29","22","0","9759","28"
"206","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.979081251993","0.02091874800331972","7438","3729","381","17","3220","63","833","1","28","28","21","0","6652","27"
"213","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.97721976398","0.02278023604307755","4026","1775","250","10","1886","76","837","5","29","29","20","0","3215","24"
"210","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","52","10658.982639935966","0.017360064023053567","11634","5614","449","19","5481","34","806","3","37","37","15","0","10907","34"
"214","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.997204131969","0.0027958680309492223","5072","2483","322","8","2144","82","794","5","33","33","14","0","4300","28"
"215","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","33","10658.956094519977","0.04390548000136185","5934","3382","536","50","1840","102","767","0","24","24","9","0","5204","24"
"216","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.997896419976","0.0021035800206430366","7244","3834","600","23","2664","99","857","1","24","24","17","0","6454","23"
"221","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10657.495539547977","1.5044604520167835","1937","999","78","6","769","63","849","3","22","22","21","0","1094","19"
"220","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","42","10658.938013448002","0.0619865520091607","11674","6436","719","16","4413","61","763","2","29","29","13","0","10995","27"
"219","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.965994611977","0.03400538799700481","10511","5228","794","20","4362","76","824","3","31","31","15","0","9757","28"
"218","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.986514111975","0.01348588801557593","9407","4729","743","11","3820","76","827","3","28","28","17","0","8640","25"
"217","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","36","10658.95403995597","0.04596004402104903","8451","4593","890","16","2812","110","830","1","30","30","6","0","7682","29"
"222","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","10658.969562427956","0.03043757200269237","2991","1557","89","9","1284","27","775","6","25","25","25","0","2233","19"
"223","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.972564859985","0.027435140029491212","4048","1889","251","9","1782","84","825","2","33","33","14","0","3250","31"
"224","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","10658.957583299985","0.04241670001709741","5065","2494","410","9","2020","99","809","1","33","33","17","0","4288","32"
"225","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","60","10658.96315642398","0.03684357601041777","6158","2541","397","8","3124","57","778","1","31","31","29","0","5419","30"
"226","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.963344331973","0.03665566802014908","7212","3576","468","16","3049","68","781","3","35","35","16","0","6482","32"
"227","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.959379779984","0.040620220012633546","8491","4037","910","9","3395","105","803","2","35","35","12","0","7753","33"
"228","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.97270114796","0.02729885202109017","9370","4305","812","12","4133","74","810","1","34","34","15","0","8618","33"
"229","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.981933739977","0.018066260017279845","10670","5262","754","9","4541","67","855","1","37","37","14","0","9893","36"
"232","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.942483583967","0.05751641602375468","2973","1511","109","2","1285","34","746","4","32","32","19","0","2243","28"
"231","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","54","10658.805259303985","0.19474069602058552","1941","813","114","3","893","87","830","5","31","31","23","0","1125","26"
"234","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.977287183965","0.022712816025620697","5192","2723","271","8","2108","53","794","1","29","29","19","0","4433","28"
"233","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","42","10658.97871054399","0.021289456014752517","3988","2070","272","10","1529","78","811","3","29","29","13","0","3204","26"
"230","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.945253223992","0.05474677602472511","11762","5726","869","20","5035","77","787","0","35","35","14","0","11058","35"
"236","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.953594547986","0.04640545205034208","7473","3748","544","13","3066","75","866","2","27","27","19","0","6660","25"
"235","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.958825839973","0.04117416002033991","6146","3183","209","8","2676","36","813","2","34","34","14","0","5374","32"
"237","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.977080087965","0.022919912015565203","8487","4245","746","12","3348","101","832","1","35","35","14","0","7713","35"
"238","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.965689659975","0.03431034001056288","9609","5412","838","11","3233","90","823","3","25","25","14","0","8849","23"
"239","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.939286371984","0.06071362802153235","10691","5707","763","17","4106","69","807","1","29","29","19","0","9962","28"
"241","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","10658.068319331967","0.9316806680219365","1880","756","103","11","911","69","762","8","30","30","33","0","1127","22"
"240","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","54","10658.941951379988","0.05804862002429223","11423","5664","385","15","5287","31","803","3","41","41","13","0","10710","38"
"243","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10658.96041006796","0.039589932035701825","4101","2036","289","4","1667","76","826","5","29","29","14","0","3312","24"
"242","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.987264755975","0.012735244027041404","2954","1353","198","6","1282","87","786","3","28","28","23","0","2184","25"
"244","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.94260461198","0.05739538800766564","5207","2368","585","16","2070","139","829","2","29","29","19","0","4415","28"
"245","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.991521639957","0.008478360009867458","6270","3030","791","22","2272","127","776","2","28","28","11","0","5540","26"
"246","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.991777639978","0.008222360032363873","7224","3371","380","10","3371","55","793","6","37","37","14","0","6476","32"
"247","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.945293327975","0.05470667201974422","8327","4891","610","15","2703","84","834","0","24","24","20","0","7557","24"
"250","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.991826663982","0.00817333600624881","11463","6376","1014","19","3942","86","764","1","26","26","15","0","10777","25"
"249","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.971935451986","0.028064548017384894","10276","5373","644","18","4150","62","816","0","29","29","20","0","9527","29"
"248","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","10658.971032843994","0.028967156029077845","9492","4518","593","18","4274","57","792","1","32","32","17","0","8762","31"
"251","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.949082203975","0.050917796007953875","1857","858","69","6","840","65","790","2","19","19","28","0","1078","17"
"252","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","55","10658.967495723957","0.03250427602639583","2871","1199","211","0","1340","91","780","0","30","30","25","0","2105","30"
"253","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.94892822397","0.051071776047512785","4006","1912","308","10","1666","76","787","5","34","34","12","0","3247","29"
"254","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.981676699987","0.01832330002710103","5110","2647","271","11","2093","62","829","3","26","26","22","0","4311","23"
"255","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.97461994799","0.025380052043987078","6293","3461","356","10","2363","75","801","2","28","28","17","0","5519","26"
"256","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.98561529598","0.014384704037337492","7257","4009","740","21","2363","100","805","2","24","24","14","0","6491","22"
"261","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.785613711983","0.214386287997951","1884","805","38","2","964","47","823","9","28","28","23","0","1071","19"
"259","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.95807387599","0.04192612401471063","10380","4937","658","25","4661","66","796","0","33","33","18","0","9651","33"
"262","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","52","10658.974323007973","0.025676992028865975","2953","1393","154","6","1286","88","810","2","26","26","26","0","2152","24"
"257","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","42","10658.97702241998","0.022977580015147936","8312","4497","866","15","2814","95","765","0","25","25","17","0","7586","25"
"263","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10658.963760755976","0.03623924401292289","4005","2065","225","6","1614","70","809","4","25","25","18","0","3227","21"
"264","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.970143503977","0.029856496042872216","5243","2311","334","11","2484","68","855","2","35","35","16","0","4431","33"
"258","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.982903931987","0.01709606803592223","9462","5480","694","14","3180","66","786","2","28","28","11","0","8746","26"
"260","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","52","10658.987056887974","0.01294311200118603","11688","5414","816","21","5331","70","807","2","36","36","16","0","10959","34"
"265","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.973579307987","0.026420692019626824","6129","3352","484","15","2160","90","793","2","28","28","11","0","5377","26"
"266","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.939181187998","0.06081881202325601","7282","3593","375","13","3204","59","812","0","38","38","13","0","6521","38"
"271","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.418688679976","0.5813113200390005","1960","867","114","4","873","78","790","2","24","24","24","0","1175","22"
"267","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.981375959993","0.018624040028683453","8320","4371","582","16","3245","77","826","2","29","29","12","0","7560","27"
"270","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10658.945100295972","0.0548997040341801","11717","5828","1279","26","4457","103","823","1","24","24","19","0","10969","23"
"269","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","55","10658.989632815965","0.010367184004753227","10547","4938","400","20","5126","33","826","3","30","30","25","0","9810","27"
"272","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.996788515979","0.003211484020717137","2982","1505","147","3","1230","68","803","4","29","29","15","0","2202","25"
"268","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.975301815979","0.02469818404224533","9429","4671","760","12","3888","68","783","0","30","30","16","0","8705","30"
"273","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.963110707973","0.03688929201896762","4180","1827","361","3","1844","110","816","2","35","35","16","0","3381","33"
"274","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","54","10658.978827679977","0.0211723200345868","5198","2217","409","12","2437","93","827","3","30","30","24","0","4404","27"
"275","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","10658.942409103964","0.05759089601019518","6334","2548","539","9","3129","74","800","1","35","35","28","0","5567","34"
"276","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","10658.954304019982","0.045695980020619587","7293","2997","787","11","3361","103","790","1","34","34","16","0","6544","33"
"279","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.983746215978","0.016253784001911686","10601","5385","686","19","4428","50","793","1","33","33","12","0","9882","32"
"278","0.52","4","10","0.3","4","4","1000","1","0.08","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10658.98184176396","0.0181582360394561","9387","5657","490","18","3156","46","828","1","20","20","20","0","8638","20"
"277","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.98077323999","0.019226760026978873","8187","4154","650","13","3271","70","787","0","29","29","15","0","7472","29"
"280","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.974334023977","0.025665976042891003","11299","5529","966","21","4680","67","771","2","36","36","11","0","10600","34"
"281","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.94915381196","0.05084618803894436","1876","865","88","7","817","76","784","9","23","23","28","0","1101","14"
"282","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.971671787976","0.028328212015567455","2967","1415","302","10","1080","134","796","4","26","26","18","0","2191","22"
"283","0.52","4","10","0.3","4","4","1000","1","0.03","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","46","10658.975604643956","0.024395356012711034","3941","2033","152","13","1666","48","780","4","29","29","17","0","3180","25"
"284","0.52","4","10","0.3","4","4","1000","1","0.04","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.936930060003","0.0630699400026411","5178","2387","475","14","2160","108","810","3","34","34","14","0","4403","32"
"285","0.52","4","10","0.3","4","4","1000","1","0.05","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","58","10658.949475031965","0.050524968019148186","6287","2972","267","10","2957","53","818","2","28","28","30","0","5513","26"
"286","0.52","4","10","0.3","4","4","1000","1","0.06","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","36","10658.987531115961","0.01246888401952262","7375","4052","752","69","2369","110","805","2","23","23","13","0","6624","21"
"289","0.52","4","10","0.3","4","4","1000","1","0.09","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","10658.978297503963","0.021702496013389805","10503","5839","1035","18","3482","100","827","1","29","29","8","0","9753","29"
"292","0.52","4","10","0.3","4","4","1000","1","0.02","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.959712063976","0.04028793601715108","3081","1321","142","9","1532","53","845","1","24","24","27","0","2254","23"
"287","0.52","4","10","0.3","4","4","1000","1","0.07","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","55","10658.994555939955","0.005444060020931563","8461","3907","535","11","3886","85","851","1","37","37","18","0","7676","36"
