"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"randomChance"
"06/11/2020 23:14:01:552 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","memory","disasterUti","EWProbDecay","startingFund","randomChance","openOpt?","triggerNetwork?","randomRiskThresh?","officeRole?","randomOrgOpt?","randomBoost?","limitedFund?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"808","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","50","5320.626052704005","5331.373947296026","821","105","71","1","459","173","769","12","12","12","38","0","52","0"
"807","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","31","5853.434697116003","4798.56530288403","884","117","114","9","367","270","825","6","7","7","24","0","59","1"
"811","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","52","5873.218085144005","4778.781914856029","879","114","67","6","506","169","797","14","17","17","35","0","82","3"
"810","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","35","5801.126787312001","4850.873212688026","864","115","126","12","338","259","781","13","14","14","21","0","83","1"
"809","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","42","5687.745716307996","4964.254283692031","868","104","81","13","447","215","806","7","8","8","34","0","62","1"
"813","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","37","5504.160007739993","5147.83999226004","846","146","104","4","348","230","754","13","14","14","23","0","92","1"
"814","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","39","6079.3391218680135","4572.660878132014","921","149","120","9","353","274","822","15","16","16","23","0","99","1"
"815","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","40","5399.801720715993","5252.198279284022","831","59","98","6","397","261","817","10","10","10","30","0","14","0"
"812","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","48","5743.9240488999985","4908.075951100014","886","93","100","11","443","226","806","12","13","13","35","0","80","1"
"817","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","41","5460.490991988001","5191.509008012028","838","84","92","5","401","245","805","11","11","11","30","0","34","0"
"818","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","38","5792.906101504006","4859.093898496018","881","83","112","4","373","298","827","11","11","11","27","0","54","0"
"816","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","40","5642.917087920002","5009.082912080024","820","79","91","2","393","247","788","7","8","8","32","0","32","1"
"820","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","40","5492.6423808320105","5159.3576191680495","873","122","138","7","342","251","814","13","13","13","27","0","59","0"
"819","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","32","5678.523332568008","4973.476667432026","899","101","129","5","331","321","842","12","12","12","20","0","57","0"
"821","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","41","5649.868105100003","5002.131894900019","835","103","82","3","415","221","762","10","11","11","30","0","73","1"
"824","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","49","6287.19281248401","4364.807187516043","928","149","84","6","466","207","818","15","16","16","33","0","110","1"
"823","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","53","5961.185894215999","4690.814105784038","912","119","84","3","515","180","830","9","11","11","42","0","82","2"
"822","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","50","5612.645114412002","5039.354885588038","827","100","55","3","490","164","758","14","15","15","35","0","70","1"
"825","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","43","6398.06241970401","4253.937580296036","948","137","98","6","454","240","848","12","13","13","30","0","100","1"
"826","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","34","5640.473776351998","5011.526223648051","843","56","115","4","369","291","821","7","8","8","26","0","22","1"
"827","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","43","5496.859284480001","5155.140715520057","819","68","84","2","463","187","786","13","15","15","28","0","33","2"
"828","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","51","5777.859264192001","4874.140735808019","874","90","81","7","493","189","842","14","14","14","37","0","32","0"
"829","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","50","5360.858781860004","5291.14121814004","824","79","83","8","422","212","775","18","20","20","30","0","49","2"
"830","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","46","6207.830665655998","4444.1693343440365","928","117","94","6","469","226","859","15","16","16","30","0","70","1"
"831","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","36","5775.9149375000015","4876.085062500031","855","91","104","7","402","245","807","6","6","6","30","0","48","0"
"832","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","47","6092.267531747998","4559.732468252033","928","98","82","5","504","228","850","9","11","11","36","0","78","2"
"835","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","42","5906.72909639199","4745.27090360805","902","157","86","9","381","252","801","14","17","17","25","0","101","3"
"833","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","48","5937.065172671996","4714.934827328018","905","134","69","8","461","220","815","11","13","13","35","0","90","2"
"834","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","44","6021.639834099997","4630.360165900027","914","117","120","5","390","268","808","11","14","14","30","0","106","3"
"836","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","51","6131.9199963159945","4520.080003684044","930","143","67","3","510","186","803","21","21","21","30","0","128","0"
"837","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","53","5438.595443959996","5213.404556040027","816","53","69","1","508","165","790","18","20","20","33","0","26","2"
"838","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","49","5511.851033312007","5140.148966688021","820","70","61","7","479","189","797","12","14","14","35","0","23","2"
"840","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","44","5776.030083524002","4875.96991647603","879","93","84","6","460","225","827","8","11","11","33","0","52","3"
"839","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","41","5667.985873628","4984.014126372031","856","86","107","5","400","245","819","11","13","13","28","0","37","2"
"843","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","42","5800.029718136009","4851.97028186402","885","122","101","14","384","251","800","11","13","13","29","0","85","2"
"842","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","46","5777.157492059999","4874.842507940012","884","89","76","3","496","209","823","8","11","11","35","0","61","3"
"841","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","44","5499.704985503993","5152.295014496027","841","104","79","4","444","196","772","14","14","14","30","0","69","0"
"844","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","39","6043.722811159996","4608.277188840009","935","136","117","12","433","225","839","10","12","12","27","0","96","2"
"845","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","37","5875.301378775999","4776.698621224043","886","114","101","8","388","262","803","12","13","13","24","0","83","1"
"846","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","37","6202.336562535997","4449.663437464025","945","144","109","15","385","286","851","6","6","6","31","0","95","0"
"847","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","43","5876.666243876","4775.333756124045","873","121","89","7","375","264","768","13","17","17","26","0","105","4"
"848","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","46","5376.971101104004","5275.02889889603","799","58","79","7","456","186","773","10","13","13","33","0","26","3"
"849","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","43","5454.877017003999","5197.122982996028","822","67","77","2","437","232","792","7","7","7","36","0","30","0"
"850","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","33","5679.390101471995","4972.609898528038","847","89","111","6","349","284","809","8","8","8","25","0","38","0"
"851","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","44","5534.7432520040065","5117.2567479960135","856","103","105","5","402","235","799","6","6","6","38","0","57","0"
"852","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","51","5686.2204855080045","4965.779514492048","873","100","57","1","518","185","814","12","12","12","39","0","59","0"
"853","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","40","5919.571895816004","4732.42810418403","886","123","95","9","424","223","801","12","12","12","28","0","85","0"
"854","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","40","6231.624338720004","4420.375661280029","925","140","88","3","406","277","859","9","11","11","29","0","66","2"
"856","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","39","5722.398661639999","4929.601338360047","881","138","101","10","343","278","778","8","11","11","28","0","103","3"
"855","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","46","6093.226610095998","4558.77338990402","898","109","92","9","438","231","825","18","19","19","27","0","73","1"
"858","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","35","6020.408109336008","4631.591890664039","917","227","100","2","329","246","797","11","13","13","22","0","120","2"
"859","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","44","5683.439699560001","4968.56030044005","844","53","78","3","491","206","825","11","13","13","31","0","19","2"
"857","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","41","6007.523439424009","4644.476560576022","920","130","99","7","424","247","827","11","13","13","28","0","93","2"
"860","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","43","5544.7173859760005","5107.28261402401","829","71","85","7","467","185","803","12","14","14","29","0","26","2"
"861","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","38","5576.882550108005","5075.117449892017","833","69","114","12","336","286","795","13","16","16","22","0","38","3"
"862","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","40","5541.296131639994","5110.70386836004","840","81","88","13","406","241","801","10","11","11","29","0","40","1"
"864","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","39","5669.991685207991","4982.008314792043","902","117","110","6","374","283","831","11","12","12","27","0","71","1"
"863","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","41","6119.206275992009","4532.793724008038","920","84","109","3","437","273","870","12","14","14","27","0","50","2"
"865","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","42","6038.288775075992","4613.711224924035","923","126","79","4","481","220","858","13","13","13","29","0","65","0"
"866","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","36","5504.671972651995","5147.3280273480395","836","108","105","8","364","246","777","4","5","5","31","0","59","1"
"867","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","48","5591.411521643995","5060.588478356034","831","112","73","11","439","186","748","9","10","10","38","0","83","1"
"868","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","40","6175.234320420001","4476.7656795800085","933","136","103","9","438","237","844","8","10","10","30","0","89","2"
"869","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","45","5953.407751108001","4698.59224889205","924","156","84","8","449","211","809","14","16","16","29","0","115","2"
"870","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","39","5205.207498323998","5446.792501676044","784","60","97","3","372","241","767","11","11","11","28","0","18","0"
"871","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","42","5344.031298376008","5307.968701624018","838","79","75","4","434","230","813","14","16","16","26","0","25","2"
"873","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","44","5445.580682136001","5206.419317864032","850","76","101","9","416","234","796","12","14","14","30","0","54","2"
"872","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","49","5394.616579828003","5257.383420172017","814","84","57","5","508","146","770","10","14","14","35","0","44","4"
"874","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","45","5373.07498811201","5278.925011888021","838","109","62","6","422","222","783","17","17","17","28","0","55","0"
"875","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","53","5895.399357935995","4756.600642064043","907","112","87","4","448","234","833","19","22","22","31","0","74","3"
"876","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","42","5862.908253912001","4789.091746088014","884","121","80","4","417","253","809","7","9","9","33","0","75","2"
"877","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","40","6181.790248908001","4470.209751092014","923","152","113","2","354","287","831","13","15","15","25","0","92","2"
"878","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","50","6097.17477997199","4554.825220028039","907","136","81","8","471","193","818","17","18","18","32","0","89","1"
"880","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","50","6221.152950320001","4430.847049680023","941","131","72","11","535","178","840","12","14","14","36","0","102","2"
"879","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","41","5879.334562187997","4772.665437812045","896","129","94","7","414","242","791","10","10","10","31","0","105","0"
"882","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","39","5384.384541236001","5267.615458764041","817","60","127","6","322","292","786","9","10","10","29","0","32","1"
"881","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","40","5428.593804280007","5223.406195720024","837","56","105","8","433","221","810","14","14","14","26","0","27","0"
"885","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","42","5558.081261876","5093.918738124025","831","105","102","4","395","215","768","8","10","10","32","0","63","2"
"883","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","50","6071.648119944004","4580.351880056029","920","91","65","5","561","174","879","19","24","24","26","0","41","5"
"884","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","49","5436.8847031640025","5215.115296836028","834","108","74","5","428","200","778","15","19","19","30","0","56","4"
"886","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","42","5386.869012571996","5265.130987428064","826","101","92","6","387","232","770","7","8","8","34","0","56","1"
"887","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","37","5827.529474236005","4824.47052576403","885","125","114","5","330","301","808","10","10","10","27","0","78","1"
"888","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","39","5641.650253712002","5010.349746288034","903","130","121","7","356","275","834","12","14","14","25","0","70","2"
"889","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","40","5772.161991883993","4879.838008116034","867","122","82","3","427","220","785","13","13","13","27","0","82","0"
"890","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","48","5842.306532383995","4809.693467616036","909","137","74","5","498","180","806","14","15","15","33","0","103","1"
"891","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","37","5823.386247027998","4828.613752972045","907","156","82","4","413","236","794","15","16","16","21","0","113","1"
"892","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","45","5480.468618032009","5171.531381968039","851","57","89","6","455","230","822","10","14","14","31","0","29","4"
"894","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","38","5810.866774483989","4841.133225516035","851","76","98","7","438","225","812","6","7","7","31","0","40","1"
"893","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","52","5806.610804560004","4845.389195440034","866","81","69","5","524","173","830","14","14","14","38","0","36","0"
"895","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","44","5206.329283495997","5445.670716504043","804","84","84","2","374","248","761","11","12","12","32","0","43","1"
"897","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","47","6030.0079851840055","4621.992014816013","905","106","78","3","509","193","838","16","16","16","31","0","67","0"
"898","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","41","5786.517281452012","4865.482718548019","863","143","80","12","404","212","776","10","12","12","29","0","87","2"
"896","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","48","5831.755986960004","4820.244013040009","895","115","74","10","481","194","835","20","21","21","27","0","60","1"
"900","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","38","5735.2287269120025","4916.771273088023","895","136","117","6","341","287","798","7","8","8","30","0","98","1"
"899","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","40","5777.7512051720005","4874.248794828034","873","90","104","8","373","276","800","20","22","22","18","0","73","2"
"901","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","42","5786.34597866401","4865.654021336021","897","162","81","10","431","198","776","15","15","15","27","0","121","0"
"902","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","49","6278.314918832004","4373.685081168031","933","148","79","5","518","163","814","17","20","20","29","0","119","3"
"903","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","47","5693.344912124003","4958.655087876043","855","83","66","3","508","183","833","10","12","12","35","0","22","2"
"904","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","40","5193.348392724003","5458.651607276019","800","69","100","8","391","223","774","8","9","9","31","0","26","1"
"905","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","40","5677.699374804","4974.300625196036","855","76","105","5","377","282","826","8","10","10","30","0","29","2"
"906","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","40","5816.468311999999","4835.531688000041","870","90","104","6","407","245","818","17","18","18","22","0","52","1"
"907","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","48","5947.926180532001","4704.073819468033","878","92","77","8","478","209","823","13","14","14","34","0","57","1"
"908","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","43","5706.227607639989","4945.772392360045","862","125","70","5","431","219","795","11","12","12","31","0","67","1"
"909","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","39","5579.207224447996","5072.792775552017","834","104","101","4","362","246","765","17","17","17","22","0","69","0"
"910","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","42","5979.955404680006","4672.044595320027","895","107","91","6","459","224","818","8","8","8","34","0","78","0"
"911","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","47","6286.735376908003","4365.264623092023","955","119","82","6","517","217","862","14","14","14","33","0","93","0"
"913","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","49","6071.800482736002","4580.199517264036","901","147","68","4","472","189","788","18","21","21","28","0","113","3"
"912","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","39","5850.975941636011","4801.024058364023","902","125","101","3","344","319","809","10","10","10","29","0","93","0"
"914","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","52","5241.225372951999","5410.774627048036","792","38","50","16","502","178","777","7","8","8","44","0","15","1"
"915","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","44","5746.599023991996","4905.40097600803","827","93","75","13","437","194","796","10","15","15","29","0","31","5"
"916","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","2.0E-4","true","true","true","true","false","true","true","false","1000","52","5717.166401151996","4934.833598848035","873","82","57","4","559","158","834","12","13","13","39","0","39","1"
"917","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","34","5677.211491268002","4974.78850873202","884","124","140","6","284","322","825","7","8","8","26","0","59","1"
"919","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","5.0E-4","true","true","true","true","false","true","true","false","1000","45","5862.952889776003","4789.047110224043","907","122","102","7","448","212","834","13","16","16","29","0","73","3"
"918","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","4.0E-4","true","true","true","true","false","true","true","false","1000","38","5927.38695075199","4724.613049248033","890","92","116","14","380","279","835","9","9","9","29","0","55","0"
"920","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","6.0E-4","true","true","true","true","false","true","true","false","1000","41","6307.935087440001","4344.064912560045","918","130","104","6","421","246","842","8","11","11","30","0","76","3"
"921","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","7.0E-4","true","true","true","true","false","true","true","false","1000","42","5710.719911635999","4941.280088364039","885","115","107","3","390","259","806","7","11","11","31","0","79","4"
"922","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","8.0E-4","true","true","true","true","false","true","true","false","1000","50","6189.772197008001","4462.227802992021","927","134","74","4","525","171","827","17","19","19","31","0","100","2"
"923","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","9.0E-4","true","true","true","true","false","true","true","false","1000","44","6031.630833100001","4620.369166900045","909","137","81","10","446","221","802","12","14","14","30","0","107","2"
"924","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0.001","true","true","true","true","false","true","true","false","1000","49","5713.329678960001","4938.670321040012","880","135","81","7","457","189","791","11","11","11","38","0","89","0"
"925","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","0","true","true","true","true","false","true","true","false","1000","46","5667.510469607998","4984.489530392026","799","56","75","6","444","198","775","20","20","20","26","0","24","0"
"926","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","1.0E-4","true","true","true","true","false","true","true","false","1000","42","5680.0292400640055","4971.9707599360345","868","65","78","2","480","233","840","8","10","10","32","0","28","2"
"928","0.3","4","10","0.3","5.5","4","1000","1","48","0.3","0.03","10652","3.0E-4","true","true","true","true","false","true","true","false","1000","47","5417.948848888001","5234.051151112045","839","81","85","3","438","218","795","11","14","14","33","0","44","3"
