"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"decayMemory"
"06/10/2020 21:56:16:729 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","disasterUti","EWProbDecay","randomChance","startingFund","openOpt?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgOpt?","limitedFund?","randomBoost?","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding"
"2452","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.94294938799"
"2446","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.993314391964"
"2453","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.182761007962"
"2416","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","58","10658.973586363987"
"2459","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","9602.483213599993"
"2457","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","7783.4170259480015"
"2460","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.962506107999"
"2423","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10657.554120955978"
"2458","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","35","10658.965738479965"
"2454","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.959232103969"
"2465","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","75","7843.82005777999"
"2466","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","88","10658.93803889197"
"2461","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","35","10442.716147015979"
"2424","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","52","10658.973468095957"
"2431","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.997113679981"
"2468","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","84","10658.939085991964"
"2467","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","94","9329.808351035992"
"2462","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.993575463965"
"2473","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","75","7860.269976452"
"2469","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","96","10281.708812231982"
"2432","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.999051155992"
"2474","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","61","10658.977041275977"
"2470","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","79","10658.998662655977"
"2475","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","65","9196.08240889599"
"2439","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","10658.730840063974"
"2476","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","64","10658.952845855973"
"2477","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","81","10642.02110513996"
"2440","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.975060135983"
"2481","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","70","7966.945808560001"
"2447","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.506061883985"
"2478","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","80","10658.96031424397"
"2482","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","68","10658.942127263965"
"2483","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","70","9503.459498223972"
"2484","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","10658.964349431972"
"2448","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.94841535999"
"2455","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.362279091987"
"2485","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","68","10617.178668159968"
"2489","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","64","7870.127248376005"
"2490","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","10658.98121088796"
"2491","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","57","9149.890063311994"
"2492","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","65","10658.988463275986"
"2486","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","75","10658.990985255967"
"2456","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.958916827982"
"2493","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","71","10657.575430447981"
"2497","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","7745.146465943992"
"2494","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","67","10658.943115831986"
"2499","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","65","9569.059478311994"
"2498","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","59","10658.987841455963"
"2463","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10658.965740907985"
"2500","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","71","10658.963313532"
"2501","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.387758739978"
"2505","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","57","7667.783165475993"
"2464","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","10658.972851467974"
"2471","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","91","10658.954416595956"
"2506","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","53","10658.949384831994"
"2507","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","9143.198515115982"
"2502","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.97091534797"
"2508","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","10658.962866583986"
"2472","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","91","10658.999780751981"
"2509","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","53","10488.00668153197"
"2513","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","7862.918604911992"
"2479","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","76","10657.91094824398"
"2510","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.978673351976"
"2514","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.94878235998"
"2515","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","35","9245.610653659984"
"2516","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","34","10658.936946347985"
"2517","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","10658.485207327969"
"2522","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.99511894398"
"2521","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","31","8080.701535339998"
"2480","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","60","10658.968875171984"
"2487","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","72","10658.745476039996"
"2524","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.964721931996"
"2518","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.96201887197"
"2523","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","8826.075779899997"
"2488","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","75","10658.943634639973"
"2529","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","7821.9236461159935"
"2530","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.993849247969"
"2525","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.60966821598"
"2495","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","67","10657.983000223952"
"2526","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.98070411998"
"2532","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","27","10658.965168495972"
"2531","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","33","9187.266162759977"
"2533","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.443008459959"
"2537","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","7997.031500779997"
"2538","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","32","10658.999733163979"
"2496","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","62","10658.949935255956"
"2539","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","8736.661998399999"
"2503","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","62","10658.955210611972"
"2534","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.999095371966"
"2540","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","32","10658.964248935978"
"2504","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","60","10658.981524687972"
"2545","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","8114.997256412"
"2546","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","31","10658.986744735961"
"2541","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10406.31321138797"
"2547","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","9475.909026543972"
"2511","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","37","10657.89107546797"
"2548","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10658.949923591956"
"2542","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10658.962552779969"
"2549","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","35","10657.038271179981"
"2550","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.977635623976"
"2553","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","90","7895.529040383998"
"2512","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","47","10658.964079107998"
"2554","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","82","10658.99238636799"
"2519","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","10658.953233619965"
"2555","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","85","9568.051216399992"
"2556","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","77","10658.970153935974"
"2561","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","77","7731.701780863995"
"2520","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.973335643994"
"2557","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","88","10658.53026840399"
"2527","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.971255539947"
"2563","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","76","9368.615132051975"
"2562","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","10658.949907375996"
"2558","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","86","10658.958872959962"
"2564","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","72","10658.98297143997"
"2565","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","70","10658.764083216001"
"2569","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","65","7899.500978615996"
"2566","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","73","10658.969091419976"
"2528","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.947726551984"
"2535","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","31","10658.92945469996"
"2571","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","75","9355.360739595993"
"2570","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","57","10658.986358723976"
"2572","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","80","10658.940065499974"
"2536","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","28","10658.961294363968"
"2573","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","69","10528.699366407967"
"2574","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","73","10658.981926451997"
"2577","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","51","7857.449146543996"
"2578","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","68","10658.954657779972"
"2579","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","60","8859.969059399991"
"2543","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","30","10658.840377291983"
"2580","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","68","10658.99414756797"
"2544","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.054","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","34","10658.967031027976"
"2585","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","65","7688.2374317880085"
"2581","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","67","10371.70953024798"
"2586","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.989185415983"
"2551","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.737188559984"
"2587","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","8942.599021815986"
"2588","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","54","10658.99495901598"
"2582","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","73","10658.966863971962"
"2589","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","52","10508.510797651974"
"2552","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.06","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.99717845597"
"2593","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","8274.590739371977"
"2590","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","52","10658.999593111972"
"2594","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","44","10658.939676475946"
"2595","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","49","9700.393369851992"
"2559","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","99","10658.554686087973"
"2596","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","50","10658.976913579978"
"2601","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","7985.35707634799"
"2597","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10569.463060991982"
"2560","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","80","10658.995156531962"
"2602","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.946925419985"
"2598","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.03","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","48","10658.970074591993"
"2603","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","9343.109024180008"
"2567","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","59","10658.82261805196"
"2604","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","34","10658.97871317199"
"2609","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","7735.403276212003"
"2568","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.006","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","68","10658.99504704395"
"2605","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","10247.567798243963"
"2611","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","45","9265.888222571983"
"2610","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","10658.964188763981"
"2606","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.036","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.996014579985"
"2612","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","38","10658.998737339989"
"2575","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","65","10658.634837336007"
"2613","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","43","10315.986500303969"
"2618","0.52","4","10","0.3","4","4","1000","1","0.1","1","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.977301791978"
"2617","0.52","4","10","0.3","4","4","1000","1","0.01","1","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","41","7797.208734456005"
"2583","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","63","10658.957266167961"
"2576","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.012","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","69","10658.996977971965"
"2619","0.52","4","10","0.3","4","4","1000","1","0.01","2","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","40","8517.852946263996"
"2614","0.52","4","10","0.3","4","4","1000","1","0.1","6","0.3","0.042","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","36","10658.98417588798"
"2620","0.52","4","10","0.3","4","4","1000","1","0.1","2","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","39","10658.950177503988"
"2591","0.52","4","10","0.3","4","4","1000","1","0.01","48","0.3","0.024","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","60","10658.55551441196"
"2621","0.52","4","10","0.3","4","4","1000","1","0.01","6","0.3","0.048","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","30","10658.331224791993"
"2584","0.52","4","10","0.3","4","4","1000","1","0.1","48","0.3","0.018","2.0E-4","10659","true","true","true","true","false","true","true","false","1000","61","10658.94925203597"
