"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"AspirationOn"
"02/02/2020 00:02:46:083 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","officeRole","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"581","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.02","true","true","true","1001","47","364","282","792","1387","15","35","35","12","0"
"616","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.03","true","false","true","1001","22","111","289","1323","1520","4","13","13","9","0"
"618","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0","true","false","true","1001","78","856","258","98","1188","9","60","60","18","6"
"579","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.01","true","true","true","1001","51","763","256","232","1311","39","46","46","5","0"
"567","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.03","true","true","true","1001","21","103","309","870","1021","6","16","16","5","9"
"561","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0","true","true","true","1001","73","683","261","85","918","3","61","61","12","10"
"571","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.01","true","true","true","1001","61","599","240","232","909","25","53","53","8","16"
"620","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.01","true","false","true","1001","59","649","256","400","1266","10","51","51","8","2"
"622","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.02","true","false","true","1001","38","439","286","836","1439","17","32","32","6","3"
"575","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.03","true","true","true","1001","26","106","306","965","1105","14","20","20","6","10"
"569","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","48","1","1","0","true","true","true","1001","72","706","253","76","846","8","56","56","16","22"
"624","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.03","true","false","true","1001","19","81","321","1299","1473","26","15","15","4","1"
"573","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.02","true","true","true","1001","35","375","301","593","1025","27","30","30","5","13"
"626","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0","true","false","true","1001","78","885","246","78","1134","6","73","73","5","15"
"628","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.01","true","false","true","1001","51","808","260","386","1341","9","47","47","4","8"
"630","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.02","true","false","true","1001","45","461","236","835","1389","5","33","33","12","6"
"632","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.03","true","false","true","1001","27","155","292","1201","1405","2","20","20","7","6"
"634","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0","true","false","true","1001","81","988","234","97","1169","14","70","70","11","17"
"585","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0","true","true","true","1001","83","865","236","34","1125","5","66","66","17","8"
"583","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.03","true","true","true","1001","19","103","268","1314","1515","21","13","13","6","0"
"636","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.01","true","false","true","1001","66","849","249","327","1241","5","60","60","6","18"
"638","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.02","true","false","true","1001","33","554","307","908","1526","35","29","29","4","16"
"587","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0.01","true","true","true","1001","47","859","273","314","1403","27","41","41","6","4"
"589","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0.02","true","true","true","1001","50","471","274","762","1404","12","41","41","9","5"
"640","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.03","true","false","true","1001","24","165","321","1380","1569","5","19","19","5","8"
"642","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0","true","false","true","1001","78","752","264","79","1150","5","59","59","19","0"
"591","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.3","0.03","true","true","true","1001","19","135","293","1359","1563","17","16","16","3","5"
"644","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.01","true","false","true","1001","62","566","261","387","1247","13","50","50","12","0"
"646","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.02","true","false","true","1001","32","381","302","921","1554","35","30","30","2","0"
"593","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0","true","true","true","1001","72","1090","298","77","1346","10","58","58","14","13"
"597","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0.02","true","true","true","1001","50","425","264","853","1382","5","37","37","13","8"
"648","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.03","true","false","true","1001","24","54","285","1314","1447","5","17","17","7","0"
"595","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0.01","true","true","true","1001","63","756","246","302","1210","22","49","49","14","13"
"599","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","0.6","0.03","true","true","true","1001","13","143","314","1360","1594","55","12","12","1","4"
"650","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0","true","false","true","1001","71","889","248","120","1247","10","63","63","8","7"
"652","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.01","true","false","true","1001","66","693","264","354","1268","18","58","58","8","7"
"654","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.02","true","false","true","1001","41","407","276","819","1396","11","39","39","2","4"
"601","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0","true","true","true","1001","81","987","253","30","1095","9","69","69","12","17"
"656","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.03","true","false","true","1001","27","149","253","1207","1408","2","16","16","11","2"
"603","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0.01","true","true","true","1001","59","964","235","200","1246","25","57","57","2","11"
"658","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0","true","false","true","1001","99","790","214","87","1030","2","74","74","25","12"
"607","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0.03","true","true","true","1001","19","166","321","1414","1611","16","15","15","4","6"
"605","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.3","1","0.02","true","true","true","1001","62","489","241","723","1270","6","52","52","10","16"
"660","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.01","true","false","true","1001","66","831","238","286","1266","9","55","55","11","8"
"662","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.02","true","false","true","1001","44","409","257","823","1363","35","32","32","12","9"
"609","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0","true","true","true","1001","84","761","247","20","1111","17","74","74","10","0"
"611","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.01","true","true","true","1001","56","845","280","251","1411","5","49","49","7","0"
"664","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.03","true","false","true","1001","19","179","294","1247","1493","23","14","14","5","3"
"613","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.02","true","true","true","1001","38","345","285","823","1412","52","28","28","10","0"
"666","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0","true","false","true","1001","72","994","276","117","1175","10","54","54","18","14"
"615","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0","0.03","true","true","true","1001","14","104","296","1497","1685","12","14","14","0","0"
"668","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.01","true","false","true","1001","57","906","284","385","1374","35","48","48","9","14"
"625","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0","true","true","true","1001","81","932","250","49","1192","29","76","76","5","6"
"617","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0","true","true","true","1001","90","718","220","46","1006","11","68","68","22","5"
"621","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.02","true","true","true","1001","25","528","311","864","1597","44","23","23","2","4"
"670","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.02","true","false","true","1001","40","539","264","884","1467","13","31","31","9","13"
"623","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.03","true","true","true","1001","14","126","294","1452","1650","16","13","13","1","1"
"672","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.03","true","false","true","1001","26","199","296","1325","1547","3","20","20","6","7"
"619","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.3","0.01","true","true","true","1001","94","523","226","312","1052","2","69","69","25","7"
"674","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0","true","false","true","1001","102","600","215","81","968","2","77","77","25","0"
"629","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.02","true","true","true","1001","52","419","221","689","1228","12","40","40","12","8"
"676","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.01","true","false","true","1001","69","656","271","385","1350","10","58","58","11","0"
"627","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.01","true","true","true","1001","65","797","269","211","1161","11","54","54","11","6"
"633","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0","true","true","true","1001","104","784","174","30","900","9","77","77","27","16"
"678","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.02","true","false","true","1001","45","378","269","837","1449","22","38","38","7","0"
"680","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.03","true","false","true","1001","18","108","311","1395","1606","20","17","17","1","0"
"682","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0","true","false","true","1001","65","908","238","60","1214","22","59","59","6","8"
"631","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","0.6","0.03","true","true","true","1001","17","168","308","1459","1681","11","15","15","2","3"
"635","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.01","true","true","true","1001","85","745","232","315","1129","2","67","67","18","21"
"684","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.01","true","false","true","1001","75","651","254","325","1191","18","67","67","8","11"
"686","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.02","true","false","true","1001","40","418","270","718","1331","33","36","36","4","4"
"688","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.03","true","false","true","1001","29","121","279","1262","1455","11","17","17","12","2"
"690","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0","true","false","true","1001","84","783","207","75","1018","17","63","63","21","8"
"637","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.02","true","true","true","1001","40","598","276","783","1418","6","31","31","9","12"
"639","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","0.6","1","0.03","true","true","true","1001","26","150","264","1237","1439","33","19","19","7","5"
"692","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.01","true","false","true","1001","75","649","257","351","1163","18","57","57","18","11"
"641","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0","true","true","true","1001","67","861","277","79","1262","5","50","50","17","0"
"694","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.02","true","false","true","1001","23","600","305","817","1555","31","23","23","0","5"
"643","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.01","true","true","true","1001","73","599","232","349","1214","8","51","51","22","0"
"696","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.03","true","false","true","1001","12","139","314","1488","1678","17","12","12","0","3"
"698","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0","true","false","true","1001","78","988","265","87","1145","8","62","62","16","16"
"649","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0","true","true","true","1001","89","683","239","120","1048","14","74","74","15","6"
"645","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.02","true","true","true","1001","49","329","274","913","1470","21","43","43","6","0"
"647","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0","0.03","true","true","true","1001","18","89","296","1360","1556","19","15","15","3","0"
"700","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.01","true","false","true","1001","49","963","260","363","1374","9","39","39","10","11"
"702","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.02","true","false","true","1001","45","479","267","896","1416","7","34","34","11","9"
"704","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.03","true","false","true","1001","19","152","291","1308","1484","6","18","18","1","7"
"655","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.03","true","true","true","1001","10","121","340","1450","1653","30","10","10","0","3"
"653","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.02","true","true","true","1001","51","344","227","774","1282","11","44","44","7","6"
"651","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.3","0.01","true","true","true","1001","55","702","228","339","1241","16","46","46","9","3"
"706","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0","true","false","true","1001","84","676","246","112","1101","15","61","61","23","0"
"708","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.01","true","false","true","1001","64","589","250","332","1219","31","51","51","13","0"
"710","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.02","true","false","true","1001","55","307","272","796","1322","14","44","44","11","0"
"657","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0","true","true","true","1001","59","1057","271","149","1366","21","56","56","3","11"
"712","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.03","true","false","true","1001","36","118","317","1223","1439","5","19","19","17","0"
"659","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.01","true","true","true","1001","47","848","288","337","1335","23","41","41","6","4"
"714","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0","true","false","true","1001","63","915","237","59","1186","13","52","52","11","4"
"661","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.02","true","true","true","1001","39","362","284","932","1402","6","27","27","12","7"
"716","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.01","true","false","true","1001","90","552","225","361","1124","7","72","72","18","11"
"663","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","0.6","0.03","true","true","true","1001","23","101","297","1333","1480","2","16","16","7","5"
"718","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.02","true","false","true","1001","46","436","272","812","1442","22","39","39","7","2"
"665","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0","true","true","true","1001","75","1042","271","119","1252","32","59","59","16","11"
"667","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.01","true","true","true","1001","65","974","257","321","1368","19","54","54","11","15"
"720","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.03","true","false","true","1001","20","112","310","1322","1513","13","16","16","4","2"
"722","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0","true","false","true","1001","88","790","258","138","1109","6","72","72","16","17"
"669","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.02","true","true","true","1001","39","427","276","867","1354","23","37","37","2","11"
"671","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","24","1","1","0.03","true","true","true","1001","25","143","289","1363","1536","12","18","18","7","4"
"724","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.01","true","false","true","1001","63","828","263","318","1303","22","53","53","10","10"
"726","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.02","true","false","true","1001","45","464","254","764","1319","4","32","32","13","7"
"673","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0","true","true","true","1001","71","795","282","41","1188","16","59","59","12","0"
"728","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.03","true","false","true","1001","32","122","294","1303","1484","9","22","22","10","6"
"677","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.02","true","true","true","1001","43","484","256","762","1463","4","38","38","5","0"
"679","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.03","true","true","true","1001","25","126","299","1272","1524","40","18","18","7","0"
"683","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.01","true","true","true","1001","80","656","220","266","1145","5","63","63","17","5"
"730","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0","true","false","true","1001","71","1023","252","84","1174","7","60","60","11","12"
"675","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0","0.01","true","true","true","1001","41","822","267","243","1363","14","37","37","4","0"
"685","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.02","true","true","true","1001","34","589","297","786","1582","44","34","34","0","5"
"732","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.01","true","false","true","1001","66","817","271","276","1164","15","56","56","10","18"
"734","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.02","true","false","true","1001","43","449","235","762","1250","4","35","35","8","11"
"736","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.03","true","false","true","1001","18","155","328","1413","1609","28","13","13","5","5"
"687","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0.03","true","true","true","1001","24","162","295","1242","1499","9","22","22","2","2"
"681","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.3","0","true","true","true","1001","79","852","263","36","1157","22","63","63","16","3"
"738","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0","0","true","false","true","1001","59","876","283","65","1287","26","51","51","8","0"
"740","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.01","true","false","true","1001","53","678","295","341","1349","39","42","42","11","0"
"742","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.02","true","false","true","1001","57","238","255","781","1225","5","42","42","15","0"
"691","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.01","true","true","true","1001","79","878","232","242","1272","3","65","65","14","12"
"689","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0","true","true","true","1001","72","1016","248","38","1214","15","55","55","17","11"
"744","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.03","true","false","true","1001","14","78","336","1442","1642","68","8","8","6","0"
"746","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0","true","false","true","1001","60","864","252","154","1262","17","57","57","3","8"
"693","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.02","true","true","true","1001","34","531","284","716","1383","27","27","27","7","11"
"695","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.03","true","true","true","1001","25","161","281","1300","1523","16","17","17","8","3"
"748","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.01","true","false","true","1001","82","557","196","308","1073","13","59","59","23","3"
"697","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0","true","true","true","1001","97","929","234","23","1039","11","76","76","21","23"
"750","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.02","true","false","true","1001","34","416","317","915","1517","13","31","31","3","4"
"699","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.01","true","true","true","1001","87","679","208","218","968","6","65","65","22","27"
"752","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.03","true","false","true","1001","20","136","302","1434","1637","5","16","16","4","2"
"701","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.02","true","true","true","1001","67","518","227","626","1208","9","55","55","12","17"
"703","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.03","true","true","true","1001","28","141","284","1257","1423","4","21","21","7","11"
"754","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0","true","false","true","1001","90","769","191","111","1026","6","76","76","14","7"
"756","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.01","true","false","true","1001","80","563","201","350","1044","3","59","59","21","9"
"758","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.02","true","false","true","1001","56","390","217","752","1234","3","36","36","20","7"
"709","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.02","true","true","true","1001","33","452","290","769","1448","8","32","32","1","0"
"705","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0","true","true","true","1001","89","780","238","36","1144","22","74","74","15","0"
"760","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.03","true","false","true","1001","21","102","277","1293","1455","12","15","15","6","7"
"707","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.01","true","true","true","1001","41","740","315","316","1387","11","36","36","5","0"
"762","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","1","0","true","false","true","1001","100","872","217","66","1049","32","79","79","21","15"
"764","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.01","true","false","true","1001","77","739","240","404","1207","2","62","62","15","19"
"711","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.03","true","true","true","1001","19","150","276","1269","1509","14","12","12","7","0"
"766","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.02","true","false","true","1001","26","555","279","854","1448","15","24","24","2","7"
"715","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.01","true","true","true","1001","56","744","280","259","1267","34","46","46","10","9"
"719","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.03","true","true","true","1001","34","134","264","1148","1360","5","23","23","11","2"
"717","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.02","true","true","true","1001","41","463","281","753","1396","7","33","33","8","1"
"768","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.03","true","false","true","1001","34","141","259","1331","1505","11","22","22","12","9"
"713","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0","true","true","true","1001","63","891","251","20","1169","36","59","59","4","6"
"770","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0","true","false","true","1001","62","845","274","75","1253","35","52","52","10","0"
"772","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.01","true","false","true","1001","54","707","254","418","1413","31","45","45","9","0"
"723","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.01","true","true","true","1001","72","820","226","294","1262","16","56","56","16","12"
"774","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.02","true","false","true","1001","32","403","290","780","1414","24","29","29","3","0"
"721","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0","true","true","true","1001","68","1011","276","40","1248","17","64","64","4","10"
"725","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.02","true","true","true","1001","42","537","299","837","1527","45","32","32","10","8"
"776","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.03","true","false","true","1001","12","108","310","1351","1556","21","8","8","4","0"
"778","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0","true","false","true","1001","85","771","243","75","1104","10","72","72","13","5"
"780","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.01","true","false","true","1001","61","683","235","379","1267","14","50","50","11","7"
"727","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.03","true","true","true","1001","30","104","274","1309","1451","3","17","17","13","6"
"729","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0","true","true","true","1001","96","869","209","50","1015","15","81","81","15","24"
"782","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.02","true","false","true","1001","47","301","252","842","1293","16","34","34","13","4"
"784","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.03","true","false","true","1001","24","114","284","1375","1590","49","18","18","6","2"
"733","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.02","true","true","true","1001","57","539","271","675","1283","25","44","44","13","14"
"735","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.03","true","true","true","1001","26","240","297","1261","1548","26","21","21","5","7"
"731","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.01","true","true","true","1001","81","699","214","282","1045","4","60","60","21","18"
"786","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0","true","false","true","1001","67","950","270","90","1217","26","58","58","9","9"
"739","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.01","true","true","true","1001","74","630","243","373","1283","15","53","53","21","0"
