"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"increaseChance1"
"03/12/2020 02:52:27:762 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","b1","disasterUti","EWProbDecay","randomChance","startingFund","openWindows?","changeAspiration?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows","totalOrgWindows"
"9","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","8","48","0.3","0.3","0.006","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","159","5585.050334287999","0","334","0","929","0","0","0","159","0","596"
"11","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","2","48","0.3","0.3","0.012","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","119","3153.1342134680035","0","351","0","519","0","0","0","119","0","168"
"26","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","2","48","0.3","0.3","0.03","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","53","3372.416862452004","0","357","0","533","0","0","0","53","0","177"
"10","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","10","48","0.3","0.3","0.006","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","136","6708.440506288006","0","335","0","1096","0","0","0","136","0","761"
"22","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","4","48","0.3","0.3","0.024","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","89","3953.7283030880008","0","350","0","646","0","0","0","89","0","296"
"23","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","6","48","0.3","0.3","0.024","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","83","4861.494496472001","0","344","0","796","0","0","0","83","0","453"
"15","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","10","48","0.3","0.3","0.012","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","129","7356.0379056080055","0","365","0","1186","0","0","0","129","0","821"
"25","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","10","48","0.3","0.3","0.024","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","90","6549.3179584799955","0","319","0","1064","0","0","0","90","0","749"
"2","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","4","48","0.3","0.3","0","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","154","3743.9078455880003","0","316","0","628","0","0","0","154","0","312"
"20","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","10","48","0.3","0.3","0.018","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","115","6928.644295228005","0","355","0","1122","0","0","0","115","0","768"
"24","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","8","48","0.3","0.3","0.024","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","78","5926.840431764006","0","372","0","967","0","0","0","78","0","595"
"27","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","4","48","0.3","0.3","0.03","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","42","4088.6146527320016","0","369","0","679","0","0","0","42","0","311"
"18","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","6","48","0.3","0.3","0.018","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","101","4863.207790312008","0","343","0","822","0","0","0","101","0","481"
"12","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","4","48","0.3","0.3","0.012","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","115","4045.235940584001","0","374","0","659","0","0","0","115","0","285"
"17","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","4","48","0.3","0.3","0.018","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","101","3920.537662404003","0","339","0","654","0","0","0","101","0","315"
"5","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","10","48","0.3","0.3","0","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","158","6639.935330264","0","329","0","1077","0","0","0","158","0","750"
"4","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","8","48","0.3","0.3","0","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","155","5954.126536656005","0","365","0","999","0","0","0","155","0","636"
"21","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","2","48","0.3","0.3","0.024","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","68","3144.0885901680044","0","362","0","520","0","0","0","68","0","158"
"7","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","4","48","0.3","0.3","0.006","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","137","4281.070740032004","0","353","0","689","0","0","0","137","0","336"
"16","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","2","48","0.3","0.3","0.018","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","93","2868.205794984","0","321","0","493","0","0","0","93","0","173"
"19","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","8","48","0.3","0.3","0.018","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","98","6033.724273780006","0","337","0","986","0","0","0","98","0","650"
"8","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","6","48","0.3","0.3","0.006","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","148","4793.604391212","0","314","0","786","0","0","0","148","0","473"
"1","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","2","48","0.3","0.3","0","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","131","2994.3815311960025","0","356","0","511","0","0","0","131","0","155"
"14","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","8","48","0.3","0.3","0.012","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","122","5636.102285956007","0","326","0","920","0","0","0","122","0","595"
"6","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","2","48","0.3","0.3","0.006","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","135","2906.7205504839994","0","344","0","487","0","0","0","135","0","144"
"13","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","6","48","0.3","0.3","0.012","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","103","5132.791838152001","0","365","0","865","0","0","0","103","0","500"
"28","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","6","48","0.3","0.3","0.03","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","58","4888.397406767995","0","355","0","818","0","0","0","58","0","463"
"3","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","6","48","0.3","0.3","0","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","131","4653.481181412001","0","321","0","736","0","0","0","131","0","416"
"30","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","10","48","0.3","0.3","0.03","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","65","6926.223106472006","0","340","0","1119","0","0","0","65","0","780"
"29","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","8","48","0.3","0.3","0.03","4.0E-4","7490","true","false","true","true","true","false","true","true","1000","58","5849.107025436009","0","338","0","963","0","0","0","58","0","628"
