"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"limitedFund"
"02/18/2020 23:18:36:796 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","startingFund","increaseChance","reduceWindows","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"610","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","false","999","57","5198.173346591999","101.82665340799608","53","243","829","974","0","46","46","11","9"
"609","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","false","999","57","4846.493729200003","453.5062707999919","39","225","736","868","2","46","46","11","7"
"612","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","false","999","44","5299.943375396006","0.05662460399879343","89","254","1179","1353","2","42","42","2","4"
"611","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","false","999","59","5299.4223349320055","0.5776650679943227","67","222","913","1063","2","42","42","17","2"
"613","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","false","999","50","5299.990552688012","0.009447311994956742","103","224","1239","1429","12","42","42","8","5"
"614","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","false","999","59","5299.904165567998","0.09583443199665265","72","217","1293","1468","5","54","54","5","3"
"617","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","true","999","32","2832.1629177840005","2467.8370822159923","21","294","365","474","3","23","23","9","9"
"619","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","true","999","49","3704.366647048006","1595.6333529520027","25","246","612","717","1","32","32","17","5"
"618","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","true","999","53","2879.1759465240016","2420.8240534759993","16","241","444","548","3","40","40","13","13"
"616","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","false","999","60","5299.975588140009","0.024411859991490203","98","216","1564","1748","3","53","53","7","6"
"615","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","false","999","67","5299.942693980005","0.057306019991612445","98","209","1416","1608","1","56","56","11","5"
"620","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","true","999","60","4229.603844656","1070.396155344004","44","219","664","787","2","46","46","14","5"
"621","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","true","999","58","5268.605293956004","31.394706044000998","26","244","838","942","4","48","48","10","10"
"622","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","true","999","56","5299.553295416004","0.44670458399324","49","234","990","1110","4","49","49","7","7"
"623","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","true","999","49","5299.989653775998","0.01034622399525631","85","258","1083","1270","16","43","43","6","6"
"624","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","true","999","63","5299.690728768","0.30927123199815876","26","198","1215","1313","0","50","50","13","5"
"626","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","true","999","70","5299.952731868004","0.047268131999198104","65","204","1377","1508","0","52","52","18","5"
"625","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","true","999","68","5299.770598108003","0.22940189199973382","61","214","1356","1493","2","52","52","16","7"
"628","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","false","999","35","2477.6753494600016","2822.324650540003","13","293","351","452","5","25","25","10","15"
"627","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","true","999","70","5299.960416812005","0.03958318800024063","113","179","1384","1594","1","61","61","9","2"
"630","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","false","999","58","4035.4253054919977","1264.5746945079916","34","267","586","721","2","50","50","8","7"
"629","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","false","999","41","3426.3349715680015","1873.6650284320006","16","254","516","610","2","35","35","6","11"
"632","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","false","999","50","5299.364141236","0.6358587639942854","58","238","879","1019","5","40","40","10","9"
"631","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","false","999","61","4530.903176976004","769.0968230239912","27","219","679","779","5","49","49","12","13"
"633","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","false","999","54","5299.988057836004","0.011942163993793109","45","229","993","1133","3","47","47","7","2"
"635","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","false","999","53","5299.948532188001","0.05146781199373729","111","239","1224","1431","2","48","48","5","2"
"636","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","false","999","63","5299.642759368001","0.35724063199096223","49","190","1287","1417","0","50","50","13","6"
"634","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","false","999","67","5299.954507439999","0.04549255999414559","61","194","993","1144","7","53","53","14","3"
"637","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","false","999","53","5299.947904648006","0.052095351986492844","129","244","1453","1671","2","46","46","7","3"
"638","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","false","999","62","5299.965816572005","0.034183427989496806","103","205","1544","1731","1","54","54","8","3"
"641","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","true","999","54","3858.7487080960054","1441.2512919039957","32","237","622","732","4","42","42","12","8"
"640","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","true","999","33","3417.9428896080003","1882.0571103920015","35","284","463","597","14","32","32","1","15"
"639","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","true","999","29","2532.2371628760006","2767.762837124004","9","263","367","453","17","27","27","2","9"
"642","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","true","999","52","4697.027229859998","602.97277014001","50","230","733","873","2","46","46","6","6"
"646","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","true","999","66","5299.899259632008","0.10074036798926578","53","213","1193","1333","1","58","58","8","10"
"643","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","true","999","58","5295.609531316001","4.39046868399676","33","233","877","987","1","50","50","8","8"
"644","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","true","999","62","5299.963823364002","0.03617663600168797","26","217","917","1016","0","47","47","15","4"
"647","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","true","999","57","5299.972600471996","0.0273995280025372","84","199","1321","1489","0","53","53","4","4"
"645","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","true","999","49","5299.850216324001","0.14978367600316211","64","241","1126","1265","5","45","45","4","5"
"649","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","true","999","70","5299.977408656001","0.02259134399461793","100","218","1463","1656","7","58","58","12","2"
"648","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","true","999","59","5299.948910868007","0.05108913199356735","88","251","1524","1700","1","51","51","8","8"
"651","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","false","999","48","3328.403043463999","1971.5969565359917","29","290","493","616","5","42","42","6","12"
"650","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","false","999","40","2424.257405768001","2875.7425942319924","10","272","330","429","5","31","31","9","15"
"652","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","false","999","47","3973.5163421840025","1326.483657815995","31","233","603","724","6","40","40","7","12"
"654","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","false","999","69","4667.812561904006","632.1874380959931","32","203","766","883","2","50","50","19","7"
"653","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","false","999","49","4749.130799268001","550.8692007319945","26","244","774","882","4","39","39","10","6"
"655","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","false","999","56","5299.860298064009","0.1397019359965359","53","237","997","1144","10","45","45","11","4"
"657","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","false","999","63","5299.716308844003","0.2836911559843971","92","183","1130","1309","0","53","53","10","5"
"658","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","false","999","71","5299.986177364004","0.013822635989894305","69","192","1195","1352","1","61","61","10","3"
"660","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","false","999","73","5299.947786680012","0.05221331999192902","61","193","1423","1569","0","57","57","16","7"
"656","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","false","999","53","5299.999760564009","2.394359947865965E-4","71","217","1087","1235","3","48","48","5","10"
"662","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","true","999","43","3439.7889253439976","1860.2110746560027","16","262","495","590","1","39","39","4","13"
"663","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","true","999","54","3750.488495107999","1549.5115048919988","20","251","589","699","3","49","49","5","13"
"664","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","true","999","55","4520.202238520003","779.7977614799933","53","226","700","853","5","49","49","6","7"
"659","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","false","999","60","5299.998301904005","0.0016980960047590088","80","205","1467","1627","1","56","56","4","3"
"665","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","true","999","64","5182.641962424004","117.35803757599355","48","231","835","979","0","54","54","10","14"
"661","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","true","999","44","2170.341084355999","3129.658915643996","7","241","327","412","2","28","28","16","17"
"666","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","true","999","51","5299.664701316004","0.33529868399252205","94","235","1004","1184","1","45","45","6","9"
"667","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","true","999","42","5299.982398691998","0.017601307992689996","76","278","1189","1359","14","38","38","4","5"
"668","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","true","999","57","5299.989008084","0.010991915999745139","80","237","1235","1413","8","50","50","7","6"
"670","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","true","999","47","5299.948058536017","0.051941463990655024","109","250","1601","1790","6","46","46","1","4"
"669","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","true","999","57","5299.842468372002","0.15753162799727427","55","223","1423","1562","2","47","47","10","3"
"671","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","true","999","79","5299.972183256002","0.02781674399886569","77","177","1366","1542","3","69","69","10","8"
"672","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","false","999","38","2457.4412179160004","2842.558782083993","18","261","326","435","5","29","29","9","15"
"674","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","false","999","44","4327.544870620002","972.4551293799985","34","244","611","738","11","40","40","4","13"
"676","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","false","999","58","5086.951564148007","213.04843585199922","21","246","813","921","5","51","51","7","8"
"673","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","false","999","34","3739.2115093200014","1560.788490680004","26","285","555","655","1","31","31","3","9"
"675","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","false","999","58","4713.075320132012","586.9246798679931","15","223","746","843","1","46","46","12","14"
"679","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","false","999","65","5299.898135932005","0.10186406798974268","34","198","1195","1318","5","60","60","5","8"
"678","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","false","999","58","5299.931683427998","0.06831657199915364","88","231","1093","1275","1","50","50","8","12"
"680","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","false","999","68","5299.954579260007","0.04542073998971485","78","178","1230","1388","1","55","55","13","4"
"677","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","false","999","53","5299.966954068015","0.03304593199953931","52","263","996","1131","2","44","44","9","6"
"681","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","false","999","62","5299.973090780003","0.02690921999657636","55","214","1456","1588","2","48","48","14","7"
"682","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","false","999","70","5299.954765196008","0.04523480399813229","130","194","1398","1625","0","55","55","15","4"
"683","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","true","999","28","2306.6613377919994","2993.338662207995","18","262","357","442","2","19","19","9","6"
"684","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","true","999","40","3757.030973800002","1542.969026199999","13","276","552","648","13","34","34","6","16"
"685","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","true","999","54","3551.096113780003","1748.9038862199948","24","213","585","679","2","40","40","14","10"
"686","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","true","999","50","4876.423343160003","423.5766568400035","37","245","754","888","5","47","47","3","5"
"688","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","true","999","67","5299.442074620012","0.5579253799946366","46","196","926","1046","1","48","48","19","8"
"687","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","true","999","51","5299.847772488001","0.15222751199011242","62","264","885","1024","1","40","40","11","8"
"689","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","true","999","55","5299.899331280009","0.10066871999415117","75","212","1071","1230","1","47","47","8","6"
"691","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","true","999","54","5299.978365940009","0.021634059997999167","62","212","1342","1484","1","47","47","7","2"
"690","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","true","999","62","5299.987366679991","0.012633320001085302","74","210","1149","1310","2","49","49","13","7"
"692","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","true","999","57","5299.955545308008","0.04445469199968244","116","227","1446","1655","8","50","50","7","6"
"693","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","true","999","75","5299.946057512009","0.05394248799399737","125","168","1354","1573","2","60","60","15","6"
"695","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","false","999","32","3293.276809783999","2006.723190216","31","272","483","596","6","26","26","6","10"
"694","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","false","999","34","2425.2651662880016","2874.734833711997","13","295","357","459","4","25","25","9","11"
"697","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","false","999","54","4569.531879951998","730.4681200479981","40","247","742","865","2","45","45","9","8"
"696","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","false","999","53","3676.373354416002","1623.6266455839977","28","230","544","668","2","48","48","5","10"
"698","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","false","999","59","5053.225097472004","246.77490252799245","59","215","827","966","2","47","47","12","6"
"699","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","false","999","64","5299.814661452004","0.18533854799845173","52","210","906","1046","2","49","49","15","8"
"700","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","false","999","68","5299.718913419992","0.28108657999852227","50","221","1038","1201","2","61","61","7","5"
"701","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","false","999","63","5299.9298437560055","0.07015624399791065","69","213","1115","1286","3","57","57","6","11"
"702","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","false","999","62","5299.999706567989","2.9343199709330747E-4","64","218","1364","1514","0","52","52","10","5"
"703","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","false","999","60","5299.994507859997","0.005492140006743362","94","222","1492","1668","3","51","51","9","7"
"704","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","false","999","58","5299.9632024440025","0.03679755598924306","115","206","1586","1769","0","43","43","15","5"
"705","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","true","999","33","2220.6789380560017","3079.3210619439988","13","272","343","430","7","22","22","11","13"
"706","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","true","999","48","3199.977693644001","2100.0223063559943","17","257","486","584","1","40","40","8","13"
"707","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","true","999","50","4201.52765692","1098.4723430799947","25","248","641","741","0","42","42","8","9"
"708","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","true","999","54","4427.828781799999","872.1712182000003","41","218","691","812","1","47","47","7","9"
"710","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","true","999","67","5299.493488471998","0.5065115279959826","25","190","894","1000","1","56","56","11","7"
"709","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","true","999","60","5133.448918940001","166.551081059991","41","234","815","946","0","49","49","11","8"
"711","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","true","999","57","5299.90045187201","0.09954812799537915","34","191","1099","1218","11","47","47","10","5"
"712","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","true","999","59","5299.872224999994","0.12777500000124675","50","211","1173","1303","3","50","50","9","4"
"713","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","true","999","62","5299.991389668008","0.008610332003010868","64","174","1318","1451","0","47","47","15","2"
"714","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","true","999","74","5299.937841772006","0.06215822799918813","58","171","1354","1496","1","59","59","15","5"
"715","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","true","999","62","5299.959950159995","0.040049839990573766","87","194","1509","1682","0","58","58","4","5"
"717","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","false","999","55","2916.073339376001","2383.926660623999","22","237","434","553","8","46","46","9","15"
"716","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","false","999","27","2839.9773045280012","2460.0226954720015","14","315","392","499","13","22","22","5","9"
"718","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","false","999","42","4049.4260907959997","1250.5739092040058","33","248","599","722","5","37","37","5","13"
"720","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","false","999","58","5298.862728148007","1.1372718519910636","44","253","863","1011","2","50","50","8","10"
"721","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","5","9","true","false","true","true","true","false","true","false","999","47","5299.82044664401","0.17955335599470512","41","251","1056","1196","21","40","40","7","6"
"719","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","false","999","53","4529.334920943996","770.665079055993","23","247","726","827","0","39","39","14","12"
"722","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","6","9","true","false","true","true","true","false","true","false","999","57","5299.884339332008","0.11566066798509933","45","212","1062","1194","7","52","52","5","12"
"723","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","7","9","true","false","true","true","true","false","true","false","999","51","5299.985245340001","0.014754659996225605","70","223","1182","1333","7","45","45","6","7"
"724","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","8","9","true","false","true","true","true","false","true","false","999","54","5299.988152600008","0.011847399999731056","60","245","1398","1537","9","48","48","6","8"
"726","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","10","9","true","false","true","true","true","false","true","false","999","63","5299.943317360006","0.05668264000383072","144","238","1522","1766","1","54","54","9","6"
"725","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","9","9","true","false","true","true","true","false","true","false","999","63","5299.812675027999","0.1873249719995016","104","212","1405","1609","3","56","56","7","5"
"727","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","0","9","true","false","true","true","true","false","true","true","999","34","2560.008395232001","2739.9916047679935","10","273","357","437","7","28","28","6","16"
"728","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","1","9","true","false","true","true","true","false","true","true","999","44","3079.246928396003","2220.7530716040014","22","258","491","592","7","31","31","13","10"
"729","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","2","9","true","false","true","true","true","false","true","true","999","55","3871.191176596006","1428.8088234039897","50","247","601","725","3","41","41","14","8"
"731","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","4","9","true","false","true","true","true","false","true","true","999","46","5299.930446408007","0.06955359199101263","51","255","891","1018","4","42","42","4","5"
"730","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","5300","3","9","true","false","true","true","true","false","true","true","999","59","4632.486669028003","667.5133309719977","24","207","737","847","1","52","52","7","11"
