"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"increaseChance"
"02/16/2020 00:28:45:655 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"221","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","2731.0560007686345","422","269","2808","3442","109","32","32","2","1"
"218","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","43","3391.067427205507","643","268","5108","5841","3","39","39","4","1"
"215","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","2663.6730270870585","481","300","3701","4289","16","32","32","2","2"
"223","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","27","2253.6585306203383","384","264","2546","3011","8","26","26","1","0"
"224","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","33","2481.9780541784457","386","296","3143","3598","0","21","21","12","1"
"226","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","3340.0071721600166","577","258","4278","4967","43","29","29","5","1"
"225","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","48","2581.045821815218","462","253","3346","3883","1","33","33","15","2"
"227","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","48","2676.7416039879595","559","229","4470","5103","0","35","35","13","3"
"228","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","56","3019.310402715636","573","226","4655","5310","3","44","44","12","0"
"230","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","43","2967.6383571960087","653","239","6314","7038","0","27","27","16","1"
"231","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","40","2535.4560018425436","466","259","2639","3291","103","34","34","6","1"
"229","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","4672.768373787958","809","193","5430","6323","7","39","39","7","0"
"233","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","36","2249.431582338988","372","303","2372","2849","22","30","30","6","2"
"234","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","41","2180.8588267478735","392","272","3028","3521","6","34","34","7","2"
"232","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","26","2068.845022046071","306","297","1977","2388","23","21","21","5","3"
"235","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","57","1667.3724427085128","304","209","3198","3579","3","48","48","9","1"
"236","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","32","3053.6433485535626","529","261","4304","4908","4","29","29","3","0"
"237","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","2355.6770802092733","448","276","4579","5127","17","39","39","7","4"
"241","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","49","2688.2675961890413","449","256","2462","3120","119","42","42","7","0"
"239","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","31","5001.566145103823","905","229","5828","6835","8","31","31","0","1"
"238","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","30","3713.5185946935358","732","296","5435","6294","37","30","30","0","0"
"240","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","30","5259.3175810905495","969","250","6579","7627","4","25","25","5","1"
"242","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","33","1681.97582779812","231","269","1955","2321","44","27","27","6","1"
"245","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","2495.701319110558","426","267","3632","4122","1","27","27","7","2"
"243","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","2067.5053305942297","314","254","2457","2849","11","29","29","6","0"
"244","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","43","1961.1021510126939","320","237","2959","3366","7","35","35","8","1"
"251","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","58","2134.495431143547","362","220","2395","2943","98","48","48","10","2"
"247","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","3680.1828707225513","728","262","4551","5397","18","32","32","6","1"
"248","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","48","3554.1421689900512","754","238","4759","5642","44","38","38","10","0"
"246","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","28","3842.957286631451","579","291","4357","5103","83","24","24","4","1"
"249","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","3571.8956547759926","734","227","5843","6646","8","30","30","5","0"
"250","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","48","3455.0917534122327","771","213","5760","6611","10","34","34","14","1"
"252","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","40","1717.7630349487526","289","263","1813","2189","10","34","34","6","4"
"253","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","36","2349.4445590138225","384","249","2472","2946","20","26","26","10","0"
"255","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","3136.6138313788233","547","262","3482","4120","12","36","36","3","1"
"254","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","41","2238.8392470410117","401","273","3093","3588","10","33","33","8","1"
"256","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","2387.6397747092788","510","229","3806","4401","4","33","33","13","0"
"257","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","57","2332.797191936014","472","224","4135","4682","0","41","41","16","2"
"258","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","25","6145.863592861794","1055","272","5381","6533","6","23","23","2","1"
"261","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","53","2378.616751607674","399","248","2737","3331","101","43","43","10","0"
"259","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","36","4120.45044695371","773","261","5989","6842","3","26","26","10","0"
"263","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","50","2136.167959968903","302","254","2274","2689","9","41","41","9","5"
"260","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","29","4741.388960488489","835","281","6601","7568","53","23","23","6","0"
"262","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","28","2051.86912360686","320","275","1923","2333","6","24","24","4","4"
"264","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","48","1600.6049747847921","295","233","2844","3225","10","32","32","16","0"
"265","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","32","3261.2206635116163","526","266","3590","4209","12","27","27","5","2"
"267","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","3571.5789703927667","705","274","4630","5412","4","24","24","11","2"
"269","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","55","3975.9027005044713","668","259","5242","5999","4","39","39","16","1"
"268","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","5041.024302654561","944","260","5024","6074","6","29","29","6","0"
"266","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","24","3643.4791712354486","584","285","4367","5091","67","23","23","1","1"
"270","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","5248.507906465117","914","268","6322","7356","31","26","26","8","1"
"271","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","54","2008.5979110185724","348","214","2661","3184","93","46","46","8","1"
"273","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","33","1706.7724180113617","294","294","2538","2914","10","28","28","5","4"
"272","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","52","1647.073626143941","249","233","1734","2083","7","42","42","10","2"
"274","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","31","2708.978944341787","495","290","3208","3796","10","27","27","4","3"
"277","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","3299.4471407561164","617","275","4736","5450","14","31","31","3","1"
"275","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","47","2220.9587408310267","367","267","3401","3875","20","37","37","10","3"
"276","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","2587.0553897598083","499","252","4249","4831","6","34","34","4","2"
"278","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","3689.739236052904","654","265","5092","5820","4","27","27","12","0"
"279","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","29","5092.743905242202","981","289","5881","6965","10","28","28","1","1"
"280","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","42","5389.284110846625","997","275","6030","7122","9","32","32","10","0"
"281","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","30","3226.4755168179527","540","299","2984","3726","111","30","30","0","2"
"282","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","47","1425.5645648506206","259","277","1894","2240","3","33","33","14","2"
"283","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","28","2147.2007681036703","376","296","2506","2983","12","28","28","0","1"
"284","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","49","1605.1421558555114","303","215","2869","3242","8","36","36","13","3"
"285","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","2541.6733162853707","463","257","3610","4154","9","30","30","9","0"
"286","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","31","3765.18945440503","655","254","4153","4913","15","28","28","3","2"
"287","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","4186.916511361565","661","277","4674","5496","91","29","29","5","0"
"293","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","49","1805.5855330769712","275","225","2305","2662","4","35","35","14","0"
"291","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","2243.523786784468","435","231","2654","3271","102","37","37","1","1"
"288","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","33","3354.9934564817245","734","292","5475","6291","7","28","28","5","1"
"289","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","4834.892898463514","841","260","5844","6783","6","31","31","4","3"
"292","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","19","2094.6515874274814","286","308","2033","2414","8","18","18","1","0"
"294","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","51","1769.172814303561","317","222","2793","3203","1","40","40","11","2"
"290","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","47","4032.2212884348273","857","222","5945","6889","7","42","42","5","1"
"296","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","3013.8111976192204","529","264","4038","4653","9","32","32","7","1"
"295","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","2228.855653052639","364","228","3468","3915","0","36","36","10","1"
"297","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","3531.4936910151227","647","256","4732","5456","3","30","30","8","1"
"298","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","3960.2481484942805","789","253","5077","5976","20","34","34","4","0"
"299","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","44","4308.462672131882","834","229","5415","6339","9","37","37","7","3"
"300","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","54","3763.435073417839","758","243","5850","6706","9","47","47","7","1"
"302","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","40","1322.058174895171","189","294","2002","2288","23","31","31","9","5"
"301","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","42","2629.3423513070707","434","274","2750","3378","97","36","36","6","2"
"304","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","40","2700.6897979434652","455","268","2932","3488","10","36","36","4","0"
"303","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","2795.7867917993085","376","281","2461","2944","9","30","30","5","1"
"305","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","42","3542.367420504279","604","236","3303","3999","6","36","36","6","2"
"306","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","40","3777.833725504831","646","248","4031","4767","3","33","33","7","0"
"307","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","30","4115.8456177056305","762","253","4849","5708","10","28","28","2","1"
"308","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","31","4502.631893410815","834","283","5348","6297","29","26","26","5","1"
"309","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","4747.717160082466","880","293","5928","6902","7","30","30","4","3"
"310","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","53","3496.855784728051","729","238","5778","6594","3","43","43","10","1"
"312","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","33","2042.9905510641595","266","266","1999","2383","32","29","29","4","2"
"313","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","1871.404885037612","308","265","2426","2838","19","31","31","7","1"
"311","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","42","2306.1226018228203","390","249","2785","3374","121","37","37","5","3"
"314","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","55","1507.3364105776807","267","191","2641","2986","6","39","39","16","2"
"316","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","48","2564.660188113396","548","212","3759","4398","3","40","40","8","1"
"317","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","3715.242310290063","624","271","4762","5472","12","30","30","5","2"
"321","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","37","3137.1626531714396","525","267","2887","3588","107","36","36","1","0"
"315","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","41","2226.8631755416573","420","253","3461","3965","1","33","33","8","0"
"320","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","42","4098.3571996139835","844","249","6189","7120","14","35","35","7","1"
"319","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","26","4705.129386289361","854","278","6069","7047","47","23","23","3","0"
"322","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","38","1229.9238925850711","184","217","1951","2204","9","34","34","4","1"
"318","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","4260.565886680989","782","241","5013","5901","11","32","32","7","0"
"324","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","27","3409.5279859674274","505","274","3117","3709","3","24","24","3","2"
"325","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","32","3168.172865356112","531","247","3701","4320","4","27","27","5","0"
"323","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","32","2267.904514680629","325","266","2571","2989","11","30","30","2","3"
"327","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","50","3309.7385930442424","609","248","4288","4988","3","39","39","11","6"
"326","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","41","3029.28890209317","601","261","3971","4654","3","31","31","10","5"
"332","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","1488.19827671343","206","214","1802","2085","4","34","34","12","5"
"328","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","37","4208.759740120673","804","268","5303","6189","13","32","32","5","1"
"331","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","3028.810596833168","493","268","2930","3605","101","29","29","5","2"
"333","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","23","2305.0303824104126","395","260","2671","3138","7","22","22","1","1"
"329","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","44","2933.580775124619","654","270","5687","6439","11","37","37","7","2"
"330","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","3657.4973237377762","681","235","6110","6885","15","38","38","8","1"
"334","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","2584.16953768143","409","271","2967","3464","1","35","35","4","2"
"335","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","46","2809.4339758198566","482","267","3384","3961","5","36","36","10","2"
"336","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","45","2786.745600220044","554","252","3903","4548","3","37","37","8","1"
"337","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","50","2719.0803089219435","582","215","4313","4988","15","39","39","11","2"
"338","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","4143.277336723128","697","281","5369","6160","19","31","31","4","0"
"341","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","32","2437.65779773734","439","267","2770","3390","109","30","30","2","2"
"339","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","47","4193.6202561447235","801","226","5346","6232","11","38","38","9","1"
"342","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","27","1577.95939925964","253","295","2055","2395","13","21","21","6","1"
"343","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","2019.6055540468803","317","230","2363","2766","6","32","32","7","2"
"340","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","26","5720.337038194663","1046","295","6671","7835","37","21","21","5","0"
"347","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","44","2874.0566866988784","536","272","4622","5250","1","34","34","10","3"
"344","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","33","2726.175586226854","449","267","2974","3543","25","32","32","1","2"
"348","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","3.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","44","4185.608673729418","765","261","4958","5829","12","39","39","5","1"
"346","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","2920.8886550465436","566","271","4110","4776","26","26","26","13","1"
"345","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","2.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","40","3215.9276473239884","495","262","3489","4085","14","31","31","9","1"
"349","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","39","4528.044729634145","858","272","5519","6471","9","33","33","6","0"
"350","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","4.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","32","5090.079563236094","954","264","6557","7595","15","20","20","12","0"
"352","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","35","2052.84974704236","290","269","1897","2275","5","26","26","9","0"
"354","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.51","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","45","1711.6799517648947","322","284","2931","3341","5","36","36","9","2"
"351","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","0.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","34","2457.2786044944623","457","252","2502","3149","115","32","32","2","0"
"353","0.3","4","0.08","8","0.25","0.4","6.5","1.7","1000","1","1.01","48","0.3","0.3","0.03","true","false","true","true","true","false","1001","50","1681.7302772199027","283","207","2293","2652","2","38","38","12","4"
