"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"AspirationOn3"
"02/06/2020 20:11:02:245 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"9","0.6","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","27","119","294","20","459","55","13","13","14","0"
"3","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","12","0","345","5","345","10","0","0","12","0"
"1","0","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","16","0","318","0","318","27","0","0","16","0"
"24","0.6","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","41","625","262","312","1199","7","37","37","4","0"
"6","0","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","62","129","249","1","422","10","39","39","23","0"
"17","0.2","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","74","439","227","6","731","4","57","57","17","0"
"25","0.8","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","27","309","328","744","1224","18","26","26","1","0"
"11","0","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","63","284","272","0","612","7","51","51","12","0"
"20","0.8","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","17","368","321","466","1081","38","14","14","3","0"
"26","0","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","85","803","222","1","1118","18","76","76","9","0"
"10","0.8","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","19","78","299","214","482","12","12","12","7","0"
"16","0","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","38","558","296","3","920","43","34","34","4","0"
"4","0.6","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","3","0","354","34","354","40","0","0","3","0"
"2","0.2","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","16","0","340","0","340","36","0","0","16","0"
"21","0","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","66","656","268","4","1001","20","60","60","6","0"
"8","0.4","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","52","126","280","11","459","16","38","38","14","0"
"5","0.8","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","2","0","341","106","341","42","0","0","2","0"
"28","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","98","646","253","35","1019","9","78","78","20","0"
"19","0.6","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","73","443","260","96","856","18","54","54","19","0"
"7","0.2","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","32","139","291","1","467","31","26","26","6","0"
"12","0.2","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","76","271","246","2","594","25","54","54","22","0"
"14","0.6","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","57","252","294","119","706","29","51","51","6","0"
"15","0.8","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","31","143","274","427","717","9","25","25","6","0"
"27","0.2","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","93","704","202","16","993","7","65","65","28","0"
"13","0.4","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","79","261","257","25","592","3","55","55","24","0"
"23","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","76","617","315","96","1104","23","69","69","7","0"
"18","0.4","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","71","487","280","21","844","11","54","54","17","0"
"22","0.2","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","82","616","221","8","927","16","70","70","12","0"
"29","0.6","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","71","711","230","253","1224","8","52","52","19","0"
"49","0.6","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","16","34","317","58","317","33","12","12","4","12"
"31","0","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","76","970","249","10","1310","16","70","70","6","0"
"30","0.8","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","46","420","291","901","1514","26","37","37","9","0"
"33","0.4","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","80","1035","244","34","1392","8","71","71","9","0"
"50","0.8","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","7","19","349","159","349","75","4","4","3","4"
"43","0.4","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","93","1125","230","48","1495","15","82","82","11","0"
"35","0.8","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","28","433","288","1004","1609","16","26","26","2","0"
"44","0.6","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","56","1121","278","456","1886","16","53","53","3","0"
"36","0","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","85","1033","243","3","1351","7","67","67","18","0"
"32","0.2","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","90","967","217","21","1284","20","65","65","25","0"
"39","0.6","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","81","942","234","231","1451","5","60","60","21","0"
"45","0.8","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","35","639","299","1287","2116","15","33","33","2","0"
"41","0","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","96","1235","210","1","1543","13","84","84","12","0"
"48","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","28","60","312","2","312","12","8","8","20","8"
"54","0.6","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","42","160","286","89","472","14","37","37","5","10"
"42","0.2","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","78","1398","251","27","1750","10","65","65","13","0"
"53","0.4","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","61","157","250","13","422","4","49","49","12","4"
"40","0.8","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","31","885","264","1037","2119","12","29","29","2","0"
"34","0.6","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","88","829","247","165","1307","21","68","68","20","0"
"52","0.2","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","41","179","313","2","488","25","29","29","12","3"
"38","0.4","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","65","1329","255","56","1699","8","57","57","8","0"
"37","0.2","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0","0","true","true","true","true","1001","87","1089","223","5","1385","9","64","64","23","0"
"51","0","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","54","190","275","0","434","5","28","28","26","7"
"47","0.2","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","42","43","291","1","291","0","17","17","25","17"
"55","0.8","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","12","81","324","304","505","12","9","9","3","5"
"56","0","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","84","303","238","0","556","2","56","56","28","6"
"46","0","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","14","44","319","0","319","33","7","7","7","7"
"57","0.2","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","64","388","274","3","662","8","57","57","7","9"
"60","0.8","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","23","168","319","473","786","25","20","20","3","5"
"59","0.6","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","53","318","247","168","687","4","41","41","12","3"
"58","0.4","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","77","352","253","13","630","10","61","61","16","11"
"63","0.4","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","59","582","341","17","926","16","47","47","12","0"
"61","0","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","78","520","249","6","788","0","62","62","16","6"
"62","0.2","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","69","554","274","6","855","21","60","60","9","3"
"64","0.6","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","57","500","272","117","868","17","51","51","6","5"
"72","0.2","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","92","717","217","13","989","11","71","71","21","3"
"69","0.6","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","65","641","263","152","1040","6","53","53","12","6"
"65","0.8","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","31","238","318","632","1012","5","22","22","9","2"
"66","0","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","83","639","256","3","915","11","61","61","22","3"
"70","0.8","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","45","298","311","766","1220","9","35","35","10","3"
"68","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","80","670","244","33","988","9","72","72","8","3"
"67","0.2","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","66","755","274","7","1054","25","58","58","8","6"
"76","0","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","92","841","216","2","1094","6","74","74","18","3"
"71","0","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","69","889","227","3","1145","11","57","57","12","4"
"75","0.8","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","37","281","311","1102","1489","22","25","25","12","2"
"73","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","78","858","236","39","1156","18","64","64","14","5"
"74","0.6","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","64","774","262","256","1281","17","55","55","9","2"
"80","0.8","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","34","521","296","1044","1705","12","30","30","4","1"
"77","0.2","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","88","992","242","24","1290","11","73","73","15","3"
"79","0.6","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","90","732","191","231","1191","7","76","76","14","0"
"82","0.2","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","62","1391","240","30","1692","20","60","60","2","0"
"83","0.4","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","88","1227","249","53","1573","26","74","74","14","3"
"81","0","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","76","1137","243","1","1409","20","59","59","17","2"
"78","0.4","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","84","964","214","33","1241","9","67","67","17","1"
"84","0.6","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","42","1158","305","486","1899","30","33","33","9","0"
"85","0.8","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","36","734","285","899","1827","16","32","32","4","2"
"88","0.4","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","97","1156","223","50","1483","13","81","81","16","2"
"89","0.6","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","50","1305","275","300","1877","34","50","50","0","3"
"87","0.2","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","73","1448","266","27","1771","29","65","65","8","5"
"86","0","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","83","1409","235","16","1691","8","74","74","9","5"
"93","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","33","93","298","5","298","14","18","18","15","18"
"90","0.8","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.2","0","true","true","true","true","1001","35","669","298","1473","2296","32","28","28","7","2"
"92","0.2","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","43","111","292","0","292","3","25","25","18","25"
"94","0.6","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","26","73","308","40","308","20","17","17","9","17"
"97","0.2","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","68","198","245","0","398","4","41","41","27","12"
"91","0","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","40","91","286","0","286","2","22","22","18","22"
"98","0.4","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","56","193","267","4","406","8","35","35","21","15"
"99","0.6","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","51","163","278","112","445","9","37","37","14","16"
"95","0.8","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","28","38","281","147","281","4","12","12","16","12"
"100","0.8","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","27","139","327","225","515","18","24","24","3","10"
"96","0","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","64","214","246","3","407","16","47","47","17","13"
"103","0.4","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","82","352","244","14","556","3","60","60","22","15"
"102","0.2","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","109","290","214","7","510","4","80","80","29","18"
"101","0","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","54","455","304","1","706","20","44","44","10","12"
"106","0","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","83","502","234","1","714","3","59","59","24","8"
"105","0.8","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","27","217","352","421","790","19","24","24","3","10"
"107","0.2","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","90","501","192","9","696","5","70","70","20","10"
"104","0.6","4","0.08","6","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","60","343","272","101","661","22","54","54","6","13"
"108","0.4","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","87","503","265","38","772","12","63","63","24","18"
"109","0.6","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","63","475","262","116","808","10","56","56","7","8"
"111","0","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","89","742","217","6","953","5","72","72","17","7"
"110","0.8","4","0.08","9","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","43","307","301","505","960","10","34","34","9","13"
"112","0.2","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","79","765","258","33","1037","25","63","63","16","7"
"115","0.8","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","36","355","287","710","1208","40","31","31","5","3"
"116","0","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","76","970","243","1","1173","4","56","56","20","11"
"113","0.4","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","62","820","268","44","1116","30","54","54","8","3"
"114","0.6","4","0.08","12","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","71","686","260","203","1102","10","61","61","10","10"
"122","0.2","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","70","1167","259","11","1409","16","62","62","8","8"
"118","0.4","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","75","902","241","28","1181","54","67","67","8","6"
"126","0","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","62","1374","285","5","1643","39","54","54","8","4"
"119","0.6","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","59","841","253","348","1405","29","53","53","6","9"
"125","0.8","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","40","481","300","1079","1671","4","32","32","8","4"
"121","0","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","89","956","243","1","1179","9","74","74","15","6"
"117","0.2","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","86","836","235","22","1119","60","73","73","13","9"
"123","0.4","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","106","842","175","25","1050","4","77","77","29","5"
"129","0.6","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","74","1052","237","287","1550","11","67","67","7","4"
"124","0.6","4","0.08","18","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","81","961","227","153","1333","32","69","69","12","6"
"120","0.8","4","0.08","15","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","46","356","236","856","1318","4","36","36","10","5"
"127","0.2","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","78","1282","252","27","1542","21","67","67","11","6"
"131","0","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","91","1310","186","2","1499","3","66","66","25","3"
"132","0.2","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","84","1268","208","9","1483","10","67","67","17","8"
"138","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.6","0","true","true","true","true","1001","34","135","286","5","286","15","24","24","10","24"
"128","0.4","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","82","1102","233","105","1421","14","68","68","14","7"
"135","0.8","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","31","705","283","1458","2294","25","26","26","5","3"
"136","0","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.6","0","true","true","true","true","1001","36","141","294","0","294","18","24","24","12","24"
"133","0.4","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","64","1253","210","160","1605","9","57","57","7","2"
"134","0.6","4","0.08","24","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","75","1209","217","436","1840","11","64","64","11","5"
"130","0.8","4","0.08","21","0.25","0.4","6.5","2","1000","1","48","0.5","0.4","0","true","true","true","true","1001","69","713","232","601","1474","7","54","54","15","6"
"137","0.2","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.6","0","true","true","true","true","1001","46","126","261","1","261","10","28","28","18","28"
"140","0.8","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.6","0","true","true","true","true","1001","24","121","352","116","352","10","17","17","7","17"
"139","0.6","4","0.08","0","0.25","0.4","6.5","2","1000","1","48","0.5","0.6","0","true","true","true","true","1001","31","132","308","25","308","16","22","22","9","22"
"141","0","4","0.08","3","0.25","0.4","6.5","2","1000","1","48","0.5","0.6","0","true","true","true","true","1001","54","269","265","0","419","1","41","41","13","21"
