"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"limitedFund"
"02/18/2020 14:25:13:482 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","startingFund","increaseChance","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","randomBoost?","limitedFund?","random-orgWindows?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"27","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","42","0","0.03498707599978523","316","236","2876","3281","5","40","40","2","3"
"26","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","55","0","0.05754099199929641","219","213","2043","2357","1","49","49","6","3"
"53","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","43","0","0.15079045999897644","40","232","798","911","6","33","33","10","5"
"54","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","47","0","0.03211839999913302","75","276","784","947","1","42","42","5","8"
"55","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","42","0","0.001025412000169812","72","250","853","1007","6","35","35","7","6"
"57","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","47","0","0.023926263999145547","66","260","775","924","0","34","34","13","6"
"56","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","43","0","0.013864115999641768","66","216","790","925","2","36","36","7","9"
"30","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","60","0","0.009973871999627626","357","203","4497","4934","4","53","53","7","0"
"29","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","62","0","0.005000223999000575","410","207","3762","4267","11","58","58","4","5"
"59","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","45","0","0.05579226399973569","48","227","813","943","5","35","35","10","9"
"60","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","50","0","0.059880464000290345","49","226","789","908","3","36","36","14","4"
"31","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","68","0","0.054293092000732734","671","197","4557","5319","1","51","51","17","3"
"32","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","58","0","0.038007171999240974","602","208","5782","6479","15","50","50","8","3"
"58","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","41","0","0.023472192000035363","69","278","811","974","7","37","37","4","7"
"35","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","55","0","0.030145755999411605","864","214","7741","8687","2","51","51","4","0"
"34","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","65","0","0.05883850799879564","753","209","6523","7383","13","57","57","8","1"
"37","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","37","0","0.02756137200018216","240","267","1492","1837","7","33","33","4","5"
"36","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","70","0","0.04824454400001965","825","184","7363","8297","7","63","63","7","2"
"33","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","60","0","0.014987923999155939","678","215","6351","7111","3","48","48","12","1"
"38","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","59","0","0.05375878400010947","239","209","1975","2313","0","51","51","8","2"
"39","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","61","0","0.0331142599997607","223","211","2766","3069","3","49","49","12","7"
"40","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","60","0","0.05501221599866701","280","220","3265","3627","2","53","53","7","3"
"41","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","54","0","0.031189983999865056","548","230","3919","4565","4","47","47","7","2"
"42","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","53","0","0.05747114399888087","572","225","4583","5236","3","44","44","9","3"
"44","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","66","0","0.05499831199915661","719","232","5295","6112","5","58","58","8","1"
"43","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","54","0","0.040552447998720265","715","241","5189","6009","6","48","48","6","2"
"45","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","52","0","0.05682683199929883","592","250","6686","7399","42","45","45","7","0"
"47","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","59","0","0.024749207999394507","811","221","7492","8397","7","48","48","11","2"
"48","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","70","0","0.05824802399863538","793","174","7410","8292","2","60","60","10","0"
"46","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","66","0","0.008497712000209212","694","214","6568","7366","4","61","61","5","2"
"61","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","46","0","0.04516964800077705","58","246","742","880","3","31","31","15","7"
"62","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","40","0","0.1534005999993071","56","242","777","922","1","34","34","6","6"
"63","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","44","0","0.004047628000277914","49","239","868","983","0","33","33","11","5"
"64","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","36","0","0.12429812799931472","61","243","795","935","3","29","29","7","5"
"66","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","46","0","0.04671810399976417","86","267","821","995","3","34","34","12","6"
"67","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","46","0","0.04806759599938637","88","228","765","941","3","36","36","10","10"
"68","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","46","0","0.012137563998601664","41","239","793","903","2","34","34","12","10"
"65","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","46","0","0.5351628279997649","77","219","749","891","2","36","36","10","9"
"69","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","41","0","0.18200130000007375","75","254","811","973","2","31","31","10","6"
"70","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","44","0","0.18044333199922402","59","251","775","919","0","34","34","10","6"
"71","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","43","0","0.05644712399785501","60","226","766","901","1","36","36","7","9"
"72","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","49","0","0.039746271999241856","85","269","767","940","1","39","39","10","7"
"98","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","56","0","0.04533188399930399","37","184","776","887","2","40","40","16","10"
"97","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","37","0","0.0349284959997771","46","234","831","967","5","30","30","7","2"
"100","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","52","0","0.039937156000827034","62","202","718","863","3","36","36","16","9"
"99","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","46","0","0.018158215999638294","51","237","758","882","1","32","32","14","6"
"74","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","57","0","0.0503607999989768","190","210","2073","2353","3","51","51","6","1"
"102","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","38","0","0.27471166399985414","51","252","865","972","5","29","29","9","5"
"103","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","41","0","0.028642500000477078","67","255","761","921","13","28","28","13","8"
"77","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","60","0","0.0033783359998960094","425","189","3861","4376","5","49","49","11","1"
"101","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","46","0","0.0288063600001065","69","243","783","933","1","29","29","17","10"
"75","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","56","0","0.04478816800009611","361","207","2600","3061","8","46","46","10","1"
"76","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","51","0","0.010453195998626263","422","240","3386","3897","10","41","41","10","1"
"73","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","53","0","0.04592554000169402","156","243","1461","1712","7","47","47","6","4"
"78","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","70","0","0.019321312000608604","476","210","4181","4755","0","54","54","16","2"
"104","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","44","0","0.05510837599914087","60","242","772","914","4","36","36","8","5"
"81","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","57","0","0.028916807999689098","806","231","6293","7202","3","51","51","6","2"
"79","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","59","0","0.04240426799956909","531","202","5128","5793","44","48","48","11","2"
"80","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","66","0","0.008712375999489375","629","193","5349","6075","4","57","57","9","0"
"82","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","59","0","0.011307796000282977","884","218","6816","7807","2","53","53","6","0"
"83","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","false","1000","61","0","0.04595745599971357","652","214","7597","8345","7","58","58","3","1"
"86","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","51","0","0.013453355999953232","266","237","2108","2464","7","37","37","14","1"
"84","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","false","1000","57","0","0.03719217999950697","936","215","8237","9270","3","47","47","10","0"
"85","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","64","0","0.02590801600047765","147","207","1304","1542","0","52","52","12","4"
"87","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","58","0","0.013937255998614617","283","218","2585","2964","4","50","50","8","1"
"88","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","60","0","0.041763968000023244","340","207","3138","3561","3","47","47","13","3"
"89","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","58","0","0.024149991999829368","486","215","3880","4468","2","55","55","3","0"
"90","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","48","0","0.027341551999927383","592","291","4808","5506","2","44","44","4","1"
"93","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","65","0","0.05739588399932627","749","212","5848","6707","2","59","59","6","2"
"92","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","71","0","0.05447885600004776","601","213","5270","5979","1","62","62","9","0"
"96","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","85","0","0.0594150119995418","684","163","6636","7424","1","71","71","14","1"
"95","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","59","0","0.021580431998790672","967","212","7279","8342","5","55","55","4","3"
"105","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","38","0","0.19943470399946417","62","239","755","894","8","30","30","8","5"
"107","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","41","0","0.04543231999918973","67","302","873","1027","0","28","28","13","7"
"94","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","true","true","false","1000","66","0","0.020141827999451856","799","232","6524","7427","5","57","57","9","0"
"91","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","true","true","false","1000","56","0","0.010292255999719835","474","237","5249","5811","4","51","51","5","1"
"106","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","42","0","0.2574240200003435","89","259","755","944","4","37","37","5","8"
"108","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","35","0","0.03097320399930137","72","252","822","978","10","30","30","5","4"
"109","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","35","0","0.013385776001071825","81","280","804","975","4","32","32","3","5"
"113","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","47","0","0.10364175200076975","63","231","729","878","2","40","40","7","4"
"112","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","39","0","0.03474921599979419","62","225","835","956","2","28","28","11","5"
"111","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","34","0","0.12370524400119542","67","267","911","1047","1","25","25","9","4"
"114","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","42","0","0.01089330800082422","39","238","751","872","3","32","32","10","4"
"110","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","31","0","0.05035600799906703","73","269","877","1032","1","25","25","6","4"
"116","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","50","0","0.002514488000949111","46","213","732","838","3","29","29","21","9"
"115","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","3.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","48","0","8.3264001038863E-5","65","249","740","888","2","34","34","14","6"
"117","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","32","0","0.0669935839988316","89","281","829","1004","7","28","28","4","3"
"119","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.01","0.3","0.03","true","false","true","true","true","true","true","true","1000","39","0","0.0621143360007439","74","270","796","953","1","33","33","6","8"
"118","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","4.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","37","0","0.044484304000041774","65","278","862","1008","0","34","34","3","8"
"120","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","5.51","0.3","0.03","true","false","true","true","true","true","true","true","1000","34","0","0.01305498000067118","83","269","903","1053","7","25","25","9","10"
"146","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","45","0","0.21305921199958222","38","211","788","896","1","30","30","15","4"
"145","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","0.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","41","0","0.10290759199975685","58","250","834","959","6","25","25","16","6"
"147","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","44","0","0.21986292399843865","84","279","823","999","8","29","29","15","2"
"148","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","1.51","0.3","0.03","true","false","true","true","true","false","true","true","1000","41","0","0.06540958399974794","57","239","830","966","2","31","31","10","11"
"149","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","1500","2.01","0.3","0.03","true","false","true","true","true","false","true","true","1000","48","0","0.024785127999784606","42","262","819","936","0","31","31","17","5"
