"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"increaseChance"
"03/12/2020 21:56:23:201 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","increaseChance","memory","b1","disasterUti","EWProbDecay","randomChance","startingFund","openWindows?","changeAspiration?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgWindows?","limitedFund?","randomBoost?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows","totalOrgWindows"
"7","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.03","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","67","7462.993435256004","0","310","0","6105","0","0","0","67","0","5803"
"13","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.06","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","55","7462.938224760008","0","354","0","11906","0","0","0","55","0","11576"
"25","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.015","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","46","7462.984687424008","0","311","0","3287","0","0","0","46","0","2982"
"3","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","53","7462.985344199995","0","343","0","2274","0","0","0","53","0","1934"
"4","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.015","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","70","7462.975095008001","0","335","0","3277","0","0","0","70","0","2949"
"27","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.025","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","55","7462.974020695996","0","342","0","5150","0","0","0","55","0","4814"
"26","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.02","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","49","7462.966773819996","0","377","0","4233","0","0","0","49","0","3865"
"2","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.005","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","55","7462.789098828009","0","353","0","1373","0","0","0","55","0","1022"
"22","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","38","1965.4824769080003","0","335","0","337","0","0","0","38","0","2"
"24","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.01","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","55","7462.948402088013","0","325","0","2279","0","0","0","55","0","1958"
"6","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.025","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","56","7462.951949344004","0","376","0","5246","0","0","0","56","0","4879"
"23","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.005","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","44","7462.70212733601","0","352","0","1354","0","0","0","44","0","1006"
"10","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.045","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","64","7462.970703808015","0","348","0","9025","0","0","0","64","0","8692"
"19","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.09","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","67","7462.992499075999","0","338","0","17825","0","0","0","67","0","17519"
"1","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","32","2307.228875732","0","367","0","368","0","0","0","32","0","1"
"9","0.4","4","0.08","10","0.25","0.4","4","4","1000","1","0.04","48","0.3","0.3","0.03","4.0E-4","7463","true","false","true","true","true","false","true","true","1000","64","7462.981213812009","0","362","0","8183","0","0","0","64","0","7829"
