"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"decayAndWindow"
"06/08/2020 20:30:30:526 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","memory","disasterUti","EWProbDecay","startingFund","openOpt?","triggerNetwork?","officeRole?","randomRiskThresh?","randomOrgOpt?","limitedFund?","randomBoost?","orgOptGen","enoughCap?","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"13","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","52","10071.022272327968","12606","1642","1004","76","4","468","63","802","6","27","27","25","0","846","21"
"6","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","44","17307.914138812022","12606","2774","1952","105","15","617","59","810","9","26","26","18","0","1970","17"
"8","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","42","10985.742693779961","12606","1751","1035","191","20","355","128","804","5","22","22","20","0","952","17"
"1","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","49","17107.20454003583","12606","2752","1842","172","3","636","70","789","7","29","29","20","0","1970","22"
"11","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","53","11906.62009829597","12606","1817","1030","132","7","485","134","870","4","29","29","24","0","950","25"
"10","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","39","10111.532141887976","12606","1584","1011","104","3","360","81","753","10","25","25","14","0","838","15"
"22","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","56","16907.58219725986","12606","2729","1723","137","2","762","80","764","9","25","25","31","0","1970","16"
"3","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","61","16834.780612507922","12606","2707","1698","103","5","818","53","744","10","30","30","31","0","1970","20"
"20","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","46","17417.316756115895","12606","2798","1862","157","6","666","81","834","4","26","26","20","0","1970","22"
"27","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","44","17038.51838487988","12606","2759","1804","138","3","702","90","801","8","22","22","22","0","1970","14"
"24","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","52","17386.094155235907","12606","2791","1794","146","6","748","71","830","7","26","26","26","0","1970","19"
"15","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","54","17407.040347651913","12606","2798","1768","179","10","756","51","835","4","34","34","20","0","1970","30"
"26","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","46","16960.977261315966","12606","2739","1771","153","18","680","93","774","9","24","24","22","0","1970","15"
"2","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","47","17333.91632877594","12606","2767","1700","254","6","652","127","804","12","28","28","19","0","1970","16"
"5","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","47","17022.005957643913","12606","2719","1821","130","3","686","56","755","8","23","23","24","0","1970","15"
"28","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","49","17353.535725027825","12606","2770","1842","123","5","690","82","809","12","28","28","21","0","1970","16"
"7","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","37","17318.41586626795","12606","2761","1962","169","3","511","96","796","11","20","20","17","0","1970","9"
"19","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","57","17253.359719083917","12606","2777","1679","137","9","842","72","819","4","38","38","19","0","1970","34"
"29","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","53","10703.332217519986","12606","1693","949","106","12","527","71","848","8","28","28","25","0","847","20"
"31","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","46","9964.70074295199","12606","1626","1010","80","5","437","67","786","10","27","27","19","0","844","17"
"30","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","46","11124.052768551988","12606","1747","1047","97","7","481","90","825","7","25","25","21","0","925","18"
"32","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","46","10726.913758823948","12606","1676","1025","88","9","460","67","773","10","27","27","19","0","909","17"
"35","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","44","10013.060623039983","12606","1599","1002","53","6","408","107","788","12","23","23","21","0","813","12"
"34","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","46","10767.508383115992","12606","1697","1078","62","9","448","80","784","4","20","20","26","0","918","16"
"33","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","47","9963.146462115974","12606","1617","1042","66","6","408","77","790","4","18","18","29","0","832","14"
"37","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","47","17398.43584236794","12606","2739","1730","261","13","601","100","773","5","34","34","13","0","1970","29"
"40","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","56","17584.690423579927","12606","2803","1841","112","4","752","59","840","4","35","35","21","0","1970","31"
"42","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","42","17309.279568535894","12606","2772","2033","85","16","580","33","808","4","25","25","17","0","1970","21"
"41","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","56","17030.933676247903","12606","2765","1862","107","2","712","50","805","3","32","32","24","0","1970","29"
"36","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","59","17342.337278275914","12606","2801","1591","262","12","782","110","837","5","44","44","15","0","1970","39"
"44","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","56","17397.93797081994","12606","2770","1706","139","5","811","80","804","15","29","29","27","0","1970","14"
"38","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","50","17369.379690779904","12606","2747","1809","162","12","653","78","785","4","33","33","17","0","1970","31"
"39","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","41","17426.73890226391","12606","2773","1950","178","19","526","75","812","2","25","25","16","0","1970","23"
"49","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","43","17698.07907662794","12606","2817","2061","51","2","643","43","857","7","17","17","26","0","1970","10"
"48","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","43","17354.979266827926","12606","2774","1815","187","16","596","141","810","7","19","19","24","0","1970","12"
"43","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","16849.759384335975","12606","2731","1776","227","4","555","136","772","7","33","33","17","0","1970","26"
"50","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","58","10773.568666764002","12606","1705","890","89","15","577","102","812","7","32","32","26","0","899","25"
"45","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","41","17333.170594751944","12606","2759","1882","161","11","616","72","797","7","17","17","24","0","1970","10"
"46","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","52","17241.29161580788","12606","2766","1785","138","9","730","79","808","7","25","25","27","0","1970","18"
"51","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","53","11167.133497475972","12606","1752","1025","80","7","510","104","844","6","26","26","27","0","914","20"
"47","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17300.20289725995","12606","2762","1805","130","5","695","103","801","8","24","24","24","0","1970","16"
"52","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","46","11053.176230535957","12606","1718","1130","103","5","364","94","823","2","22","22","24","0","898","20"
"53","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","43","10452.150088712007","12606","1647","976","91","17","422","122","827","5","19","19","24","0","826","15"
"56","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","33","10314.411804879976","12606","1625","1067","89","5","366","83","804","6","15","15","18","0","826","9"
"54","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","50","11318.90102313197","12606","1781","1053","55","3","559","83","843","12","28","28","22","0","941","16"
"55","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","60","10526.257478683987","12606","1700","994","47","8","539","83","825","10","29","29","31","0","877","19"
"57","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","51","17335.896111407943","12606","2772","1525","291","8","780","131","808","10","37","37","14","0","1970","27"
"58","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","55","17509.18935234792","12606","2796","1749","239","9","688","70","831","4","41","41","14","0","1970","37"
"62","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","60","17128.693831195917","12606","2733","1807","64","2","783","46","774","3","31","31","29","0","1970","28"
"59","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","60","17122.82209655991","12606","2747","1668","149","7","791","90","790","7","42","42","18","0","1970","36"
"60","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","56","17378.02332121191","12606","2780","1759","92","14","836","41","821","7","38","38","18","0","1970","31"
"61","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17384.264641247915","12606","2765","1651","207","9","750","111","797","9","37","37","15","0","1970","28"
"68","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","47","17221.676242987935","12606","2763","1793","190","4","646","111","805","7","19","19","28","0","1970","12"
"72","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","63","10431.197336003968","12606","1608","821","98","6","550","101","743","6","32","32","31","0","867","26"
"63","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","50","17474.749492227882","12606","2802","1808","166","11","687","100","838","5","30","30","20","0","1970","25"
"77","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","45","10355.29199447597","12606","1661","1053","72","4","434","72","785","11","26","26","19","0","878","15"
"74","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","49","10608.693406935945","12606","1707","999","83","12","497","94","797","10","22","22","27","0","915","12"
"71","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","37","10507.438768827984","12606","1694","1138","115","7","346","73","829","3","15","15","22","0","869","12"
"69","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17595.167716364005","12606","2807","1866","130","15","674","96","846","11","26","26","22","0","1970","15"
"75","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","45","10717.048671159968","12606","1700","970","138","7","401","160","795","4","24","24","21","0","906","20"
"67","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","60","17460.223805439964","12606","2775","1648","115","2","919","60","809","9","31","31","29","0","1970","22"
"66","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","17418.409974239872","12606","2789","1699","194","47","692","131","827","10","26","26","24","0","1970","16"
"64","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","17311.70888165196","12606","2768","1681","202","2","759","96","803","6","28","28","22","0","1970","22"
"65","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","51","16984.237831163857","12606","2753","1782","163","14","686","76","792","7","32","32","19","0","1970","25"
"78","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","62","16873.200046787893","12606","2731","1583","151","5","884","68","770","2","40","40","22","0","1970","38"
"70","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","62","17043.41985934384","12606","2732","1654","88","3","882","74","772","9","31","31","31","0","1970","22"
"81","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17232.04409109992","12606","2758","1633","223","11","733","122","794","3","36","36","16","0","1970","33"
"76","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","52","10129.962559683981","12606","1627","934","74","10","509","77","810","8","23","23","29","0","821","15"
"73","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","61","10448.799244791993","12606","1674","945","26","6","629","33","812","13","35","35","26","0","864","22"
"80","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","59","17653.717255127933","12606","2818","1716","167","9","787","106","861","2","33","33","26","0","1970","31"
"79","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","59","17195.444989387903","12606","2756","1575","185","7","838","109","800","8","42","42","17","0","1970","34"
"83","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","49","16953.441657147927","12606","2740","1802","170","9","626","99","780","5","34","34","15","0","1970","29"
"84","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17209.000939711925","12606","2761","1774","131","9","719","96","794","7","32","32","20","0","1970","25"
"82","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","58","17245.493227759936","12606","2775","1741","87","6","857","54","814","2","30","30","28","0","1970","28"
"85","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","52","17061.16710191994","12606","2745","1774","213","9","625","100","779","4","24","24","28","0","1970","20"
"90","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","56","17636.56060903194","12606","2789","1752","126","19","789","71","830","12","32","32","24","0","1970","20"
"88","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","51","17318.872002355936","12606","2766","1805","128","18","715","77","801","2","23","23","28","0","1970","21"
"86","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","62","17134.94382255999","12606","2730","1540","153","8","888","104","770","12","37","37","25","0","1970","25"
"87","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","61","17053.760019635974","12606","2746","1568","176","11","885","73","786","13","33","33","28","0","1970","20"
"91","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","42","17328.852045795913","12606","2765","2043","106","4","531","64","801","8","17","17","25","0","1970","9"
"95","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","56","11041.22526824395","12606","1718","975","111","6","488","108","806","10","30","30","26","0","912","20"
"89","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","55","17364.775237431983","12606","2814","1682","176","31","761","140","849","6","24","24","31","0","1970","18"
"92","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","59","10860.395784591978","12606","1705","966","67","6","518","108","779","7","40","40","19","0","928","33"
"93","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","40","11566.680558255963","12606","1728","1196","79","2","354","71","820","8","26","26","14","0","910","18"
"96","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","52","10616.151418703988","12606","1653","937","70","5","546","70","782","8","25","25","27","0","876","17"
"98","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","40","11337.583340015975","12606","1764","1180","75","8","405","76","832","8","20","20","20","0","936","12"
"97","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","55","11072.448479283978","12606","1737","1017","43","4","590","64","855","5","19","19","36","0","886","14"
"94","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","42","10432.291715335981","12606","1639","971","112","10","402","117","785","9","27","27","15","0","859","18"
"99","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","59","17195.064721547904","12606","2750","1551","199","6","868","87","794","5","39","39","20","0","1970","34"
"102","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","64","16930.116188023898","12606","2716","1633","109","7","871","59","754","5","37","37","27","0","1970","32"
"101","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""diffused""","false","1000","57","17384.842964231888","12606","2781","1711","124","7","855","43","816","5","41","41","16","0","1970","36"
"103","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""diffused""","false","1000","45","17281.529462751914","12606","2767","1862","211","7","555","100","803","3","32","32","13","0","1970","29"
"105","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""diffused""","false","1000","52","17277.51323967594","12606","2762","1818","138","7","686","75","799","10","38","38","14","0","1970","28"
"100","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","66","17576.138170051945","12606","2801","1519","181","8","961","94","843","3","38","38","28","0","1970","35"
"106","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","47","17539.25736219191","12606","2787","1765","215","5","701","80","820","5","21","21","26","0","1970","16"
"104","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""diffused""","false","1000","53","17488.527522075918","12606","2812","1837","118","9","750","60","851","4","38","38","15","0","1970","34"
"109","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","52","17566.37754237588","12606","2806","1652","182","6","814","127","845","11","25","25","27","0","1970","14"
"108","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","50","17464.20381257592","12606","2819","1897","122","6","672","94","856","5","28","28","22","0","1970","23"
"107","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","48","17521.41768250791","12606","2791","1717","209","29","686","126","828","7","24","24","24","0","1970","17"
"110","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","47","17338.461768119927","12606","2772","1944","102","8","638","50","813","10","30","30","17","0","1970","20"
"112","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","44","17522.859660603874","12606","2798","1858","165","8","617","125","839","7","25","25","19","0","1970","18"
"113","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","57","10240.234637995976","12606","1598","871","112","7","497","78","737","3","33","33","24","0","864","30"
"111","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""concentrated""","false","1000","43","16924.003494975903","12606","2695","1832","157","8","585","90","736","9","23","23","20","0","1970","14"
"114","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","52","11035.050114723965","12606","1690","997","91","5","486","82","814","8","29","29","23","0","881","21"
"120","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.012","12606","true","true","true","true","true","false","true","""diffused""","false","1000","56","17143.276214715923","12606","2740","1590","198","8","812","97","776","3","35","35","21","0","1970","32"
"116","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","38","10719.644307795972","12606","1669","997","133","10","389","117","806","6","23","23","15","0","865","17"
"117","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.024","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","50","11685.584240511998","12606","1810","1027","114","5","556","85","813","5","23","23","27","0","1001","18"
"115","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.018","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","49","11043.914056247988","12606","1716","1115","60","6","445","72","848","5","18","18","31","0","870","13"
"119","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","44","10431.794438299976","12606","1647","995","53","18","499","61","837","11","21","21","23","0","813","10"
"123","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.021","12606","true","true","true","true","true","false","true","""diffused""","false","1000","58","17246.932439395907","12606","2777","1687","156","5","786","102","814","3","41","41","17","0","1970","38"
"118","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.027","12606","true","true","true","true","true","false","true","""allRandom""","false","1000","46","11612.969045263975","12606","1794","1092","49","5","553","70","820","6","25","25","21","0","978","19"
"121","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.015","12606","true","true","true","true","true","false","true","""diffused""","false","1000","55","17146.033884971926","12606","2759","1693","168","9","773","77","797","7","39","39","16","0","1970","32"
