"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"baseline"
"06/11/2020 22:38:42:648 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","numOpts","impactReductionRate","adaptationCost","capBoost","simTicks","minNeighbor","memory","disasterUti","EWProbDecay","startingFund","openOpt?","triggerNetwork?","randomRiskThresh?","officeRole?","randomOrgOpt?","randomBoost?","limitedFund?","enoughCap?","orgOptGen","[step]","count orgs with [adaptation-change?]","totalFunding","fundAvailable","totalOptOpen","totalLackMotivation","totalInsufBoost","totalNoSolution","totalAlreadyAdapted","totalNonEligibleDisasterOpt","totalDisasterOpts","totalUtilizedDisasterOpts","totalUtilizedOpts","totalNeededOpts","sufficientCap","totalUtilized","totalOrgOpts","totalUtilizedOrgOpt"
"27","0.5","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","30","10767.671563183989","10659","1695","989","135","10","403","140","789","5","18","18","12","0","909","13"
"24","0.6","4","10","0.3","7","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","18","10281.08041117598","10659","1644","1151","110","7","236","129","790","4","11","11","7","0","859","7"
"16","0.6","4","10","0.3","7","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","17","10655.483450163963","10659","1687","1307","50","3","264","56","758","4","7","7","10","0","932","3"
"10","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","20","10709.005607271998","10659","1687","1140","115","20","282","120","805","4","10","10","10","0","883","6"
"20","0.6","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","17","11444.192393343958","10659","1777","1204","136","10","236","183","834","3","8","8","9","0","948","5"
"6","0.6","4","10","0.3","6","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","20","10654.804688811968","10659","1658","1074","130","3","291","148","769","3","12","12","8","0","890","9"
"17","0.5","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","39","10609.535046631958","10659","1661","868","111","7","510","147","809","8","18","18","21","0","857","10"
"13","0.5","4","10","0.3","6","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","24","10469.374116483952","10659","1670","922","181","16","291","249","806","4","11","11","13","0","865","7"
"28","0.6","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","19","10613.735710483967","10659","1655","1281","55","4","224","83","813","3","8","8","11","0","846","5"
"4","0.6","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","23","10700.24592559195","10659","1693","1103","102","23","322","131","853","4","12","12","11","0","845","8"
"21","0.5","4","10","0.3","6","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","30","10293.174537023982","10659","1638","897","151","26","367","181","785","4","16","16","14","0","857","12"
"2","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","19","10739.193652311997","10659","1691","1207","115","6","256","97","814","4","10","10","9","0","886","6"
"8","0.6","4","10","0.3","7","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","19","10146.133168451977","10659","1660","1088","160","13","207","184","782","4","8","8","11","0","881","4"
"23","0.5","4","10","0.3","7","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","29","10337.170577755976","10659","1652","932","153","5","351","198","809","2","13","13","16","0","845","11"
"26","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","22","10606.739570699974","10659","1661","1262","53","5","268","63","796","2","10","10","12","0","868","8"
"14","0.6","4","10","0.3","6","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","21","10475.27150865998","10659","1627","1138","94","5","247","131","783","6","12","12","9","0","849","6"
"5","0.5","4","10","0.3","6","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","33","11274.97580794799","10659","1746","828","212","16","458","216","810","9","16","16","17","0","939","7"
"7","0.5","4","10","0.3","7","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","30","10530.210231163965","10659","1687","869","196","12","361","237","800","5","12","12","18","0","891","7"
"12","0.6","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","30","10377.847938199986","10659","1672","1090","114","5","335","117","779","6","11","11","19","0","894","5"
"18","0.6","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","21","10730.671851783974","10659","1682","1115","113","3","290","147","835","8","14","14","7","0","852","6"
"19","0.5","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","33","10767.859532263987","10659","1678","892","154","8","411","196","806","5","17","17","16","0","872","12"
"22","0.6","4","10","0.3","6","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","19","11298.053091731987","10659","1794","1204","140","8","256","175","841","8","11","11","8","0","961","3"
"25","0.5","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","45","11306.165156735971","10659","1771","844","139","8","589","170","793","9","21","21","24","0","980","12"
"9","0.5","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","46","11039.133223147977","10659","1724","784","150","7","567","190","793","12","26","26","20","0","934","14"
"15","0.5","4","10","0.3","7","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","34","9961.857650055987","10659","1592","821","169","8","405","173","719","4","16","16","18","0","877","12"
"3","0.5","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","39","10822.546589591944","10659","1704","900","121","8","521","136","775","4","18","18","21","0","933","14"
"11","0.5","4","10","0.3","5","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","34","11072.51095318797","10659","1726","922","135","6","492","157","822","5","14","14","20","0","908","9"
"1","0.5","4","10","0.3","4","4","1000","1","48","0.3","0.03","10659","true","true","true","true","true","true","false","false","""allRandom""","1000","32","10747.521763683964","10659","1701","910","150","33","380","213","808","5","15","15","17","0","896","10"
