"","meanRIskThreshold","scanningRange","numWindows","badImpact","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","param_set_id","copingNum","adaptNum","insufBoost","disasterWindows","windowMissed","windowsOpen","noSolution","utilizedWindows","NeededWidows","notNeeded","run_id","run_duration"
"178",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,128,41,149,293,517,694,4,24,24,17,3,12.1801674365997
"179",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,132,29,168,267,592,797,14,23,23,6,5,10.513534784317
"180",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,133,36,149,236,558,729,0,22,22,14,7,42.8385155200958
"181",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,136,32,162,317,535,735,10,28,28,4,9,26.9356391429901
"182",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,133,34,181,285,606,826,12,27,27,7,24,21.8437125682831
"183",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,123,25,188,266,535,753,10,20,20,5,13,11.5399587154388
"184",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,133,36,161,284,542,748,17,28,28,8,2,21.4509890079498
"185",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,135,34,143,292,590,768,12,23,23,11,4,27.0570380687714
"186",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,129,32,194,274,526,745,0,25,25,7,6,17.4036545753479
"187",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,129,25,226,281,541,792,4,21,21,4,8,16.8743765354156
"188",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,145,34,174,278,605,819,12,28,28,6,10,14.3180866241455
"189",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,128,26,143,281,588,769,13,25,25,1,12,15.6904649734497
"190",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,137,38,141,284,587,772,16,28,28,10,14,17.1296367645264
"191",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,144,43,144,281,520,698,4,30,30,13,16,15.9311635494232
"192",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,136,38,188,307,537,754,1,28,28,10,18,11.6008548736572
"193",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,140,29,184,296,518,734,11,21,21,8,20,17.2727003097534
"194",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,144,39,172,291,528,725,1,24,24,15,22,19.239287853241
"195",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,132,29,228,279,528,789,9,24,24,5,19,18.6202039718628
"196",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,140,37,150,277,572,751,5,24,24,13,21,13.808399438858
"197",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,122,19,220,296,569,812,7,16,16,3,15,41.8203177452087
"198",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,137,47,154,274,518,712,11,29,29,18,17,28.7870764732361
"199",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,132,50,134,285,525,700,7,34,34,16,23,16.1188762187958
"200",0.4,4,9.65363495890051,0.08,0.25,0.4,6.5,2.5,1000,1,8,135,42,165,285,522,722,1,34,34,8,25,12.7563116550446
"201",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,131,22,116,294,300,442,8,18,18,4,9,14.5612616539001
"202",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,132,25,101,280,310,434,4,19,19,6,11,23.1049118041992
"203",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,139,15,122,266,302,450,11,15,15,0,12,20.1228504180908
"204",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,132,30,88,263,320,433,3,22,22,8,1,19.1282730102539
"205",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,132,20,103,275,360,488,10,15,15,5,3,14.3177328109741
"206",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,130,23,108,266,330,458,5,15,15,8,5,13.8768961429596
"207",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,126,41,110,249,343,478,1,24,24,17,7,13.0999586582184
"208",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,149,29,105,282,326,464,10,23,23,6,22,15.2082965373993
"209",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,133,24,97,263,310,434,8,19,19,5,24,14.5315718650818
"210",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,128,31,107,263,309,442,3,23,23,8,13,13.745698928833
"211",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,138,23,102,267,295,422,10,15,15,8,2,13.2246353626251
"212",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,129,23,103,303,292,413,5,13,13,10,4,15.9091815948486
"213",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,133,18,88,259,372,489,16,13,13,5,6,14.5024952888489
"214",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,146,30,92,302,295,412,6,19,19,11,8,11.7929956912994
"215",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,131,36,78,269,298,402,3,23,23,13,10,40.8561208248138
"216",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,139,32,77,283,347,451,2,25,25,7,25,32.485878944397
"217",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,145,33,93,277,301,414,2,18,18,15,14,20.9399693012238
"218",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,138,29,88,303,312,429,8,21,21,8,16,17.5137910842896
"219",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,138,31,103,269,314,435,0,18,18,13,18,24.2202322483063
"220",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,120,27,87,266,320,435,5,23,23,4,20,27.2426402568817
"221",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,118,22,102,254,315,445,9,19,19,3,17,21.5059883594513
"222",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,135,34,87,272,278,397,3,29,29,5,19,20.2973301410675
"223",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,139,23,112,275,318,450,6,14,14,9,21,16.6851990222931
"224",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,138,27,101,288,309,433,6,17,17,10,15,15.0086374282837
"225",0.4,4,5.97544086189009,0.08,0.25,0.4,6.5,2.5,1000,1,9,129,23,94,290,318,435,5,18,18,5,23,15.4758515357971
"226",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,132,2,0,274,0,0,0,0,0,2,7,17.4355709552765
"227",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,133,16,0,271,0,0,0,0,0,16,9,18.8820583820343
"228",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,141,7,0,253,0,0,0,0,0,7,11,16.8879411220551
"229",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,127,10,0,265,0,0,0,0,0,10,10,15.9759078025818
"230",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,131,9,0,298,0,0,0,0,0,9,12,12.6895842552185
"231",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,135,19,0,254,0,0,0,0,0,19,1,10.0838458538055
"232",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,139,13,0,278,0,0,0,0,0,13,3,9.42247080802917
"233",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,132,1,0,270,0,0,0,0,0,1,5,43.878244638443
"234",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,132,1,0,251,0,0,0,0,0,1,20,31.0633699893951
"235",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,128,5,0,284,0,0,0,0,0,5,22,22.3975460529327
"236",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,130,13,0,283,0,0,0,0,0,13,24,18.636323928833
"237",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,117,1,0,248,0,0,0,0,0,1,13,23.2560544013977
"238",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,125,7,0,270,0,0,0,0,0,7,2,22.3322942256927
"239",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,128,0,0,279,0,0,0,0,0,0,4,20.5414080619812
"240",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,133,1,0,310,0,0,0,0,0,1,6,18.0032246112823
"241",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,141,3,0,285,0,0,0,0,0,3,8,14.1107175350189
"242",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,134,5,0,276,0,0,0,0,0,5,23,13.6935768127441
"243",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,125,4,0,277,0,0,0,0,0,4,25,13.872855424881
"244",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,128,7,0,294,0,0,0,0,0,7,14,14.4993851184845
"245",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,121,8,0,293,0,0,0,0,0,8,16,14.6510391235352
"246",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,136,13,0,300,0,0,0,0,0,13,18,14.8364579677582
"247",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,137,7,0,284,0,0,0,0,0,7,15,15.4475271701813
"248",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,134,6,0,280,0,0,0,0,0,6,17,12.1215372085571
"249",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,131,6,0,267,0,0,0,0,0,6,19,9.98419046401978
"250",0.4,4,0.555986170424148,0.08,0.25,0.4,6.5,2.5,1000,1,10,125,7,0,288,0,0,0,0,0,7,21,8.72245955467224
"251",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,130,23,108,266,330,458,5,15,15,8,5,43.2001087665558
"252",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,126,41,110,249,343,478,1,24,24,17,7,31.0276148319244
"253",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,131,22,116,294,300,442,8,18,18,4,9,16.0127103328705
"254",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,132,25,101,280,310,434,4,19,19,6,11,17.0301094055176
"255",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,146,30,92,302,295,412,6,19,19,11,8,17.8526816368103
"256",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,131,36,78,269,298,402,3,23,23,13,10,28.669686794281
"257",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,137,13,122,257,316,462,11,13,13,0,12,20.5043382644653
"258",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,132,30,88,263,320,433,3,22,22,8,1,17.2738718986511
"259",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,132,20,103,275,360,488,10,15,15,5,3,15.8216869831085
"260",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,138,31,103,269,314,435,0,18,18,13,18,15.5462737083435
"261",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,120,27,87,266,320,435,5,23,23,4,20,16.3778131008148
"262",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,149,29,105,282,326,464,10,23,23,6,22,17.5579149723053
"263",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,133,24,97,263,310,434,8,19,19,5,24,17.5362513065338
"264",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,127,31,120,272,287,433,3,23,23,8,13,18.5467112064362
"265",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,138,23,102,267,295,422,10,15,15,8,2,18.157310962677
"266",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,129,23,103,303,292,413,5,13,13,10,4,14.6757094860077
"267",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,133,18,88,259,372,489,16,13,13,5,6,11.8026416301727
"268",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,139,23,112,275,318,450,6,14,14,9,21,9.98782086372375
"269",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,129,23,94,290,318,435,5,18,18,5,23,43.5301749706268
"270",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,139,32,77,283,347,451,2,25,25,7,25,32.5395576953888
"271",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,145,33,93,277,301,414,2,18,18,15,14,20.3740229606628
"272",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,138,29,88,303,312,429,8,21,21,8,16,16.8149542808533
"273",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,138,31,96,296,308,431,6,21,21,10,15,17.3648586273193
"274",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,118,22,102,254,315,445,9,19,19,3,17,26.6173229217529
"275",0.4,4,6,0.08,0.25,0.4,6.5,2.52727581919171,1000,1,11,135,34,87,272,278,397,3,29,29,5,19,20.6070950031281
"276",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,130,19,95,275,356,497,33,13,13,6,3,15.6368896961212
"277",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,126,28,111,264,296,429,1,21,21,7,11,15.1369936466217
"278",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,131,19,104,296,345,471,11,11,11,8,5,15.6482067108154
"279",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,125,37,109,262,352,483,1,21,21,16,7,15.18971991539
"280",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,134,14,130,272,298,454,15,11,11,3,9,16.9108469486237
"281",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,133,13,100,273,374,493,9,10,10,3,6,17.6977462768555
"282",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,145,29,114,314,275,412,5,18,18,11,8,18.4112129211426
"283",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,130,24,103,297,294,420,9,14,14,10,10,18.4625914096832
"284",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,137,7,130,294,308,463,18,7,7,0,12,14.1436471939087
"285",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,135,14,108,274,341,469,7,13,13,1,1,12.1437511444092
"286",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,135,21,86,280,327,442,15,14,14,7,16,10.5099971294403
"287",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,136,33,98,270,318,437,2,19,19,14,18,43.1182513237
"288",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,122,12,101,249,352,471,11,7,7,5,20,21.8637561798096
"289",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,145,22,113,335,324,469,15,17,17,5,22,19.5913102626801
"290",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,135,15,102,266,330,450,8,10,10,5,24,16.276290178299
"291",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,130,21,114,261,311,448,10,13,13,8,13,14.793035030365
"292",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,139,21,107,282,303,432,9,13,13,8,2,28.4338531494141
"293",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,127,15,97,287,305,420,11,7,7,8,4,22.4421634674072
"294",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,133,27,99,277,279,404,4,22,22,5,19,19.5371389389038
"295",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,139,22,109,291,329,457,6,13,13,9,21,14.2993271350861
"296",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,132,15,105,287,333,454,6,10,10,5,23,13.4735670089722
"297",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,142,34,95,271,322,442,3,22,22,12,25,14.7010233402252
"298",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,144,33,96,273,302,417,2,17,17,16,14,14.8247077465057
"299",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,135,25,105,281,307,436,9,15,15,10,15,15.2034316062927
"300",0.4,4,6,0.08,0.25,0.4,6.5,1.84632217474282,1000,1,12,117,14,107,256,331,455,6,11,11,3,17,15.191153049469
"301",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,132,37,71,294,325,427,1,30,30,7,1,16.2946803569794
"302",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,133,28,73,287,365,479,20,21,21,7,3,17.8040654659271
"303",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,135,31,103,328,289,423,4,27,27,4,9,12.3259241580963
"304",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,128,41,79,286,298,414,1,36,36,5,11,9.09104895591736
"305",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,127,24,110,286,331,461,1,19,19,5,5,38.5694236755371
"306",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,122,47,83,263,346,462,1,32,32,15,7,24.4527876377106
"307",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,131,32,92,302,290,407,2,23,23,9,4,19.9389152526855
"308",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,133,21,87,283,375,485,5,18,18,3,6,15.3174104690552
"309",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,146,40,69,280,280,382,3,30,30,10,8,15.4555861949921
"310",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,130,42,84,271,287,407,6,30,30,12,10,21.9655332565308
"311",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,141,15,114,281,313,454,12,15,15,0,12,17.9344160556793
"312",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,146,42,70,274,303,402,2,27,27,15,14,17.8873074054718
"313",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,136,38,70,244,302,412,10,30,30,8,16,13.6132383346558
"314",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,140,42,72,301,318,418,2,26,26,16,18,14.0374031066895
"315",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,120,28,77,260,329,432,2,24,24,4,20,14.8720123767853
"316",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,151,30,102,285,329,459,4,24,24,6,22,14.0785269737244
"317",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,135,36,81,288,305,423,6,31,31,5,24,12.8124191761017
"318",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,126,32,111,263,287,425,3,24,24,8,13,14.7000417709351
"319",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,137,30,81,260,300,411,8,22,22,8,2,14.5455029010773
"320",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,119,22,107,259,311,442,5,19,19,3,17,15.4940285682678
"321",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,135,33,78,273,288,394,2,26,26,7,19,14.5493199825287
"322",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,136,24,88,261,337,451,10,16,16,8,21,40.8884897232056
"323",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,132,27,83,269,307,422,8,24,24,3,23,32.5837619304657
"324",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,139,36,78,290,340,447,4,25,25,11,25,22.4980249404907
"325",0.4,4,6,0.08,0.25,0.4,6.5,3.28726832217071,1000,1,13,135,38,84,271,305,419,4,26,26,12,15,16.2234790325165
"326",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,140,16,119,277,303,450,12,16,16,0,12,17.7915480136871
"327",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,130,28,86,298,324,435,3,22,22,6,1,29.3243203163147
"328",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,132,20,105,276,359,489,10,15,15,5,3,15.0566344261169
"329",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,126,41,110,249,343,478,1,24,24,17,7,15.1085917949677
"330",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,131,22,116,294,300,442,8,18,18,4,9,15.4826800823212
"331",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,132,25,103,275,309,435,4,19,19,6,11,15.0174677371979
"332",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,130,23,108,266,330,458,5,15,15,8,5,15.8113000392914
"333",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,138,23,102,267,295,422,10,15,15,8,2,16.6391880512238
"334",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,129,22,107,278,290,417,8,12,12,10,4,17.1718938350677
"335",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,132,19,92,252,365,487,14,16,16,3,6,16.9216315746307
"336",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,147,33,102,295,272,401,5,22,22,11,8,18.3926866054535
"337",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,129,32,83,271,303,413,6,21,21,11,10,16.6804456710815
"338",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,139,24,92,263,343,457,3,19,19,5,25,12.8738622665405
"339",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,146,33,88,249,306,415,2,19,19,14,14,10.5987665653229
"340",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,139,28,89,289,313,430,8,20,20,8,16,42.0969624519348
"341",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,138,31,103,269,314,435,0,18,18,13,18,28.7638227939606
"342",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,123,16,107,246,337,465,9,12,12,4,20,18.9515447616577
"343",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,149,29,105,282,326,464,10,23,23,6,22,15.4641547203064
"344",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,133,25,96,282,311,434,7,20,20,5,24,18.7046344280243
"345",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,128,29,118,269,302,444,3,21,21,8,13,22.5917980670929
"346",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,138,27,101,288,309,433,6,17,17,10,15,16.1541063785553
"347",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,118,22,102,254,315,445,9,19,19,3,17,15.1160404682159
"348",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,135,34,78,281,288,397,3,28,28,6,19,13.9788875579834
"349",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,139,19,108,298,331,455,6,10,10,9,21,12.6631438732147
"350",0.4,4,6,0.08,0.25,0.4,6.5,2.37781066256575,1000,1,14,136,21,108,305,306,443,11,18,18,3,23,10.0788805484772
"351",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,130,42,84,271,287,407,6,30,30,12,10,8.07340097427368
"352",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,141,15,114,281,313,454,12,15,15,0,12,11.5007925033569
"353",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,132,37,71,294,325,427,1,30,30,7,1,11.8579962253571
"354",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,133,28,73,287,365,479,20,21,21,7,3,17.0206823348999
"355",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,132,26,93,243,341,456,2,20,20,6,5,18.8478755950928
"356",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,123,47,82,270,347,462,1,32,32,15,7,14.624534368515
"357",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,136,31,95,308,304,429,3,27,27,4,9,11.9087135791779
"358",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,128,41,79,286,298,414,1,36,36,5,11,38.1251893043518
"359",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,127,38,95,240,288,416,3,30,30,8,13,27.8230395317078
"360",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,137,30,81,260,300,411,8,22,22,8,2,18.0811240673065
"361",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,131,34,100,299,271,398,2,25,25,9,4,14.9987392425537
"362",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,133,23,75,275,377,478,6,20,20,3,6,15.980516910553
"363",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,146,42,67,279,280,382,3,32,32,10,8,29.2623915672302
"364",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,132,27,83,269,307,422,8,24,24,3,23,27.419246673584
"365",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,143,43,58,275,328,421,1,34,34,9,25,18.1439483165741
"366",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,146,42,70,274,303,402,2,27,27,15,14,14.602963924408
"367",0.4,4,6,0.08,0.25,0.4,6.5,3.51858876694459,1000,1,15,135,35,76,281,297,409,9,27,27,8,16,16.2312123775482
