"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"AspirationOn2"
"02/02/2020 01:10:44:830 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"23","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.03","true","false","true","true","1001","16","0","327","245","327","1","0","0","16","0"
"22","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.03","true","false","true","true","1001","4","0","342","235","342","19","0","0","4","0"
"24","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.03","true","false","true","true","1001","3","0","346","240","346","24","0","0","3","0"
"17","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.02","true","false","true","true","1001","9","0","303","101","303","20","0","0","9","0"
"10","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.01","true","false","true","true","1001","10","0","329","29","329","30","0","0","10","0"
"28","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0.3","0","true","false","true","true","1001","19","58","280","8","280","34","13","13","6","13"
"16","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.02","true","false","true","true","1001","4","0","343","103","343","42","0","0","4","0"
"18","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.02","true","false","true","true","1001","9","0","311","105","311","28","0","0","9","0"
"4","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0","true","false","true","true","1001","16","0","314","9","314","32","0","0","16","0"
"11","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.01","true","false","true","true","1001","6","0","329","23","329","72","0","0","6","0"
"5","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0","true","false","true","true","1001","14","0","319","3","319","53","0","0","14","0"
"12","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0.01","true","false","true","true","1001","11","0","324","22","324","44","0","0","11","0"
"6","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0","0","true","false","true","true","1001","13","0","339","4","339","30","0","0","13","0"
"30","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0.3","0","true","false","true","true","1001","35","68","309","13","309","11","14","14","21","14"
"29","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0.3","0","true","false","true","true","1001","26","70","301","6","301","23","21","21","5","21"
"34","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","24","0.3","0.3","0.01","true","false","true","true","1001","16","72","314","27","314","27","10","10","6","10"
