3024,-0.503429971,northeast,11,FTA Region3,0.79,0.12,0.045,5.769879176,5.889140708999999,5.879155115
2004,0.889411154,northeast,11,FTA Region2,0.59,0.12,0.045,5.76725286,5.89282392,5.831090787000001
0005,-0.37558583,west,11,FTA Region10,0.74,0.08,0.025,4.817819602,4.944266798,4.846350192
0040,1.343412211,west,10,FTA Region10,0.74,0.08,0.025,4.82336305,4.966091165,4.828249316
7002,-0.153885801,midwest,10,FTA Region7,0.73,0.107,0.035,5.279576484,5.407993769,5.364680328
3070,-0.095805233,south,10,FTA Region3,0.73,0.125,0.05,6.253245488999999,6.364555723,6.321779397999999
4027,0.40399595299999996,south,10,FTA Region4,0.7,0.125,0.05,6.252848725,6.370965977000001,6.331968482000001
3085,-0.174815337,south,10,FTA Region3,0.68,0.125,0.05,6.258482711,6.366767812999999,6.339115087000001
3027,-0.510421352,northeast,10,FTA Region3,0.79,0.12,0.045,5.755169734,5.876989855,5.836739971
3072,-1.21925063,south,10,FTA Region3,0.68,0.125,0.05,6.2613677160000005,6.383376985,6.354906207999999
4018,0.519718522,south,10,FTA Region4,0.72,0.125,0.05,6.258160961000001,6.380548007000001,6.325944047
6007,0.391958333,south,10,FTA Region6,0.63,0.125,0.05,6.255178816,6.370929942,6.3196289960000005
1001,0.8069473840000001,northeast,10,FTA Region1,0.5,0.12,0.045,5.7693012,5.888452975,5.85944536
2084,-0.493913042,northeast,10,FTA Region2,0.59,0.12,0.045,5.767968705,5.8919172920000005,5.831270756
0001,1.998703132,west,10,FTA Region10,0.74,0.08,0.025,4.823068932,4.962597494,4.834533565
4030,-0.249073905,south,10,FTA Region4,0.7,0.125,0.05,6.261740017999999,6.386119792000001,6.366437099
0023,-1.554091495,west,10,FTA Region10,0.74,0.08,0.025,4.806428807,4.953169487,4.835183327
6056,1.995215555,south,9,FTA Region6,0.63,0.125,0.05,6.258969723,6.368857496,6.321224186
5058,-0.554425243,midwest,9,FTA Region5,0.69,0.107,0.035,5.281128928999999,5.4074078960000005,5.349529469
5005,0.29538304,midwest,9,FTA Region5,0.7,0.107,0.035,5.284392801,5.410506347999999,5.373568113999999
2098,1.615594973,northeast,9,FTA Region2,0.72,0.12,0.045,5.764910518,5.8914914970000005,5.843838245
7048,-0.994417208,midwest,9,FTA Region7,0.62,0.107,0.035,5.282389781,5.420404298999999,5.340214826
4022,1.8478612490000002,south,9,FTA Region4,0.53,0.125,0.05,6.2580413539999995,6.372185936,6.323429386
5044,-0.717246025,midwest,9,FTA Region5,0.76,0.107,0.035,5.2711718460000005,5.409407244,5.362086431
3010,-0.036916005,northeast,9,FTA Region3,0.79,0.12,0.045,5.770560693999999,5.893131315,5.847407904
4173,-1.107194732,south,9,FTA Region4,0.63,0.125,0.05,6.24811842,6.361067,6.349531195
6009,-0.584169959,south,9,FTA Region6,0.63,0.125,0.05,6.261522458,6.378619777000001,6.357692323999999
5004,-1.241111742,midwest,8,FTA Region5,0.7,0.107,0.035,5.277517,5.426802365,5.366250912
3091,-1.14562689,south,8,FTA Region3,0.73,0.125,0.05,6.2604022089999996,6.378054065,6.339224424
6010,-0.7635618609999999,south,8,FTA Region6,0.63,0.125,0.05,6.248551937999999,6.361532572000001,6.343426501000001
7015,-0.615791988,midwest,8,FTA Region7,0.62,0.107,0.035,5.278280276,5.408671097,5.349930755
5006,-0.9187625229999999,midwest,8,FTA Region5,0.7,0.107,0.035,5.274592141,5.402128788,5.329511775
5015,1.31277334,midwest,8,FTA Region5,0.64,0.107,0.035,5.274657309,5.407391632,5.337366665
6101,-0.242251143,south,8,FTA Region6,0.63,0.125,0.05,6.252088497999999,6.366096173,6.334883411
3075,0.829258829,northeast,8,FTA Region3,0.82,0.12,0.045,5.761249489,5.895372138,5.835388602999999
0019,-0.015799129,west,8,FTA Region10,0.74,0.08,0.025,4.809088763,4.947096398999999,4.816003017
5052,-0.813976478,midwest,8,FTA Region5,0.76,0.107,0.035,5.284164566,5.414993722,5.359183715
5008,1.001819897,midwest,8,FTA Region5,0.7,0.107,0.035,5.289852518,5.418242299999999,5.360968391
5066,2.491506399,midwest,7,FTA Region5,0.69,0.107,0.035,5.277385821,5.4067520710000005,5.331480475
5104,0.134790269,midwest,7,FTA Region5,0.76,0.107,0.035,5.276505424,5.4042841820000005,5.370851747000001
2082,0.995412858,northeast,7,FTA Region2,0.59,0.12,0.045,5.75232546,5.880101947999999,5.831827996
5051,-0.774069584,midwest,7,FTA Region5,0.76,0.107,0.035,5.281159313,5.410589816,5.347727131
4078,-0.41449446799999995,south,7,FTA Region4,0.53,0.125,0.05,6.26342203,6.377524234,6.330818826000001
5010,0.105024861,midwest,7,FTA Region5,0.64,0.107,0.035,5.276772446,5.416864417,5.334740795
3012,-0.86993865,northeast,7,FTA Region3,0.79,0.12,0.045,5.766615271,5.8932892720000005,5.850205224
4019,-0.330489479,south,7,FTA Region4,0.72,0.125,0.05,6.258743172000001,6.370096964,6.366097948999999
5118,2.028222426,midwest,7,FTA Region5,0.69,0.107,0.035,5.273566651,5.399368759,5.335304869
9031,0.303482857,west,7,FTA Region9,0.7,0.08,0.025,4.819609641,4.943068698,4.875369704
9079,-0.250644816,west,7,FTA Region9,0.7,0.08,0.025,4.818885292,4.955132942,4.836534323
4004,0.397581965,south,7,FTA Region4,0.8,0.125,0.05,6.263447056,6.3788171579999995,6.340700247999999
5154,0.455750596,midwest,7,FTA Region5,0.78,0.107,0.035,5.275780688999999,5.4010062560000005,5.350240965
0003,0.762394199,west,7,FTA Region10,0.74,0.08,0.025,4.813855205,4.954828246,4.819474952
6012,-1.291726514,south,7,FTA Region6,0.63,0.125,0.05,6.249301486,6.367169531,6.346925473
3044,-1.188733606,northeast,7,FTA Region3,0.79,0.12,0.045,5.767025361,5.879722333999999,5.825281657000001
4007,-0.109572704,south,7,FTA Region4,0.63,0.125,0.05,6.259047355,6.371601657,6.338351578999999
5011,-0.453701678,midwest,7,FTA Region5,0.64,0.107,0.035,5.284610239,5.413747609,5.327022446
5017,0.36833196,midwest,7,FTA Region5,0.64,0.107,0.035,5.283100341,5.413852746,5.3406351469999995
0007,0.196178393,west,7,FTA Region10,0.88,0.08,0.025,4.830296746,4.9608432360000005,4.846664079
4002,-0.321304152,south,7,FTA Region4,0.8,0.125,0.05,6.259706924,6.373150541,6.3241335560000005
3054,-0.62650208,northeast,7,FTA Region3,0.79,0.12,0.045,5.762502617999999,5.90007365,5.837351609
9206,-0.8874970659999999,west,7,FTA Region9,0.7,0.08,0.025,4.804292208,4.944135609,4.819010658
5056,-0.215963585,midwest,6,FTA Region5,0.69,0.107,0.035,5.276985081,5.415212982000001,5.34800315
9151,1.170708826,west,6,FTA Region9,0.7,0.08,0.025,4.823330267,4.96147328,4.848598326
4001,-0.413900211,south,6,FTA Region4,0.8,0.125,0.05,6.255048856,6.365301249,6.349187658
3022,1.597812332,northeast,6,FTA Region3,0.79,0.12,0.045,5.76703549,5.893722013,5.857405845
2113,0.47762784,northeast,6,FTA Region2,0.59,0.12,0.045,5.772343694,5.88595191,5.837218203
4130,-1.1647348659999999,south,6,FTA Region4,0.53,0.125,0.05,6.25869459,6.373865677,6.31775613
4138,-0.567078875,south,6,FTA Region4,0.53,0.125,0.05,6.257737657000001,6.360519094,6.329069466
8005,-0.508453009,west,6,FTA Region8,0.86,0.08,0.025,4.821348163,4.962092524,4.826093651
7001,-0.7488648529999999,midwest,6,FTA Region7,0.73,0.107,0.035,5.277898145,5.414614883,5.326909371
9087,-1.187325542,west,6,FTA Region9,0.7,0.08,0.025,4.821614597,4.962334239,4.84955098
0021,-0.253651406,west,6,FTA Region10,0.74,0.08,0.025,4.827093056,4.961201009,4.843469975
8006,1.847711937,west,6,FTA Region8,0.86,0.08,0.025,4.823112686,4.956333026,4.859062206
8011,-0.898317413,west,6,FTA Region8,0.86,0.08,0.025,4.820711898,4.960983833,4.873490798
9001,-0.056247633,west,6,FTA Region9,0.53,0.08,0.025,4.820651186,4.952562925,4.8587803880000004
9147,0.52060753,west,6,FTA Region9,0.7,0.08,0.025,4.819104604,4.95773231,4.834339341000001
4087,-0.301539909,south,6,FTA Region4,0.63,0.125,0.05,6.253644746,6.368695634,6.348042846
9003,1.970242279,west,6,FTA Region9,0.7,0.08,0.025,4.819738579,4.954742782,4.850482767
9171,-0.30775711899999997,west,6,FTA Region9,0.7,0.08,0.025,4.826078912,4.966162783,4.848249613999999
5096,-0.8933774879999999,midwest,6,FTA Region5,0.7,0.107,0.035,5.282069273,5.418659495,5.334073055
9144,-0.609953442,west,6,FTA Region9,0.7,0.08,0.025,4.824391211,4.955392194,4.835596567
9146,0.43034971200000005,west,6,FTA Region9,0.7,0.08,0.025,4.812930285,4.948470286,4.8225436539999995
9026,1.293245815,west,6,FTA Region9,0.7,0.08,0.025,4.822190856000001,4.957070253,4.854060008
9030,0.586243821,west,6,FTA Region9,0.7,0.08,0.025,4.818316425,4.949196817,4.821570428999999
5024,-0.860642838,midwest,6,FTA Region5,0.64,0.107,0.035,5.280654588,5.410101622999999,5.325508074
9004,-0.194003115,west,6,FTA Region9,0.7,0.08,0.025,4.820165664,4.950506098,4.870875816
9008,0.44044406700000005,west,6,FTA Region9,0.7,0.08,0.025,4.814305641,4.9379237410000005,4.859615018
9148,-0.6374372110000001,west,6,FTA Region9,0.7,0.08,0.025,4.822088882,4.963561464,4.849994066
9014,1.544879528,west,6,FTA Region9,0.7,0.08,0.025,4.818977696,4.943449923999999,4.831208928
9039,-0.333612285,west,6,FTA Region9,0.7,0.08,0.025,4.812185085,4.958139485,4.820103026
9154,2.551389826,west,6,FTA Region9,0.7,0.08,0.025,4.824128878,4.957385671,4.863266
5057,-0.445013974,midwest,5,FTA Region5,0.69,0.107,0.035,5.270531891,5.413664924,5.310330062
5022,-0.19143779,midwest,5,FTA Region5,0.64,0.107,0.035,5.282079953,5.417469654,5.337641304
3008,-1.126725279,south,5,FTA Region3,0.73,0.125,0.05,6.255409143,6.3740810539999995,6.345015812000001
5117,-0.690790494,midwest,5,FTA Region5,0.64,0.107,0.035,5.27885221,5.420588743,5.321774545
3023,-1.070938675,northeast,5,FTA Region3,0.79,0.12,0.045,5.758045202999999,5.883182703999999,5.825507503
9219,-1.133724234,west,5,FTA Region9,0.74,0.08,0.025,4.820253424,4.957841694,4.8444845999999995
4047,-1.201181507,south,5,FTA Region4,0.53,0.125,0.05,6.247341992000001,6.377229713999999,6.317048392
5059,-0.629257591,midwest,5,FTA Region5,0.69,0.107,0.035,5.28226631,5.408745892000001,5.372763729
9090,-0.7660011090000001,west,5,FTA Region9,0.7,0.08,0.025,4.816430006,4.949162751999999,4.868763701000001
9162,-0.321692468,west,5,FTA Region9,0.7,0.08,0.025,4.815508499,4.941802538,4.842852284
0024,0.14096937699999998,west,5,FTA Region10,0.74,0.08,0.025,4.827386162,4.964657293999999,4.832937082
9205,-0.924289441,west,5,FTA Region9,0.7,0.08,0.025,4.823748807,4.95144947,4.851831625
9078,-0.056138568,west,5,FTA Region9,0.7,0.08,0.025,4.817137518,4.951034186,4.836787743
4025,-0.46134677,south,5,FTA Region4,0.53,0.125,0.05,6.266339689,6.389803347999999,6.34880193
9036,1.3888112830000001,west,5,FTA Region9,0.7,0.08,0.025,4.824015835,4.955271796,4.824331326
9019,0.967301238,west,5,FTA Region9,0.7,0.08,0.025,4.826117563,4.959111592,4.87494519
9159,-0.899844713,west,5,FTA Region9,0.7,0.08,0.025,4.813858144,4.963387678999999,4.863330588
9017,-0.7273452440000001,west,5,FTA Region9,0.7,0.08,0.025,4.833306594,4.96570369,4.849556453
5031,0.7616637940000001,midwest,4,FTA Region5,0.72,0.107,0.035,5.285676097,5.423418663,5.362500938999999
4008,0.883091486,south,4,FTA Region4,0.63,0.125,0.05,6.258259731,6.37061386,6.348911592
5036,0.13878538599999998,midwest,4,FTA Region5,0.72,0.107,0.035,5.279754454,5.4098254379999995,5.333662587
9208,-0.93098225,west,4,FTA Region9,0.7,0.08,0.025,4.814782453,4.940857616000001,4.841195637
5146,-0.28142453,midwest,4,FTA Region5,0.69,0.107,0.035,5.292710738,5.425892617000001,5.347474334
9012,-0.089931088,west,4,FTA Region9,0.7,0.08,0.025,4.815828004,4.951374476,4.8680360480000004
9045,1.133009717,west,4,FTA Region9,0.53,0.08,0.025,4.8342145180000005,4.967519607,4.836426846
3013,-0.43993958899999996,northeast,4,FTA Region3,0.79,0.12,0.045,5.7670605429999995,5.896170067000001,5.867880586
5047,-0.864766521,midwest,4,FTA Region5,0.69,0.107,0.035,5.274784166,5.406952394,5.328054713
0025,-0.014752278,west,4,FTA Region10,0.88,0.08,0.025,4.808793971,4.935715076,4.84726362
9182,-0.437858952,west,4,FTA Region9,0.7,0.08,0.025,4.8237730580000004,4.967986122,4.880924685
9172,0.046451654,west,4,FTA Region9,0.74,0.08,0.025,4.819174213999999,4.954770478,4.841574418
5033,0.139829371,midwest,4,FTA Region5,0.72,0.107,0.035,5.2742247319999995,5.404704174,5.3631716780000005
9035,-0.453111128,west,4,FTA Region9,0.7,0.08,0.025,4.823375748,4.9529513960000005,4.867753775
0020,-0.058170139,west,4,FTA Region10,0.74,0.08,0.025,4.81394157,4.949246475,4.850922347
5141,-0.695513588,midwest,4,FTA Region5,0.72,0.107,0.035,5.2786947269999995,5.4229389029999995,5.352634865
9061,-1.16010371,west,4,FTA Region9,0.7,0.08,0.025,4.825091259,4.96139971,4.829212749
9164,-0.908384867,west,4,FTA Region9,0.7,0.08,0.025,4.821929029,4.961868445,4.8568651030000005
5001,-0.955526874,midwest,3,FTA Region5,0.7,0.107,0.035,5.284176342,5.42258575,5.32393071
5032,-0.057776454000000005,midwest,3,FTA Region5,0.72,0.107,0.035,5.283041951,5.4138671910000005,5.366401726
6019,0.170543059,west,3,FTA Region6,0.67,0.08,0.025,4.826044832,4.95455347,4.858412746
5148,-0.792585456,midwest,3,FTA Region5,0.72,0.107,0.035,5.278197008,5.418236416,5.355033257
0006,-0.9729416009999999,west,3,FTA Region10,0.74,0.08,0.025,4.812737469,4.9396140630000005,4.837142125
9013,1.598735372,west,3,FTA Region9,0.7,0.08,0.025,4.81768399,4.940130081,4.841443194
6111,-0.020044221,west,3,FTA Region6,0.67,0.08,0.025,4.823156479,4.944221375,4.841351639
5040,-0.05657495,midwest,3,FTA Region5,0.72,0.107,0.035,5.27564755,5.408855072000001,5.327004287
5060,-0.052918127,midwest,3,FTA Region5,0.69,0.107,0.035,5.271388782,5.401381405,5.354381816
9091,-0.942368487,west,3,FTA Region9,0.7,0.08,0.025,4.818868609,4.956223354,4.843578114
5002,-1.032148647,midwest,2,FTA Region5,0.7,0.107,0.035,5.281919278999999,5.413269913,5.356080211
9027,0.21755545,west,2,FTA Region9,0.7,0.08,0.025,4.818797999,4.972522816000001,4.85148789
9033,0.504062491,west,2,FTA Region9,0.74,0.08,0.025,4.813560636,4.966783722,4.851360402
5035,-0.629973829,midwest,2,FTA Region5,0.72,0.107,0.035,5.274828846,5.412880336000001,5.338177309
8001,1.492470023,west,2,FTA Region8,0.38,0.08,0.025,4.8124551680000005,4.949541938,4.823907885
9015,2.062242298,west,1,FTA Region9,0.7,0.08,0.025,4.820390927,4.952500223,4.873805733999999
3083,0.654095484,south,0,FTA Region3,0.73,0.125,0.05,6.258125864,6.373065117,6.333121579
7006,1.373206216,midwest,0,FTA Region7,0.67,0.107,0.035,5.275956828,5.428378987,5.3181656660000005
3094,-1.481519086,south,0,FTA Region3,0.73,0.125,0.05,6.249183808,6.355375526,6.341628319
3073,0.447114536,south,0,FTA Region3,0.73,0.125,0.05,6.2546858610000005,6.366877858,6.322436272999999
3034,1.943459304,south,0,FTA Region3,0.68,0.125,0.05,6.26359687,6.370615897,6.3501561120000005
3045,-1.218390791,south,0,FTA Region3,0.73,0.125,0.05,6.26108301,6.3746689000000005,6.342580934
