"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"numWindows"
"02/18/2020 00:38:57:572 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","officeRole?","random-riskThresh?","random-orgWindows?","limitedFund?","randomBoost?","limitedFund?","[step]","count orgs with [adaptation-change?]","totalFunding","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"1868","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","9095.474695784","131","250","1425","1650","9","42","42","9","5"
"1869","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","8737.251882671977","119","243","1457","1676","8","43","43","9","5"
"1870","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","10575.903625355952","103","220","1691","1877","12","40","40","14","6"
"1871","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","10495.740520435978","263","252","1654","2006","1","37","37","9","6"
"1872","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","11532.996060407953","159","239","1805","2058","8","41","41","16","2"
"1876","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","11548.077804448005","121","207","1994","2195","5","45","45","13","6"
"1873","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","11168.173863923961","174","221","1772","2043","8","52","52","4","3"
"1874","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","11588.698573071975","157","243","1930","2176","11","50","50","7","2"
"1875","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","10619.23526977998","134","213","1734","1956","4","42","42","22","5"
"1877","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","13143.933128099987","184","239","2194","2475","5","44","44","10","3"
"1878","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","63","12550.92115613194","114","230","2139","2341","5","54","54","9","3"
"1879","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","13447.296731967985","204","211","2219","2525","17","46","46","10","5"
"1882","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","15425.040223127882","237","263","2448","2817","26","45","45","0","5"
"1880","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","14600.527028219958","203","259","2456","2753","5","46","46","7","3"
"1881","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","71","11460.973919651962","141","200","1996","2255","23","60","60","11","5"
"1883","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","16921.13813903192","200","214","2918","3188","1","47","47","7","2"
"1885","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","14326.101813691983","242","228","2396","2738","1","53","53","7","5"
"1884","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","15773.137615875838","334","247","2462","2884","5","43","43","8","2"
"1888","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","21","1905.811682808001","19","326","222","326","2","17","17","4","17"
"1886","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","14812.236149447886","160","184","2675","2912","8","49","49","12","5"
"1887","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","15","1384.8684862440002","11","250","183","250","8","7","7","8","7"
"1889","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","15","2113.31441162","30","280","266","374","7","13","13","2","10"
"1891","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","3046.099605280002","42","283","436","570","7","30","30","4","12"
"1892","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","40","3123.6483386080026","33","254","453","569","10","21","21","19","4"
"1890","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","28","2412.881951360001","18","274","345","439","4","17","17","11","12"
"1893","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","35","3834.748191455998","51","296","590","727","1","24","24","11","6"
"1895","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","37","4581.529332976006","62","250","704","833","8","30","30","7","9"
"1894","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","39","3965.3381645480063","38","270","595","718","5","33","33","6","11"
"1896","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","5033.770528992006","75","253","738","888","5","28","28","6","5"
"1897","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","33","6088.099223276009","89","300","922","1119","29","28","28","5","3"
"1898","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","5707.949477940007","65","243","902","1035","2","27","27","19","7"
"1899","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","6027.479455879999","56","256","966","1116","2","42","42","11","4"
"1900","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","44","6899.890956944017","105","277","1047","1258","4","39","39","5","8"
"1902","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","7057.143220571998","73","251","1096","1259","18","30","30","18","3"
"1901","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","6868.837248400009","91","243","1046","1226","2","43","43","8","3"
"1904","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","6626.826306984008","103","228","1154","1328","3","35","35","18","6"
"1903","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","7618.645104763999","105","246","1247","1441","7","40","40","8","4"
"1905","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","7689.7171395720015","98","230","1259","1433","0","44","44","12","9"
"1906","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","8762.882499116002","87","242","1345","1532","13","44","44","8","3"
"1907","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","9439.783485567985","159","255","1516","1768","3","44","44","4","6"
"1908","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","8895.685358416009","135","260","1493","1726","8","47","47","6","6"
"1910","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","9810.84599241198","125","234","1621","1840","6","39","39","13","7"
"1909","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","66","8396.132373835995","110","228","1373","1574","4","48","48","18","7"
"1911","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","11686.437723259962","142","249","1847","2074","9","46","46","4","7"
"1913","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","10588.143991711982","123","217","1688","1896","5","48","48","10","1"
"1912","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","41","11892.40373259996","126","270","2046","2252","4","32","32","9","5"
"1914","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","10242.810265007973","132","227","1786","1996","9","44","44","5","4"
"1915","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","11925.295765315981","155","235","1897","2134","3","47","47","5","8"
"1917","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","13377.61101176792","161","247","2165","2423","12","44","44","5","3"
"1916","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","11326.259419431963","127","220","1912","2117","3","42","42","12","2"
"1920","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","12424.528459987961","170","229","2079","2347","1","52","52","7","5"
"1921","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","14088.925811883983","225","215","2319","2629","7","48","48","6","2"
"1919","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","12986.307981371943","174","207","2136","2401","11","52","52","9","3"
"1918","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","12396.758667243974","163","206","2033","2297","9","52","52","8","3"
"1922","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","12946.17564915198","165","211","2196","2439","4","41","41","17","1"
"1924","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","66","13607.23540210795","130","208","2320","2527","1","56","56","10","4"
"1923","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","68","12965.154808484","245","201","2271","2608","11","56","56","12","6"
"1925","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","66","15181.412023203973","178","227","2584","2856","3","59","59","7","5"
"1927","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","13904.691750099913","251","252","2310","2680","5","53","53","9","1"
"1926","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","14904.90462647191","220","225","2483","2787","8","50","50","9","6"
"1928","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","25","1811.8957478559994","22","335","212","335","10","15","15","10","15"
"1929","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","20","1656.989280904","13","281","213","281","4","8","8","12","8"
"1931","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","38","2555.9478239280024","25","293","354","479","10","27","27","11","8"
"1930","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","20","2154.718025812001","28","315","294","405","0","14","14","6","9"
"1932","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","30","3002.068357588003","31","286","444","551","5","19","19","11","6"
"1935","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","42","4259.12402292001","63","264","613","768","2","35","35","7","13"
"1933","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","50","3135.3682779040014","23","245","474","574","3","32","32","18","12"
"1934","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","36","3708.527081687998","53","287","580","706","3","22","22","14","6"
"1937","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","42","4823.356728388003","54","234","795","904","0","28","28","14","5"
"1938","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","30","5926.936046484001","89","284","896","1075","9","27","27","3","4"
"1936","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","4734.229742736","57","259","716","851","3","39","39","6","8"
"1939","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","39","6054.9287352119945","98","301","877","1086","9","32","32","7","5"
"1940","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","36","6757.947904556001","61","261","1069","1213","8","32","32","4","8"
"1941","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","33","7180.359469696012","94","244","1073","1278","22","28","28","5","4"
"1943","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","6648.916278500021","99","212","1078","1243","2","33","33","15","4"
"1942","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","6531.355321924004","73","229","1063","1210","3","42","42","14","7"
"1944","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","45","6668.54470143201","76","255","1128","1288","15","29","29","16","4"
"1945","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","7964.866652103986","116","272","1294","1505","6","45","45","3","6"
"1947","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","7850.343558947993","95","246","1374","1554","1","35","35","12","5"
"1948","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","48","8432.085910311991","177","221","1321","1593","3","39","39","9","6"
"1946","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","7197.956590715976","92","256","1163","1343","6","49","49","11","9"
"1949","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","8375.207442099983","155","261","1372","1639","16","43","43","6","2"
"1951","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","63","9680.951032135952","103","206","1625","1825","3","54","54","9","4"
"1950","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","8907.626941967992","175","253","1432","1701","4","43","43","11","6"
"1952","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","9926.854941951997","96","249","1657","1847","9","42","42","12","7"
"1953","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","10301.986073360002","105","239","1789","1972","3","36","36","15","4"
"1954","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","10797.763032163964","140","217","1820","2035","6","47","47","10","1"
"1955","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","54","11474.37639098396","149","217","1844","2070","3","38","38","16","2"
"1957","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","11156.39373388399","205","232","1807","2107","2","44","44","16","4"
"1958","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","11964.566999039951","177","200","2082","2350","11","52","52","6","5"
"1956","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","53","11557.575719867988","153","233","1912","2133","2","37","37","16","5"
"1959","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","12101.175631012024","160","207","1968","2237","10","54","54","10","6"
"1960","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","74","12058.492261615967","186","194","2010","2289","1","58","58","16","7"
"1962","0.3","4","0.08","34","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","66","12865.716444803922","124","194","2293","2501","3","55","55","11","6"
"1961","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","12632.64999614401","214","238","2150","2447","0","47","47","9","5"
"1963","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","56","15590.022138215947","211","257","2606","2928","14","50","50","6","3"
"1964","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","13714.324279159953","185","229","2258","2541","9","51","51","11","6"
"1966","0.3","4","0.08","38","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","14620.682347127962","208","229","2465","2759","11","44","44","8","1"
"1965","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","13680.692317107996","245","218","2340","2674","8","46","46","6","3"
"1967","0.3","4","0.08","39","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","71","12905.807174091906","162","184","2243","2509","8","59","59","12","2"
"1968","0.3","4","0.08","40","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","59","14200.020540579855","145","219","2423","2655","8","51","51","8","4"
"1969","0.3","4","0.08","0","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","14","1717.4476415800007","16","320","224","320","10","11","11","3","11"
"1970","0.3","4","0.08","1","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","30","1464.737690764","17","283","195","283","1","15","15","15","15"
"1971","0.3","4","0.08","2","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","22","2274.4076107920005","17","300","285","390","20","15","15","7","11"
"1973","0.3","4","0.08","4","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","35","2789.600524692001","30","270","407","524","4","27","27","8","9"
"1972","0.3","4","0.08","3","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","23","2777.394657368001","32","306","367","474","4","21","21","2","11"
"1974","0.3","4","0.08","5","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","27","3491.789001212003","40","252","523","631","2","22","22","5","5"
"1975","0.3","4","0.08","6","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","33","3852.269687375998","58","286","580","712","1","24","24","9","7"
"1976","0.3","4","0.08","7","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","32","4590.750863480002","60","273","662","800","2","30","30","2","10"
"1977","0.3","4","0.08","8","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","39","4488.278318184007","59","249","692","831","3","31","31","8","4"
"1978","0.3","4","0.08","9","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","33","5184.305014720011","99","287","746","935","2","21","21","12","4"
"1980","0.3","4","0.08","11","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","30","5829.903855808013","67","306","906","1055","4","26","26","4","5"
"1979","0.3","4","0.08","10","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","5667.288190124012","57","271","883","1038","12","39","39","4","11"
"1981","0.3","4","0.08","12","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","43","5842.254179800005","62","253","938","1083","4","32","32","11","6"
"1982","0.3","4","0.08","13","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","38","6777.971611748008","110","285","1119","1302","4","31","31","7","6"
"1983","0.3","4","0.08","14","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","42","7392.685987251996","60","246","1235","1358","5","34","34","8","3"
"1985","0.3","4","0.08","16","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","8474.621508292008","99","244","1283","1465","4","41","41","5","3"
"1984","0.3","4","0.08","15","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","41","6816.927412888006","75","249","1072","1220","6","33","33","8","9"
"1986","0.3","4","0.08","17","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","47","8236.780610368","128","244","1285","1500","3","38","38","9","3"
"1987","0.3","4","0.08","18","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","55","7589.385293840002","131","238","1206","1417","2","45","45","10","4"
"1988","0.3","4","0.08","19","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","62","7096.349213896023","97","193","1234","1415","0","49","49","13","11"
"1989","0.3","4","0.08","20","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","34","10095.243093919975","140","273","1611","1844","10","33","33","1","3"
"1990","0.3","4","0.08","21","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","8219.951405160014","109","229","1404","1594","4","36","36","13","4"
"1991","0.3","4","0.08","22","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","44","9367.550432428028","114","256","1572","1769","3","37","37","7","2"
"1993","0.3","4","0.08","24","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","10828.245362652007","128","256","1715","1945","18","41","41","5","3"
"1992","0.3","4","0.08","23","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","60","9960.926264675996","78","231","1612","1777","2","52","52","8","6"
"1995","0.3","4","0.08","26","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","61","11179.515362227954","118","196","1833","2041","2","45","45","16","7"
"1994","0.3","4","0.08","25","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","46","12500.948328831942","179","270","1946","2225","12","41","41","5","6"
"1997","0.3","4","0.08","28","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","58","11202.217347391996","195","223","1785","2090","0","50","50","8","3"
"1996","0.3","4","0.08","27","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","11887.089489495967","124","254","1956","2159","7","45","45","6","6"
"1998","0.3","4","0.08","29","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","12448.111503800012","170","220","1989","2242","5","50","50","2","2"
"1999","0.3","4","0.08","30","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","64","12109.237642071983","178","227","1968","2240","4","55","55","9","5"
"2000","0.3","4","0.08","31","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","57","12604.403573211912","121","220","2128","2332","2","52","52","5","1"
"2001","0.3","4","0.08","32","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","49","13370.94422640389","177","231","2268","2539","15","41","41","8","4"
"2002","0.3","4","0.08","33","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","52","12746.77668810796","247","259","2030","2380","11","51","51","1","8"
"2004","0.3","4","0.08","35","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","63","12489.476435187966","143","209","2200","2432","2","54","54","9","4"
"2005","0.3","4","0.08","36","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","13576.045048107975","204","219","2351","2641","3","42","42","9","3"
"2006","0.3","4","0.08","37","0.25","0.4","4","4","1000","1","48","0.3","0.3","0.03","true","false","true","true","true","true","false","true","false","1000","51","14343.46685360391","208","192","2502","2794","14","40","40","11","2"
